ENTRY	STOICHIOMETRY	GENE NAMES	PROTEIN NAME	UNIPROT NOTE
P98205	[MISSING]	ALA2 At5g44240 MLN1.17	Phospholipid-transporting ATPase 2 (AtALA2) (EC 3.6.3.1) (Aminophospholipid ATPase 2) (Aminophospholipid flippase 2)	SUBUNIT: Interacts with ALIS1, ALIS3 and ALIS5 in a heterologous system. {ECO:0000269|PubMed:20053675}.
Q9SCL7	[MISSING]	NAGK At3g57560 T8H10.160	Acetylglutamate kinase, chloroplastic (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (AtNAGK)	SUBUNIT: Interacts with GLB1. Interaction is dependent of MgATP and inhibited by 2-oxoglutarate, arginine, glutamate, citrate, and oxaloacetate. {ECO:0000269|PubMed:16377628, ECO:0000269|PubMed:17913711, ECO:0000269|PubMed:19631611}.
Q9FVU9	[MISSING]	CSN5B AJH2 CSN5A At1g71230 F3I17.12	COP9 signalosome complex subunit 5b (Signalosome subunit 5b) (EC 3.4.-.-) (Jun activation domain-binding homolog 2)	SUBUNIT: Component of the CSN complex, probably composed of CSN1, CSN2, CSN3, CSN4, CSN5 (CSN5A or CSN5B), CSN6 (CSN6A or CSN6B), CSN7 and CSN8 (PubMed:9811788, PubMed:12615944, PubMed:15486099). CSN5A or CSN5B are present within distinct CSN complexes each containing only one copy of CSN5 (PubMed:15486099). Interacts with itself (PubMed:9811788). In the complex, it is located in the center and probably interacts directly with CSN4 and CSN6A or CSN6B (PubMed:9811788, PubMed:12615944). Also exists as monomeric form (PubMed:9811788). Interacts with CYT1 in vitro and in planta (PubMed:23424245). {ECO:0000269|PubMed:12615944, ECO:0000269|PubMed:15486099, ECO:0000269|PubMed:23424245, ECO:0000269|PubMed:9811788}.
Q8L850	[MISSING]	PIP5K9 At3g09920 F8A24.2	Phosphatidylinositol 4-phosphate 5-kinase 9 (AtPIP5K9) (EC 2.7.1.68) (1-phosphatidylinositol 4-phosphate kinase 9) (Diphosphoinositide kinase 9) (PtdIns(4)P-5-kinase 9)	SUBUNIT: Interacts with CINV1. {ECO:0000269|PubMed:17220200}.
Q94JQ6	[MISSING]	CESA6 IXR2 PRC1 QUI At5g64740 MVP7.7	Cellulose synthase A catalytic subunit 6 [UDP-forming] (AtCesA6) (EC 2.4.1.12) (AraxCelA) (Isoxaben-resistant protein 2) (Protein PROCUSTE 1) (Protein QUILL)	SUBUNIT: Interacts with CESA1 and CESA3. Interacts with STL1 and STL2, but not with GOT1 (PubMed:27277162). Binds to CSI1 and CSI3 (PubMed:20616083, PubMed:24368796). {ECO:0000269|PubMed:17878302, ECO:0000269|PubMed:17878303, ECO:0000269|PubMed:20616083, ECO:0000269|PubMed:24368796, ECO:0000269|PubMed:27277162}.
Q9LPW0	[MISSING]	GAPA2 At1g12900 F13K23.15	Glyceraldehyde-3-phosphate dehydrogenase GAPA2, chloroplastic (EC 1.2.1.13) (NADP-dependent glyceraldehydephosphate dehydrogenase A subunit 2)	SUBUNIT: Tetramer of either four A chains (GAPDH 2) or two A and two B chains (GAPDH 1). {ECO:0000250}.
Q944P7	[MISSING]	LAP2 At4g30920 F6I18.170	Leucine aminopeptidase 2, chloroplastic (EC 3.4.11.1) (Leucyl aminopeptidase 2) (AtLAP2) (Proline aminopeptidase 2) (EC 3.4.11.5) (Prolyl aminopeptidase 2)	SUBUNIT: Homoexamer (dimer of homotrimers). {ECO:0000250|UniProtKB:Q10712}.
F4I8U2	[MISSING]	APS2 At1g05610 F3F20.6	Inactive glucose-1-phosphate adenylyltransferase small subunit 2, chloroplastic (ADP-Glc pyrophosphorylase small subunit-like) (ADP-glucose pyrophosphorylase small subunit 2) (ApS2)	SUBUNIT: Heterotetramer. {ECO:0000269|PubMed:12748181}.
P53665	[MISSING]	MTACP1 At2g44620 F16B22.11	Acyl carrier protein 1, mitochondrial (MtACP-1) (ACP) (NADH-ubiquinone oxidoreductase 9.6 kDa subunit)	SUBUNIT: Complex I is composed of at least 49 different subunits.
Q9ZNZ7	[MISSING]	GLU1 GLS1 At5g04140 F21E1_60	Ferredoxin-dependent glutamate synthase 1, chloroplastic/mitochondrial (EC 1.4.7.1) (Fd-GOGAT 1)	SUBUNIT: Interacts with SHM1. {ECO:0000269|PubMed:19223513}.
P10798	[MISSING]	RBCS-3B ATS3B At5g38410 MXI10.13	Ribulose bisphosphate carboxylase small chain 3B, chloroplastic (RuBisCO small subunit 3B) (EC 4.1.1.39)	SUBUNIT: 8 large chains + 8 small chains.
P10797	[MISSING]	RBCS-2B ATS2B At5g38420 MXI10.14	Ribulose bisphosphate carboxylase small chain 2B, chloroplastic (RuBisCO small subunit 2B) (EC 4.1.1.39)	SUBUNIT: 8 large chains + 8 small chains.
P10796	[MISSING]	RBCS-1B ATS1B At5g38430 MXI10.15	Ribulose bisphosphate carboxylase small chain 1B, chloroplastic (RuBisCO small subunit 1B) (EC 4.1.1.39)	SUBUNIT: 8 large chains + 8 small chains (Probable). Interacts with RBCX2 (PubMed:21922322). {ECO:0000269|PubMed:21922322, ECO:0000305}.
P10795	[MISSING]	RBCS-1A ATS1A At1g67090 F1O19.14 F5A8.1	Ribulose bisphosphate carboxylase small chain 1A, chloroplastic (RuBisCO small subunit 1A) (EC 4.1.1.39)	SUBUNIT: 8 large chains + 8 small chains.
P38418	[MISSING]	LOX2 At3g45140 T14D3.80	Lipoxygenase 2, chloroplastic (AtLOX2) (EC 1.13.11.12)	SUBUNIT: Interacts with EIF4E2. {ECO:0000269|PubMed:11117257}.
Q38882	[MISSING]	PLDALPHA1 PLD1 At3g15730 MSJ11.13	Phospholipase D alpha 1 (AtPLDalpha1) (PLD alpha 1) (EC 3.1.4.4) (Choline phosphatase 1) (PLDalpha) (Phosphatidylcholine-hydrolyzing phospholipase D 1)	SUBUNIT: Interacts with GPA1 (PubMed:14594812, PubMed:16614222, PubMed:23913032). This binding inhibits PLDALPHA1 activity and is relieved by GTP (PubMed:14594812). {ECO:0000269|PubMed:14594812, ECO:0000269|PubMed:16614222, ECO:0000269|PubMed:23913032}.
O64688	[MISSING]	E1-BETA-2 At2g34590 T31E10.7	Pyruvate dehydrogenase E1 component subunit beta-3, chloroplastic (EC 1.2.4.1)	SUBUNIT: Tetramer of 2 alpha and 2 beta subunits. {ECO:0000250}.
Q9LHI0	[MISSING]	At3g12260 F28J15.12 MQC3.9	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	SUBUNIT: Complex I is composed of at least 49 different subunits.
O04922	[MISSING]	GPX2 At2g31570 T9H9.9	Probable glutathione peroxidase 2 (EC 1.11.1.9)	SUBUNIT: Interacts with DJ1A. {ECO:0000269|PubMed:20406884}.
Q96253	[MISSING]	At1g51650 F19C24.25	ATP synthase subunit epsilon, mitochondrial (ATPase subunit epsilon)	SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c.
Q96252	[MISSING]	At5g47030 MQD22.17	ATP synthase subunit delta', mitochondrial (F-ATPase delta' subunit)	SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c.
Q96251	[MISSING]	At5g13450 T22N19.100	ATP synthase subunit O, mitochondrial (Oligomycin sensitivity conferral protein) (OSCP)	SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c.
Q96250	[MISSING]	ATPC At2g33040 F25I18.22	ATP synthase subunit gamma, mitochondrial (F-ATPase gamma subunit)	SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c.
O24457	[MISSING]	PDH-E1 ALPHA At1g01090 T25K16.8	Pyruvate dehydrogenase E1 component subunit alpha-3, chloroplastic (EC 1.2.4.1)	SUBUNIT: Tetramer of 2 alpha and 2 beta subunits. {ECO:0000250}.
O49506	[MISSING]	GLO5 GOX3 At4g18360 F28J12.20	Peroxisomal (S)-2-hydroxy-acid oxidase GLO5 (EC 1.1.3.15) (Glycolate oxidase 3) (AtGLO5) (GOX 3) (Short chain alpha-hydroxy acid oxidase GLO5)	SUBUNIT: Homotetramer or homooctamer. {ECO:0000250}.
O82629	[MISSING]	VHA-G2 VAG2 VATG2 At4g23710 F9D16.180	V-type proton ATPase subunit G2 (V-ATPase subunit G2) (Vacuolar H(+)-ATPase subunit G isoform 2) (Vacuolar proton pump subunit G2)	SUBUNIT: V-ATPase is a heteromultimeric enzyme composed of a peripheral catalytic V1 complex (components A to H) attached to an integral membrane V0 proton pore complex (components: a, c, c'', d and e).
Q96528	[MISSING]	CAT1 At1g20630 F2D10.11 F5M15.31	Catalase-1 (EC 1.11.1.6)	SUBUNIT: Homotetramer and heterotetramer. At least six or seven isozymes are produced from a mixture of 3 gene products.
P43298	[MISSING]	TMK1 BLK1 At1g66150 F15E12.4	Receptor protein kinase TMK1 (EC 2.7.11.1) (BARK1-like kinase 1) (Transmembrane kinase 1)	SUBUNIT: Interacts (via extracellular domain) with ABP1. {ECO:0000269|PubMed:24578577}.
Q9SXA1	[MISSING]	PI4KA1 PI4KALPHA PI4KALPHA1 At1g49340 F13F21.23	Phosphatidylinositol 4-kinase alpha 1 (PI4-kinase alpha 1) (PtdIns-4-kinase alpha 1) (EC 2.7.1.67) (Phosphatidylinositol 4-OH kinase alpha1) (AtPI4Kalpha1) (PI-4Kalpha1)	SUBUNIT: Interacts in vitro with actin filaments via its PH domain. {ECO:0000269|PubMed:12805633}.
Q9SG12	[MISSING]	CRK6 At3g49370 F2K15.230 T1G12.7	CDPK-related kinase 6 (AtCRK6) (EC 2.7.11.1) (Calcium/calmodulin-dependent protein kinase CRK6)	SUBUNIT: Binds calmodulin (CaM) in a calcium-dependent manner. {ECO:0000250}.
Q9C5A9	[MISSING]	At5g08680 T2K12.16	ATP synthase subunit beta-3, mitochondrial (EC 3.6.3.14)	SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c (By similarity). {ECO:0000250}.
P59229	[MISSING]	VHA-c4 AVA-P4 AVAP4 At1g75630 F10A5.17	V-type proton ATPase subunit c4 (V-ATPase subunit c4) (V-type proton ATPase 16 kDa proteolipid subunit c4) (V-ATPase 16 kDa proteolipid subunit c4) (Vacuolar H(+)-ATPase subunit c isoform 4) (Vacuolar proton pump 16 kDa proteolipid subunit c4) (Vacuolar proton pump subunit c4)	SUBUNIT: V-ATPase is a heteromultimeric enzyme composed of a peripheral catalytic V1 complex (components A to H) attached to an integral membrane V0 proton pore complex (components: a, c, c'', d and e). The proteolipid components c and c'' are present as a hexameric ring that forms the proton-conducting pore.
Q9SEX2	[MISSING]	AAA1 BOT1 ERH3 FRA2 FTR KSS KTN1 LUE1 At1g80350 F5I6.10	Katanin p60 ATPase-containing subunit A1 (Katanin p60 subunit A1) (EC 3.6.4.3) (CAD ATPase) (Katanin-1) (Atp60) (Protein BOTERO 1) (Protein ECTOPIC ROOT HAIR 3) (Protein FAT ROOT) (Protein FRAGILE FIBER 2) (AtAAA1) (p60 katanin)	SUBUNIT: May homooligomerize. Can interact with KTN-p80.1. May interact with the kinesin related protein KIN14A. Interacts with microtubule polymers. {ECO:0000269|PubMed:12571277}.
Q9T0A7	[MISSING]	UGE2 At4g23920 T32A16.90	UDP-glucose 4-epimerase 2 (AtUGE2) (EC 5.1.3.2) (UDP-galactose 4-epimerase 2)	SUBUNIT: homodimer. Heterodimer. {ECO:0000269|PubMed:16644739}.
Q9SGY2	[MISSING]	ACLA-1 At1g10670 F20B24.11	ATP-citrate synthase alpha chain protein 1 (ATP-citrate synthase A-1) (EC 2.3.3.8) (ATP-citrate lyase A-1) (Citrate cleavage enzyme A-1)	SUBUNIT: Heterooctamer of 4 alpha and 4 beta chains. {ECO:0000269|PubMed:12376641}.
Q941L0	[MISSING]	CESA3 ATHB CEV1 ELI1 IXR1 RSW5 At5g05170 K2A11.4	Cellulose synthase A catalytic subunit 3 [UDP-forming] (AtCesA3) (EC 2.4.1.12) (Constitutive expression of VSP1 protein 1) (Isoxaben-resistant protein 1) (Ath-B) (Protein ECTOPIC LIGNIN 1) (Protein RADIALLY SWOLLEN 5) (AtRSW5)	SUBUNIT: Interacts with CESA1 and CESA6. Interacts with STL1 and STL2, but not with GOT1 (PubMed:27277162). Binds to CSI1 and CSI3 (PubMed:20616083, PubMed:24368796). {ECO:0000269|PubMed:17878302, ECO:0000269|PubMed:17878303, ECO:0000269|PubMed:20616083, ECO:0000269|PubMed:24368796, ECO:0000269|PubMed:27277162}.
Q9M2A0	[MISSING]	AHA8 At3g42640 T12K4_90	ATPase 8, plasma membrane-type (EC 3.6.3.6) (Proton pump 8)	SUBUNIT: Binds to 14-3-3 proteins. The binding is induced by phosphorylation of Thr-947. Binding to 14-3-3 proteins activates the H(+)-ATPase (By similarity). {ECO:0000250}.
P52901	[MISSING]	E1 ALPHA At1g59900 F23H11.21	Pyruvate dehydrogenase E1 component subunit alpha-1, mitochondrial (PDHE1-A) (EC 1.2.4.1)	SUBUNIT: Tetramer of 2 alpha and 2 beta subunits. {ECO:0000250}.
O82210	[MISSING]	PRMT12 PRMT1.2 PRMT1A At2g19670 F6F22.30	Probable protein arginine N-methyltransferase 1.2 (AtPRMT12) (EC 2.1.1.-)	SUBUNIT: Interacts with MED36A and PRMT11. {ECO:0000269|PubMed:17666011}.
Q9S818	[MISSING]	F3H TT6 At3g51240 F24M12.280	Naringenin,2-oxoglutarate 3-dioxygenase (Naringenin 3-dioxygenase) (EC 1.14.11.9) (F3H) (Flavanone 3-hydroxylase) (Protein TRANSPARENT TESTA 6)	SUBUNIT: Interacts with Dihydroflavonol-4-reductase (TT3), chalcone synthase (TT4) and chalcone isomerase (TT5) to form a flavonoid enzyme complex. {ECO:0000269|PubMed:10536025}.
Q39230	[MISSING]	At5g27470 F21A20_180	Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	SUBUNIT: Homodimer. The tRNA molecule binds across the dimer (By similarity). {ECO:0000250}.
P30184	[MISSING]	LAP1 PM25 At2g24200 F27D4.11	Leucine aminopeptidase 1 (EC 3.4.11.1) (Leucyl aminopeptidase 1) (AtLAP1) (Proline aminopeptidase 1) (EC 3.4.11.5) (Prolyl aminopeptidase 1)	SUBUNIT: Homoexamer (dimer of homotrimers). {ECO:0000250|UniProtKB:Q10712}.
P20431	[MISSING]	AHA3 At5g57350 MJB24.16	ATPase 3, plasma membrane-type (EC 3.6.3.6) (Proton pump 3)	SUBUNIT: Binds to 14-3-3 proteins. The binding is induced by phosphorylation of Thr-948. Binding to 14-3-3 proteins activates the H(+)-ATPase.
Q94C12	[MISSING]	At3g18410 MYF24_12	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10-B	SUBUNIT: Complex I is composed of at least 49 different subunits.
Q9M7Z1	[MISSING]	BCE2 DIN3 LTA1 At3g06850 F3E22.1	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial (EC 2.3.1.168) (Branched-chain alpha-keto acid dehydrogenase complex component E2) (BCE2) (BCKAD-E2) (BCKADE2) (Dihydrolipoamide acetyltransferase component of branched-chain alpha-keto acid dehydrogenase complex) (Dihydrolipoamide branched chain transacylase) (Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase) (Protein DARK INDUCIBLE 3)	SUBUNIT: Forms a 24-polypeptide structural core with octahedral symmetry. {ECO:0000269|PubMed:10933498}.
Q8RX72	[MISSING]	LAP3 At4g30910 F6I18.180	Leucine aminopeptidase 3, chloroplastic (EC 3.4.11.1) (Leucyl aminopeptidase 3) (AtLAP3) (Proline aminopeptidase 3) (EC 3.4.11.5) (Prolyl aminopeptidase 3)	SUBUNIT: Homoexamer (dimer of homotrimers). {ECO:0000250|UniProtKB:Q10712}.
Q9SJ20	[MISSING]	RNR1 DPD2 At2g21790 F7D8.11	Ribonucleoside-diphosphate reductase large subunit (EC 1.17.4.1) (Protein DEFECTIVE IN POLLEN DNA DEGRADATION 2) (Ribonucleoside-diphosphate reductase R1 subunit) (AtRNR1)	SUBUNIT: Heterotetramer of two large/R1 and two small/R2 subunits. A radical transfer pathway may occur between 'Tyr-125' of protein R2 and R1. {ECO:0000269|PubMed:10542051}.
P20649	[MISSING]	AHA1 At2g18960 F19F24.16	ATPase 1, plasma membrane-type (EC 3.6.3.6) (Proton pump 1)	SUBUNIT: Binds to 14-3-3 proteins. The binding is induced by phosphorylation of Thr-948. Binding to 14-3-3 proteins activates the H(+)-ATPase (By similarity). Interacts with PPI1; this interaction promotes ATPase activity. Interacts with PSY1R (PubMed:25267325). Part of a functional complex containing PSKR1, BAK1, CNGC17, and AHA (PubMed:26071421). Interacts with CNGC17 and PSKR1 (PubMed:26071421). {ECO:0000250, ECO:0000269|PubMed:12182706, ECO:0000269|PubMed:16279950, ECO:0000269|PubMed:25267325, ECO:0000269|PubMed:26071421}.
Q9FX83	[MISSING]	At1g16700 F19K19.1	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8-B, mitochondrial (EC 1.6.5.3) (EC 1.6.99.3)	SUBUNIT: Complex I is composed of at least 49 different subunits. This is a component of the iron-sulfur (IP) fragment of the enzyme.
Q945M1	[MISSING]	CIB22 At4g34700 T4L20_280	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 (B22 subunit of eukaryotic mitochondrial complex I) (Complex I-B22) (AtCIB22) (CI-B22) (NADH-ubiquinone oxidoreductase B22 subunit)	SUBUNIT: Complex I is composed of at least 49 different subunits.
Q0WT72	[MISSING]	At4g23710	V-type proton ATPase subunit G	SUBUNIT: V-ATPase is a heteromultimeric enzyme composed of a peripheral catalytic V1 complex (components A to H) attached to an integral membrane V0 proton pore complex. {ECO:0000256|RuleBase:RU364019}.
Q9S750	[MISSING]	TK1A At3g07800 F17A17.14 MLP3.25	Thymidine kinase a (AtTK1a) (EC 2.7.1.21)	SUBUNIT: Monomer and dimer. Dimerization is stimulated by ATP. {ECO:0000269|PubMed:23351158}.
Q9FNB0	[MISSING]	CHLH ABAR CCH GUN5 RTL1 At5g13630 MSH12.9	Magnesium-chelatase subunit ChlH, chloroplastic (Mg-chelatase subunit H) (EC 6.6.1.1) (ABA-binding protein) (Mg-protoporphyrin IX chelatase subunit ChlH) (Protein CONDITIONAL CHLORINA) (Protein GENOMES UNCOUPLED 5) (Protein RAPID TRANSPIRATION IN DETACHED LEAVES 1)	SUBUNIT: The magnesium chelatase complex is a heterotrimer consisting of subunits CHLI, CHLD, AND CHLH. Interacts with GUN4, WRKY18, WRKY40, WRKY60, CHLI1 and CHLD. {ECO:0000269|PubMed:12574634, ECO:0000269|PubMed:20543028, ECO:0000269|PubMed:23011401}.
P14891	[MISSING]	HMG1 HMGR1 At1g76490 F14G6.9 F15M4.1	3-hydroxy-3-methylglutaryl-coenzyme A reductase 1 (AtHMGR1) (HMG-CoA reductase 1) (EC 1.1.1.34)	SUBUNIT: Interacts (via N-terminus) with B''ALPHA and B''BETA. {ECO:0000269|PubMed:21478440}.
O22287	[MISSING]	CYT1 EMB101 GMP1 HSN1 SOZ1 VTC1 At2g39770 T5I7.7	Mannose-1-phosphate guanylyltransferase 1 (EC 2.7.7.13) (GDP-mannose pyrophosphorylase 1) (Protein CYTOKINESIS DEFECTIVE 1) (Protein EMBRYO DEFECTIVE 101) (Protein HYPERSENSITIVE TO AMMONIUM ION 1) (Protein SENSITIVE TO OZONE 1) (Protein VITAMIN C DEFECTIVE 1)	SUBUNIT: Interacts in vitro with CSN5A and CSN5B, but in planta with CSN5B only, targeting CYT1 for degradation in the dark by the 26S proteasome. {ECO:0000269|PubMed:23424245}.
Q9C9Z5	[MISSING]	At3g08610 F17O14.8	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1	SUBUNIT: Complex I is composed of at least 49 different subunits.
Q6NLQ6	[MISSING]	CPK32 At3g57530 T8H10.130	Calcium-dependent protein kinase 32 (EC 2.7.11.1)	SUBUNIT: Interacts with ABF4 (PubMed:16299177). Interacts with CNGC18 (PubMed:24121288). {ECO:0000269|PubMed:16299177, ECO:0000269|PubMed:24121288}.
Q8W4S4	[MISSING]	VHA-a3 At4g39080 F19H22.180	V-type proton ATPase subunit a3 (V-ATPase subunit a3) (V-type proton ATPase 95 kDa subunit a isoform 3) (V-ATPase 95 kDa isoform a3) (Vacuolar H(+)-ATPase subunit a isoform 3) (Vacuolar proton pump subunit a3) (Vacuolar proton translocating ATPase 95 kDa subunit a isoform 3)	SUBUNIT: V-ATPase is a heteromultimeric enzyme composed of a peripheral catalytic V1 complex (components A to H) attached to an integral membrane V0 proton pore complex (components: a, c, c'', d and e). {ECO:0000250}.
Q9C522	[MISSING]	ACLB-1 At3g06650 F5E6.2 T8E24.7	ATP-citrate synthase beta chain protein 1 (ATP-citrate synthase B-1) (EC 2.3.3.8) (ATP-citrate lyase B-1) (Citrate cleavage enzyme B-1)	SUBUNIT: Heterooctamer of 4 alpha and 4 beta chains. {ECO:0000250}.
Q9LPL5	[MISSING]	At1g21400 F24J8.4	2-oxoisovalerate dehydrogenase subunit alpha 1, mitochondrial (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain) (BCKDE1A) (BCKDH E1-alpha)	SUBUNIT: Heterotetramer of alpha and beta chains. {ECO:0000250}.
F4J6I5	[MISSING]	COQ6 At3g24200	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial (EC 1.14.13.-)	SUBUNIT: Component of a multi-subunit COQ enzyme complex. {ECO:0000256|HAMAP-Rule:MF_03193}.
O48946	[MISSING]	CESA1 RSW1 At4g32410 F8B4.110	Cellulose synthase A catalytic subunit 1 [UDP-forming] (AtCesA1) (EC 2.4.1.12) (Protein RADIALLY SWOLLEN 1) (AtRSW1)	SUBUNIT: Interacts with CESA3 and CESA6. Assembly with CESA3 and CESA6 is required for functional complex in primary cell wall cellulose synthesis. Interacts with STL1 and STL2, but not with GOT1 (PubMed:27277162). Binds to CSI1 (PubMed:20616083). {ECO:0000269|PubMed:17878302, ECO:0000269|PubMed:17878303, ECO:0000269|PubMed:20616083, ECO:0000269|PubMed:27277162}.
O80575	[MISSING]	At2g44050 F6E13.18	6,7-dimethyl-8-ribityllumazine synthase, chloroplastic (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)	SUBUNIT: Oligomer forming an icosahedral capsid. {ECO:0000305}.
