ENTRY	GENE NAME	NAME	LOCATION
A0A178UED3	At5g22840 AXX17_At5g22310	Uncharacterized protein	Cytoplasm
F4KGS3	ASN3 asparagine synthetase 3 At5g10240 F18D22.10 F18D22_10	Asparagine synthetase 3	Cytoplasm
Q56WW5	At3g04120	Glyceraldehyde-3-phosphate dehydrogenase C subunit (Fragment)	Cytoplasm
Q9M1B9	At3g59480 T16L24.30	Probable fructokinase-4 (EC 2.7.1.4)	Cytoplasm
Q56YX1	At2g15620	Ferredoxin--nitrite reductase	Cytoplasm
F4HSX1	APT1 ATAPT1 At1g27450 F17L21.24 F17L21_24	Adenine phosphoribosyl transferase 1	Cytoplasm
Q9FLU8	BGLU32 At5g24550 K18P6.8	Beta-glucosidase 32 (AtBGLU32) (EC 3.2.1.21)	Cytoplasm
F4JAB9	At3g47050	Glycosyl hydrolase family protein	Cytoplasm
Q0WUI8	At5g54810	Tryptophan synthase (EC 4.2.1.20)	Cytoplasm
A0A1P8BFU4	SDH2-2 MNF13.170 MNF13_170 succinate dehydrogenase 2-2 At5g40650	Succinate dehydrogenase 2-2	Cytoplasm
A0A1P8AV65	RECQL2 ARABIDOPSIS THALIANA RECQ 2 ATRECQ2 MED34 RECQ helicase L2 At1g31360 T19E23.16 T19E23_16	RECQ helicase L2	Cytoplasm
C0Z2A8	At1g20020	AT1G20020 protein	Cytoplasm
A0A1P8B428	At4g26010 F20B18.120 F20B18_120	Peroxidase superfamily protein	Cytoplasm
Q8L7F2	At2g33040	Mitochondrial F1-ATPase, gamma subunit (ATP3_ARATH)	Cytoplasm
O23391	dl3720w ''cytochrome P450 CYP705A2 cytochrome P450 family 705 polypeptide 2 polypeptide 2'' subfamily A At4g15350 Dl3720W FCAALL.274	Cytochrome P450 like protein (Cytochrome P450, family 705, subfamily A, polypeptide 2) (Putative cytochrome P450 protein)	Cytoplasm
B9DG31	At1g30820	CTP synthase (EC 6.3.4.2) (UTP--ammonia ligase)	Cytoplasm
A0A178VGR6	At3g02620 F16B3.25 F16B3_25	Plant stearoyl-acyl-carrier-protein desaturase family protein	Cytoplasm
B3H5Y8	GLDP1 AtGLDP1 At4g33010 F4I10.7	Glycine decarboxylase P-protein 1	Cytoplasm
A5YWW9	At2g42600	Phosphoenolpyruvate carboxylase (Fragment)	Cytoplasm
F4JTS3	At4g13710 F18A5.100 F18A5_100	Pectate lyase (EC 4.2.2.2)	Cytoplasm
Q56Z35	At5g57655	Xylose isomerase (EC 5.3.1.5) (Fragment)	Cytoplasm
F4JJ28	ABCD1 acetate non-utilizing 2 ACN2 AtABCD1 ATP-binding cassette D1 COMATOSE CTS PED3 peroxisomal ABC transporter 1 PEROXISOME DEFECTIVE 3 PXA1 At4g39850 T5J17.20 T5J17_20	Peroxisomal ABC transporter 1	Cytoplasm
Q56WY7	At4g34200	Phosphoglycerate dehydrogenase-like protein	Cytoplasm
A0A1P8B9P1	PAI2 MOP10.13 MOP10_13 At5g05590	Phosphoribosylanthranilate isomerase 2	Cytoplasm
A0A0B4ULR9	CAD5 AT4G34230	CAD5 (Fragment)	Cytoplasm
B9DFK6	At4g35090	Catalase (EC 1.11.1.6)	Cytoplasm
Q0WW11	At4g32770	Sucrose export defective 1	Cytoplasm
A0A1I9LM15	IPP2 IDI2 IPIAT1 At3g02780 F13E7.28 F13E7_28	Isopentenyl pyrophosphate:dimethylallyl pyrophosphate isomerase 2	Cytoplasm
Q9FN30	At5g53970 K19P17.14	Probable aminotransferase TAT2 (EC 2.6.1.-) (Tyrosine aminotransferase 2)	Cytoplasm
A8MS71	QPT At2g01350 F10A8.23 F10A8_23	Nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating])	Cytoplasm
Q9SCS3	At3g50520 T20E23.120	Phosphoglycerate mutase-like protein 4	Cytoplasm
F4I9T8	4CL3 4-COUMARATE:COA LIGASE 4-coumarate:CoA ligase 3 At1g65060 F16G16.6 F16G16_6	4-coumarate:CoA ligase 3	Cytoplasm
Q0WRN5	At2g01450	Mitogen-activated protein kinase (EC 2.7.11.24)	Cytoplasm
A0A1P8B4R4	ROT3 AP22.10 AP22_10 CYP90C1 ROTUNDIFOLIA 3 At4g36380	Cytochrome P450 superfamily protein	Cytoplasm
A8MR05	GUN5 ABA-BINDING PROTEIN ABAR CCH CCH1 CHLH CONDITIONAL CHLORINA GENOMES UNCOUPLED 5 H SUBUNIT OF MG-CHELATASE At5g13630 T6I14.12	Magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH)	Cytoplasm
A0A178VCP7	At3g27180 AXX17_At3g29610	Uncharacterized protein	Cytoplasm
Q9FFP6	MBK5.16 MBK5_16 At5g63680	Pyruvate kinase (EC 2.7.1.40)	Cytoplasm
A0A1P8ATQ0	PRS2 At1g32380 F5D14.15 F5D14_15	Phosphoribosyl pyrophosphate (PRPP) synthase 2	Cytoplasm
A0A1P8AMY1	PSP 3-PHOSPHOSERINE PHOSPHATASE 3-phosphoserine phosphatase phosphoserine phosphatase 1 PSP1 At1g18640	3-phosphoserine phosphatase	Cytoplasm
C0Z371	At3g27380	AT3G27380 protein	Cytoplasm
Q9FZE1	UGD1 UGD4 At1g26570 T1K7.6	UDP-glucose 6-dehydrogenase 1 (UDP-Glc dehydrogenase 1) (UDP-GlcDH 1) (UDPGDH 1) (EC 1.1.1.22) (At-UGD1)	Cytoplasm
Q56Y55	At4g29010	AIM1 protein	Cytoplasm
B9DGQ1	At5g48230	AT5G48230 protein	Cytoplasm
Q0WT72	At4g23710	V-type proton ATPase subunit G	Cytoplasm
Q42396	CPK12 CDPK9 At5g23580 MQM1.15	Calcium-dependent protein kinase 12 (EC 2.7.11.1) (Calcium-dependent protein kinase isoform CDPK9) (AtCDPK9)	Cytoplasm
O81884	LGALDH At4g33670 T16L1.160	L-galactose dehydrogenase (At-GalDH) (L-GalDH) (EC 1.1.1.316)	Cytoplasm
Q56WN8	At1g61800	Similar to glucose-6-phosphate/phosphate-translocator (Fragment)	Cytoplasm
Q8RXR0	At1g60490	Putative phosphatidylinositol 3-kinase (Fragment)	Cytoplasm
Q9M057	F1I16_60 At3g55650	Pyruvate kinase (EC 2.7.1.40)	Cytoplasm
B9DFU6	At3g08590	AT3G08590 protein	Cytoplasm
Q9LIA8	UGD2 UGD At3g29360 MUO10.18 MUO10_6	UDP-glucose 6-dehydrogenase 2 (UDP-Glc dehydrogenase 2) (UDP-GlcDH 2) (UDPGDH 2) (EC 1.1.1.22) (At-UGD2)	Cytoplasm
Q9SSM2	At1g73050 F3N23.25	(R)-mandelonitrile lyase-like (EC 4.1.2.10) (Hydroxynitrile lyase-like) ((R)-oxynitrilase-like)	Cytoplasm
F4HU93	APX1 ASCORBATE PEROXIDASE ascorbate peroxidase 1 ATAPX01 ATAPX1 CS1 MEE6 At1g07890 F24B9.2 F24B9_2	Ascorbate peroxidase 1	Cytoplasm
Q94CE7	At4g15560	Putative DEF (CLA1) protein (Fragment)	Cytoplasm
A0A1I9LMP0	At3g55870	ADC synthase superfamily protein	Cytoplasm
O64692	GA2OX3 At2g34555 T31E10.11	Gibberellin 2-beta-dioxygenase 3 (EC 1.14.11.13) (GA 2-oxidase 3) (Gibberellin 2-beta-hydroxylase 3) (Gibberellin 2-oxidase 3)	Cytoplasm
A8MS34	DWF5 7-STEROL DELTA7 REDUCTASE 7RED DELTA5 DWARF 5 LE LEPIDA PA PARVA ST7R STEROL DELTA7 REDUCTASE At1g50430 F11F12.21 F11F12_21	Ergosterol biosynthesis ERG4/ERG24 family	Cytoplasm
Q56XD4	At1g01710	Acyl CoA thioesterase	Cytoplasm
A0A1I9LTC7	DXPS1 DXL1 DXS-like 1 DXS2 At3g21500	1-deoxy-D-xylulose 5-phosphate synthase 1	Cytoplasm
F4J4S1	THA2 threonine aldolase 2 At3g04520	Threonine aldolase 2	Cytoplasm
A0A1P8B0R3	MES3 ATMES3 methyl esterase 3 At2g23610 F26B6.26 F26B6_26	Methyl esterase 3	Cytoplasm
Q56Z44	At3g46100	Histidyl-tRNA synthetase (Fragment)	Cytoplasm
A0A1P8AM79	MNS3 alpha-mannosidase 3 At1g30000 T1P2.10 T1P2_10	Alpha-mannosidase 3	Cytoplasm
F4J4T3	At3g04600 F7O18.7 F7O18_7	Nucleotidylyl transferase superfamily protein	Cytoplasm
F4I9N7	SK42 ATSK42 shaggy-like kinase 42 At1g57870 F12K22.12 F12K22_12	Shaggy-like kinase 42	Cytoplasm
Q56ZD2	At5g17630	Glucose 6 phosphate/phosphate translocator-like protein (Fragment)	Cytoplasm
A8MQK3	mMDH2 At3g15020	Malate dehydrogenase (EC 1.1.1.37)	Cytoplasm
A0A1P8BEI1	PLDALPHA3 phospholipase D alpha 3 At5g25370 F18G18.110 F18G18_110	Phospholipase D alpha 3	Cytoplasm
B3H560	PMDH2 At5g09660 F17I14.150 F17I14_150	Malate dehydrogenase (EC 1.1.1.37)	Cytoplasm
F4JTR2	PIS2 At4g38570 F20M13.130 F20M13_130	CDP-diacylglycerol--inositol 3-phosphatidyltransferase (EC 2.7.8.11)	Cytoplasm
F4JGL5	NDB2 NAD(P)H dehydrogenase B2 At4g05020 C17L7.11	NAD(P)H dehydrogenase B2	Cytoplasm
Q9SUI2	PIP5K7 P5K2 At1g10900 T19D16.18	Phosphatidylinositol 4-phosphate 5-kinase 7 (AtPIP5K7) (EC 2.7.1.68) (1-phosphatidylinositol 4-phosphate kinase 7) (Diphosphoinositide kinase 7) (AtP5K2) (PtdIns(4)P-5-kinase 7)	Cytoplasm
F4J982	SRPK4 arg-rich protein kinase 4 ser At3g53030	Ser/arg-rich protein kinase 4	Cytoplasm
P93031	MUR1 GMD2 At3g51160 F24M12.200	GDP-mannose 4,6 dehydratase 2 (EC 4.2.1.47) (GDP-D-mannose dehydratase 2) (GMD 2)	Cytoplasm
F4IKL8	At2g29310 F16P2.31 F16P2_31	NAD(P)-binding Rossmann-fold superfamily protein	Cytoplasm
A0A1P8AN95	At1g27880 F28L5.4 F28L5_4	DEAD/DEAH box RNA helicase family protein	Cytoplasm
Q0WTE6	At1g63460	Glutathione peroxidase	Cytoplasm
Q84WB3	At5g57260	Putative cytochrome p450	Cytoplasm
Q9SLE0	At2g16790 T24I21.20 T24I21_20	Gluconokinase (EC 2.7.1.12)	Cytoplasm
Q570I3	At2g45290	Putative transketolase (Fragment)	Cytoplasm
Q56WU3	At3g58610	Ketol-acid reductoisomerase	Cytoplasm
Q9LSA9	At3g18680	Amino acid kinase family protein (Putative uridylate kinase)	Cytoplasm
A8MRI5	HISN6B ATHPA1 EMB2196 EMBRYO DEFECTIVE 2196 HISN6A HISTIDINE BIOSYNTHESIS 6A HISTIDINE BIOSYNTHESIS 6B HPA1 At1g71920 At5g10330 F17M19.7 F17M19_7 F18D22.100	HISTIDINE BIOSYNTHESIS 6B (Histidinol phosphate aminotransferase 1)	Cytoplasm
F4I8T3	CALS1 ATGSL06 ATGSL6 callose synthase 1 GLUCAN SYNTHASE-LIKE 6 GSL06 GSL6 At1g05570 F3F20.1 F3F20_1	Callose synthase 1	Cytoplasm
Q9FM01	UGD4 UGD1 At5g39320 K3K3.170	UDP-glucose 6-dehydrogenase 4 (UDP-Glc dehydrogenase 4) (UDP-GlcDH 4) (UDPGDH 4) (EC 1.1.1.22) (At-UGD4)	Cytoplasm
Q0WWL8	At4g37870	Phosphoenolpyruvate carboxykinase (ATP)-like protein	Cytoplasm
A0A178VDI5	At3g12670 AXX17_At3g12710	Emb2742	Cytoplasm
B9DF86	At1g04640	AT1G04640 protein (Fragment)	Cytoplasm
A0A1P8AUZ8	IMS1 2-ISOPROPYLMALATE SYNTHASE 1 2-isopropylmalate synthase 1 IPMS2 ISOPROPYLMALATE SYNTHASE 2 MAML-3 SOPROPYLMALATE SYNTHASE 2 At1g74040 F2P9.9 F2P9_9	2-isopropylmalate synthase 1	Cytoplasm
A0A1P8BGG9	MES5 AtHNL ATMES5 HNL HYDROXYNITRILE LYASE methyl esterase 5 At5g10300 F18D22.70 F18D22_70	Methyl esterase 5	Cytoplasm
B9DH36	GER2 At1g17890 F2H15.12 F2H15_12	AT1G17890 protein (NAD(P)-binding Rossmann-fold superfamily protein)	Cytoplasm
C0Z2T2	At2g47690	AT2G47690 protein	Cytoplasm
Q9FLZ3	SnRK1.3 MUL8.120 MUL8_120 At5g39440	Non-specific serine/threonine protein kinase (EC 2.7.11.1)	Cytoplasm
F4J849	MDAR1 ATMDAR1 At3g52880	Monodehydroascorbate reductase 1	Cytoplasm
Q570A6	At1g77740	Putative phosphatidylinositol-4-phosphate-5-kinase (Fragment)	Cytoplasm
Q9LSU6	SAMDC3 At3g25570 MWL2.23	S-adenosylmethionine decarboxylase proenzyme 3 (AdoMetDC3) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase 1 alpha chain; S-adenosylmethionine decarboxylase 1 beta chain]	Cytoplasm
Q9FXK1	At1g24807 F5A9.17 F5A9_17	F5A9.17 (Glutamine amidotransferase type 1 family protein)	Cytoplasm
Q9XGZ2	T1N24.22 LRR-RLK At5g25930 F18A17.4	Kinase family with leucine-rich repeat domain-containing protein (Leucine-rich repeat receptor-like protein kinase) (Putative receptor protein kinase) (T1N24.22 protein)	Cytoplasm
A0A1P8AUN1	At1g76400 F15M4.10 F15M4_10	Ribophorin I	Cytoplasm
A0A1P8BF72	CYP81D1 CYP91A1 cytochrome P450 cytochrome p450 81d1 CYTOCHROME P450 91A1 CYTOCHROME P450 MONOOXYGENASE family 81 polypeptide 1 subfamily D At5g36220 T30G6.3 T30G6_3	Cytochrome p450 81d1	Cytoplasm
F4HXD2	ALDH10A8 aldehyde dehydrogenase 10A8 At1g74920 F25A4.11 F25A4_11	Aldehyde dehydrogenase 10A8	Cytoplasm
Q9LV77	ASN2 At5g65010 MXK3.25	Asparagine synthetase [glutamine-hydrolyzing] 2 (EC 6.3.5.4) (Glutamine-dependent asparagine synthetase 2)	Cytoplasm
A0A1I9LPQ1	NS2 ASPARAGINYL-TRNA SYNTHETASE 2 asparaginyl-tRNA synthetase 2 ATNS2 SYNC2 SYNC2_ARATH SYNTHETASE C2 At3g07420	Asparaginyl-tRNA synthetase 2	Cytoplasm
Q8LF80	CDKB2-1 At1g76540 F14G6.14	Cyclin-dependent kinase B2-1 (CDKB2;1) (EC 2.7.11.22) (EC 2.7.11.23)	Cytoplasm
F4IBT7	GGH2 ATGGH2 gamma-glutamyl hydrolase 2 At1g78680	Gamma-glutamyl hydrolase 2	Cytoplasm
A0A1P8BEJ4	At5g09300 T5E8.100 T5E8_100	Thiamin diphosphate-binding fold (THDP-binding) superfamily protein	Cytoplasm
A0A1P8AXC2	CCT1 ATCCT1 At2g32260 T32F6.22 T32F6_22	Phosphorylcholine cytidylyltransferase	Cytoplasm
F4JW33	SK2 ATSK2 shikimate kinase 2 At4g39540 F23K16.170 F23K16_170	Shikimate kinase 2	Cytoplasm
Q56Y26	At5g42590	Cytochrome P450	Cytoplasm
Q84TI2	At2g37690 F13M22.19 F13M22_19	Phosphoribosylaminoimidazole carboxylase like protein (Phosphoribosylaminoimidazole carboxylase, putative / AIR carboxylase) (Putative phosphoribosylaminoimidazole carboxylase)	Cytoplasm
A0A1P8B4J3	At4g04880 T4B21.20 T4B21_20	Adenosine/AMP deaminase family protein	Cytoplasm
Q8RWT5	At2g35040 F19I3.27 F19I3_27	AICARFT/IMPCHase bienzyme family protein (Putative phosphoribosylaminoimidazolecarboxamide formyltransferase)	Cytoplasm
B3H5Z2	At4g00520	Acyl-CoA thioesterase family protein	Cytoplasm
A0A0B4UMN9	SQD1 AT4G33030	SQD1 (Fragment)	Cytoplasm
B9DI26	At5g66190	Ferredoxin--NADP reductase (EC 1.18.1.2) (Fragment)	Cytoplasm
Q9LPM8	BCAT7 At1g50090 F2J10.5	Putative branched-chain-amino-acid aminotransferase 7 (Atbcat-7)	Cytoplasm
A0A1P8AQY2	TPS2 ATTPS2 synthase 2 trehalose-phosphatase At1g16980 F6I1.1 F6I1_1	Trehalose-6-phosphate synthase	Cytoplasm
F4JED5	At3g07270	GTP cyclohydrolase I	Cytoplasm
A0A1P8BCS9	KDTA AtKdtA KDO transferase A At5g03770 F17C15.190 F17C15_190	KDO transferase A	Cytoplasm
C0Z2R2	At4g30190	Plasma membrane ATPase (EC 3.6.3.6)	Cytoplasm
Q56Z45	At2g37040	Phenylalanine ammonia lyase (Fragment)	Cytoplasm
A0A1I9LLZ7	G6PD5 At3g27300	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	Cytoplasm
A0A1P8AZ43	BGLU28 beta glucosidase 28 At2g44460 F4I1.27	Beta glucosidase 28	Cytoplasm
F4KIN4	KPR PANE At5g34780 T3J11	Putative 2-dehydropantoate 2-reductase (EC 1.1.1.169) (Ketopantoate reductase) (KPA reductase)	Cytoplasm
A0A1P8ANL8	PAP3 ATPAP3 purple acid phosphatase 3 At1g14700 F10B6.10 F10B6_10	Purple acid phosphatase 3	Cytoplasm
F4K0T0	CPD CABBAGE 3 CBB3 CYP90 CYP90A CYP90A1 CYTOCHROME P450 CYTOCHROME P450 90A1 CYTOCHROME P450 MONOOXYGENASE DWARF 3 DWF3 MJJ3.9 MJJ3_9 At5g05690	Cytochrome P450 superfamily protein	Cytoplasm
A0A1P8B1N1	LOS2 cytosolic enolase ENO2 ENOC ENOLASE 2 At2g36530 F1O11.16 F1O11_16	Enolase	Cytoplasm
Q0WLD2	At5g18280	Apyrase (Fragment)	Cytoplasm
Q9FM97	MCD7.8 MCD7_8 At5g56350 At5g56350/MCD7.8	Pyruvate kinase (EC 2.7.1.40)	Cytoplasm
Q0WLI4	At4g30920	Leucyl aminopeptidase like protein (Fragment)	Cytoplasm
Q9M040	PDC4 At5g01320 T10O8.30	Pyruvate decarboxylase 4 (AtPDC4) (EC 4.1.1.1)	Cytoplasm
A0A1P8BHH7	RIBA3 AtRIBA3 homolog of ribA 3 MTH12.13 MTH12_13 At5g59750	Monofunctional riboflavin biosynthesis protein RIBA 3	Cytoplasm
A0A1P8BCV2	ACS acetyl-CoA synthetase At5g36880	Acetyl-CoA synthetase	Cytoplasm
F4IAT4	At1g24735 F5A9.20 F5A9_20	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	Cytoplasm
W8QP07	AT2G03210	Glycosyltransferase (Fragment)	Cytoplasm
Q0WWD3	At3g58730	Vacuolar-type H+-ATPase (V-ATPase) subunit D	Cytoplasm
B9DI51	At1g29900	AT1G29900 protein (Fragment)	Cytoplasm
F4K7T6	DXR MQB2.90 MQB2_90 PDE129 PIGMENT-DEFECTIVE EMBRYO 129 At5g62790	1-deoxy-D-xylulose 5-phosphate reductoisomerase	Cytoplasm
A0A1P8AN93	At1g63380 F2K11.24 F2K11_24	NAD(P)-binding Rossmann-fold superfamily protein	Cytoplasm
Q56YP2	PIP5K1 P5K1 At1g21980 F2E2.1	Phosphatidylinositol 4-phosphate 5-kinase 1 (AtPIP5K1) (EC 2.7.1.68) (1-phosphatidylinositol 4-phosphate kinase 1) (Diphosphoinositide kinase 1) (PtdIns(4)P-5-kinase 1)	Cytoplasm
A0A1P8BA57	CYP96A4 ''cytochrome P450 cytochrome P450 family 96 polypeptide 4 polypeptide 4'' subfamily A At5g52320 K24M7.5 K24M7_5	Cytochrome P450, family 96, subfamily A, polypeptide 4	Cytoplasm
W8Q3R5	AT1G22400	Glycosyltransferase (EC 2.4.1.-) (Fragment)	Cytoplasm
A0A1I9LP01	CPK13 At3g51850	Calcium-dependent protein kinase 13	Cytoplasm
A0A1P8B8S7	FBA7 AtFBA7 At4g26520 M3E9.50 M3E9_50	Aldolase superfamily protein	Cytoplasm
Q9ZW13	At2g29290 F16P2.33	Tropinone reductase homolog At2g29290 (EC 1.1.1.-)	Cytoplasm
A0A1P8B7Z0	PSD1 At4g16700 Dl4375c FCAALL.4	Phosphatidylserine decarboxylase 1	Cytoplasm
F4J5T2	LTA3 At3g52200	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-)	Cytoplasm
Q9SHG0	TPS3 At1g17000 F20D23.30	Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 3 (EC 2.4.1.15) (Trehalose-6-phosphate synthase 3) (AtTPS3)	Cytoplasm
F4JGW8	CPK23 ATCPK23 At4g04740 T4B21.15 T4B21_15	Calcium-dependent protein kinase 23	Cytoplasm
B9DI66	At4g04640	AT4G04640 protein (Fragment)	Cytoplasm
Q93ZF2	At1g09780	Putative 2,3-bisphosphoglycerate-independent phosphoglycerate mutase	Cytoplasm
Q0WRU5	MRN17.8 MRN17_8 At5g22850	Eukaryotic aspartyl protease family protein (Protease-like protein)	Cytoplasm
Q9LDF5	At3g15290	3-hydroxyacyl-CoA dehydrogenase family protein (3-hydroxybutyryl-CoA dehydrogenase-like protein) (Putative 3-hydroxybutyryl-CoA dehydrogenase)	Cytoplasm
Q9LXL5	SUS4 At3g43190 F7K15_40	Sucrose synthase 4 (AtSUS4) (EC 2.4.1.13) (Sucrose-UDP glucosyltransferase 4)	Cytoplasm
Q9SYG7	ALDH7B4 At1g54100 F15I1.19	Aldehyde dehydrogenase family 7 member B4 (EC 1.2.1.3) (Antiquitin-1) (Turgor-responsive ALDH)	Cytoplasm
A0A1P8AZC9	PIP5K3 At2g26420 T9J22.9 T9J22_9	1-phosphatidylinositol-4-phosphate 5-kinase 3	Cytoplasm
Q0WW95	At2g43750	Cysteine synthase (EC 2.5.1.47)	Cytoplasm
Q56ZT3	At5g08280	Hydroxymethylbilane synthase	Cytoplasm
Q53YK5	At2g24580	Peroxisomal sarcosine/pipecolate oxidase (EC 1.5.3.1) (EC 1.5.3.7) (Putative sarcosine oxidase)	Cytoplasm
B5X574	PCK2 PEPCK At5g65690	At5g65690 (Phosphoenolpyruvate carboxykinase 2)	Cytoplasm
Q9M2Y8	ACS9 ETO3 At3g49700 T16K5.50	1-aminocyclopropane-1-carboxylate synthase 9 (ACC synthase 9) (EC 4.4.1.14) (Ethylene-overproduction protein 3) (S-adenosyl-L-methionine methylthioadenosine-lyase 9)	Cytoplasm
Q8LG98	At1g28120 F13K9.21	Ubiquitin thioesterase otubain-like (EC 3.4.19.12) (Deubiquitinating enzyme otubain-like) (Ubiquitin-specific-processing protease otubain-like)	Cytoplasm
C0Z306	At1g59900	AT1G59900 protein	Cytoplasm
Q56X34	At5g14780	Formate dehydrogenase	Cytoplasm
A0A178UPG9	At5g61410 AXX17_At5g60890	RPE	Cytoplasm
A0A1P8AVX3	EBS1 PRIORITY IN SWEET LIFE 2 PSL2 UGGT At1g71220 F3I17.13 F3I17_13	EMS-MUTAGENIZED BRI1 SUPPRESSOR 1	Cytoplasm
C0Z3H8	At4g13430	AT4G13430 protein	Cytoplasm
Q9LU02	BGLU13 At5g44640 K15C23.9	Beta-glucosidase 13 (AtBGLU13) (EC 3.2.1.21)	Cytoplasm
Q94K57	At5g12200	Putative dihydropyrimidinase	Cytoplasm
F4JBH8	HSD2 ATHSD2 HYDROXYSTEROID DEHYDROGENASE 2 hydroxysteroid dehydrogenase 2 At3g47350	Hydroxysteroid dehydrogenase 2	Cytoplasm
Q0WWW1	At1g29880	Glycyl-tRNA synthetase (Fragment)	Cytoplasm
Q0WWD6	At4g22880	AT4G22880 protein (Putative leucoanthocyanidin dioxygenase)	Cytoplasm
A0A1I9LM75	RAD54 ATRAD54 CHR25 homolog of RAD54 At3g19210	DNA repair/recombination protein	Cytoplasm
Q8RW90	AtFAH FAH fumarylacetoacetate hydrolase SSCD1 At1g12050 F12F1.8 F12F1_8	At1g12050/F12F1_8 (Fumarylacetoacetase)	Cytoplasm
Q0WLY8	At4g29130	Phosphotransferase (EC 2.7.1.-) (Fragment)	Cytoplasm
A0A1P8B0M1	THY-1 thymidylate synthase 1 At2g16370 F16F14.13 F16F14_13	Thymidylate synthase 1	Cytoplasm
