ENTRY	STOICHIOMETRY	GENE NAMES	PROTEIN NAME	UNIPROT NOTE
Q8XZ75	[MISSING]	pstS1 RSc1529	Phosphate-binding protein PstS	SUBUNIT: The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS). {ECO:0000256|PIRNR:PIRNR002756}.
Q8Y3C2	[MISSING]	gatC RSc0058 RS01881	Glutamyl-tRNA(Gln) amidotransferase subunit C (Glu-ADT subunit C) (EC 6.3.5.-)	SUBUNIT: Heterotrimer of A, B and C subunits. {ECO:0000255|HAMAP-Rule:MF_00122}.
Q8Y3C3	[MISSING]	gatA RSc0057 RS01880	Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7)	SUBUNIT: Heterotrimer of A, B and C subunits. {ECO:0000255|HAMAP-Rule:MF_00120}.
Q8Y2C6	[MISSING]	lptA RSc0410	Lipopolysaccharide export system protein LptA	SUBUNIT: Component of the lipopolysaccharide transport and assembly complex. {ECO:0000256|HAMAP-Rule:MF_01914}.
Q8XU99	[MISSING]	gcvH RSc3294 RS02523	Glycine cleavage system H protein	SUBUNIT: The glycine cleavage system is composed of four proteins: P, T, L and H. {ECO:0000255|HAMAP-Rule:MF_00272}.
Q8XVJ7	[MISSING]	argJ RSc2833 RS00272	Arginine biosynthesis bifunctional protein ArgJ [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase (EC 2.3.1.35) (Ornithine acetyltransferase) (OATase) (Ornithine transacetylase); Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGSase)]	SUBUNIT: Heterotetramer of two alpha and two beta chains. {ECO:0000255|HAMAP-Rule:MF_01106}.
Q8XU98	[MISSING]	gcvP RSc3295 RS02524	Glycine dehydrogenase (decarboxylating) (EC 1.4.4.2) (Glycine cleavage system P-protein) (Glycine decarboxylase) (Glycine dehydrogenase (aminomethyl-transferring))	SUBUNIT: The glycine cleavage system is composed of four proteins: P, T, L and H. {ECO:0000255|HAMAP-Rule:MF_00711}.
Q8XZ25	[MISSING]	pheS RSc1581 RS03943	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	SUBUNIT: Tetramer of two alpha and two beta subunits. {ECO:0000255|HAMAP-Rule:MF_00281}.
Q8XZ24	[MISSING]	pheT RSc1582 RS05825	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	SUBUNIT: Tetramer of two alpha and two beta subunits. {ECO:0000255|HAMAP-Rule:MF_00283}.
Q8XVW4	[MISSING]	tgt RSc2713 RS00008	Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	SUBUNIT: Homodimer. Within each dimer, one monomer is responsible for RNA recognition and catalysis, while the other monomer binds to the replacement base PreQ1. {ECO:0000255|HAMAP-Rule:MF_00168}.
Q8XU72	[MISSING]	atpF RSc3321	ATP synthase subunit b 1 (ATP synthase F(0) sector subunit b) (ATPase subunit I) (F-type ATPase subunit b) (F-ATPase subunit b)	SUBUNIT: F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains. {ECO:0000255|HAMAP-Rule:MF_01398}.
Q8XU75	[MISSING]	atpG RSc3318 RS02548	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c. {ECO:0000255|HAMAP-Rule:MF_00815}.
Q8XU12	[MISSING]	kdpA RSc3382 RS02656	Potassium-transporting ATPase potassium-binding subunit (ATP phosphohydrolase [potassium-transporting] A chain) (Potassium-binding and translocating subunit A) (Potassium-translocating ATPase A chain)	SUBUNIT: The system is composed of three essential subunits: KdpA, KdpB and KdpC. {ECO:0000255|HAMAP-Rule:MF_00275}.
Q8XU11	[MISSING]	kdpB RSc3383 RS02657	Potassium-transporting ATPase ATP-binding subunit (EC 3.6.3.12) (ATP phosphohydrolase [potassium-transporting] B chain) (Potassium-binding and translocating subunit B) (Potassium-translocating ATPase B chain)	SUBUNIT: The system is composed of three essential subunits: KdpA, KdpB and KdpC. {ECO:0000255|HAMAP-Rule:MF_00285}.
Q8XU10	[MISSING]	kdpC RSc3384 RS02658	Potassium-transporting ATPase KdpC subunit (ATP phosphohydrolase [potassium-transporting] C chain) (Potassium-binding and translocating subunit C) (Potassium-translocating ATPase C chain)	SUBUNIT: The system is composed of three essential subunits: KdpA, KdpB and KdpC. {ECO:0000255|HAMAP-Rule:MF_00276}.
Q8XVS2	[MISSING]	araG RSc2757	Arabinose import ATP-binding protein AraG (EC 3.6.3.17)	SUBUNIT: The complex is composed of two ATP-binding proteins (AraG), two transmembrane proteins (AraH) and a solute-binding protein (AraF). {ECO:0000255|HAMAP-Rule:MF_01721}.
Q8XZ05	[MISSING]	aceF RSc1601	Acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	SUBUNIT: Forms a 24-polypeptide structural core with octahedral symmetry. {ECO:0000256|RuleBase:RU361137}.
Q8XV90	[MISSING]	tatB RSc2941 RS00148	Sec-independent protein translocase protein TatB	SUBUNIT: The Tat system comprises two distinct complexes: a TatABC complex, containing multiple copies of TatA, TatB and TatC subunits, and a separate TatA complex, containing only TatA subunits. Substrates initially bind to the TatABC complex, which probably triggers association of the separate TatA complex to form the active translocon. {ECO:0000255|HAMAP-Rule:MF_00237}.
Q8XQC8	[MISSING]	speE1 speE2 RSp1306 RS05693	Polyamine aminopropyltransferase 1 (Putrescine aminopropyltransferase) (PAPT) (Spermidine synthase) (SPDS) (SPDSY) (EC 2.5.1.16)	SUBUNIT: Homodimer or homotetramer. {ECO:0000255|HAMAP-Rule:MF_00198}.
Q8XZX9	[MISSING]	ugpE RSc1266	sn-glycerol-3-phosphate transport system permease protein UgpE	SUBUNIT: The complex is composed of two ATP-binding proteins (UgpC), two transmembrane proteins (UgpA and UgpE) and a solute-binding protein (UgpB). {ECO:0000256|RuleBase:RU363056}.
Q8XXR1	[MISSING]	nuoK RSc2052	NADH-quinone oxidoreductase subunit K (EC 1.6.5.11) (NADH dehydrogenase I subunit K) (NDH-1 subunit K)	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex. {ECO:0000255|HAMAP-Rule:MF_01456}.
Q8XXW3	[MISSING]	prpB1 prpB RSc2000	2-methylisocitrate lyase (2-MIC) (MICL) (EC 4.1.3.30) ((2R,3S)-2-methylisocitrate lyase)	SUBUNIT: Homotetramer; dimer of dimers. {ECO:0000256|HAMAP-Rule:MF_01939}.
Q8XXT1	[MISSING]	ureC RSc2032 RS02789	Urease subunit alpha (EC 3.5.1.5) (Urea amidohydrolase subunit alpha)	SUBUNIT: Heterotrimer of UreA (gamma), UreB (beta) and UreC (alpha) subunits. Three heterotrimers associate to form the active enzyme. {ECO:0000255|HAMAP-Rule:MF_01953}.
Q8XSX4	[MISSING]	flgC RSp0343	Flagellar basal-body rod protein FlgC	SUBUNIT: The basal body constitutes a major portion of the flagellar organelle and consists of four rings (L,P,S, and M) mounted on a central rod. The rod consists of about 26 subunits of FlgG in the distal portion, and FlgB, FlgC and FlgF are thought to build up the proximal portion of the rod with about 6 subunits each. {ECO:0000256|RuleBase:RU362062}.
Q8XYM4	[MISSING]	RSc1734	Polyamine-transporting ATPase (EC 3.6.3.31)	SUBUNIT: The complex is composed of two ATP-binding proteins (PotA), two transmembrane proteins (PotB and PotC) and a solute-binding protein (PotD). {ECO:0000256|SAAS:SAAS00381452}.
Q8XRZ0	[MISSING]	hmgA RSp0691 RS01758	Homogentisate 1,2-dioxygenase (HGDO) (EC 1.13.11.5) (Homogentisate oxygenase) (Homogentisic acid oxidase) (Homogentisicase)	SUBUNIT: Hexamer; dimer of trimers. {ECO:0000255|HAMAP-Rule:MF_00334}.
Q8XSX0	[MISSING]	flgG RSp0347	Flagellar basal-body rod protein FlgF (Distal rod protein) (Flagellar basal-body rod protein FlgG)	SUBUNIT: The basal body constitutes a major portion of the flagellar organelle and consists of five rings (E,L,P,S, and M) mounted on a central rod. The rod consists of about 26 subunits of FlgG in the distal portion, and FlgB, FlgC and FlgF are thought to build up the proximal portion of the rod with about 6 subunits each. {ECO:0000256|RuleBase:RU362116}.; SUBUNIT: The basal body constitutes a major portion of the flagellar organelle and consists of four rings (L,P,S, and M) mounted on a central rod. The rod consists of about 26 subunits of FlgG in the distal portion, and FlgB, FlgC and FlgF are thought to build up the proximal portion of the rod with about 6 subunits each. {ECO:0000256|RuleBase:RU362116}.
Q8XXT0	[MISSING]	ureB RSc2033 RS02962	Urease subunit beta (EC 3.5.1.5) (Urea amidohydrolase subunit beta)	SUBUNIT: Heterotrimer of UreA (gamma), UreB (beta) and UreC (alpha) subunits. Three heterotrimers associate to form the active enzyme. {ECO:0000255|HAMAP-Rule:MF_01954}.
Q8XSX1	[MISSING]	flgF RSp0346	Flagellar basal-body rod protein FlgF	SUBUNIT: The basal body constitutes a major portion of the flagellar organelle and consists of five rings (E,L,P,S, and M) mounted on a central rod. The rod consists of about 26 subunits of FlgG in the distal portion, and FlgB, FlgC and FlgF are thought to build up the proximal portion of the rod with about 6 subunits each. {ECO:0000256|RuleBase:RU362116}.
Q8XU73	[MISSING]	atpH RSc3320	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta) (F-ATPase subunit delta)	SUBUNIT: F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains. {ECO:0000255|HAMAP-Rule:MF_01416}.
Q8XU83	[MISSING]	pstS2 RSc3310	Phosphate-binding protein PstS	SUBUNIT: The complex is composed of two ATP-binding proteins (PstB), two transmembrane proteins (PstC and PstA) and a solute-binding protein (PstS). {ECO:0000256|PIRNR:PIRNR002756}.
Q8XXR4	[MISSING]	nuoN RSc2049	NADH-quinone oxidoreductase subunit N (EC 1.6.5.11) (NADH dehydrogenase I subunit N) (NDH-1 subunit N)	SUBUNIT: NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex. {ECO:0000256|HAMAP-Rule:MF_00445}.
Q8XZR3	[MISSING]	moaE RSc1332 RS02854	Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (MPT synthase subunit 2) (Molybdenum cofactor biosynthesis protein E) (Molybdopterin-converting factor large subunit) (Molybdopterin-converting factor subunit 2)	SUBUNIT: Heterotetramer of 2 MoaD subunits and 2 MoaE subunits. Also stable as homodimer. The enzyme changes between these two forms during catalysis (By similarity). {ECO:0000250}.
Q8XZP8	[MISSING]	cysA RSc1347 RS02870	Sulfate/thiosulfate import ATP-binding protein CysA (EC 3.6.3.25) (Sulfate-transporting ATPase)	SUBUNIT: The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP). {ECO:0000255|HAMAP-Rule:MF_01701}.
Q8XZY7	[MISSING]	glnA1 RSc1258	Glutamine synthetase (EC 6.3.1.2)	SUBUNIT: Oligomer of 12 subunits arranged in the form of two hexagons. {ECO:0000256|RuleBase:RU000387}.
Q8Y0K4	[MISSING]	moaA RSc1039 RS04211	GTP 3',8-cyclase (EC 4.1.99.22) (Molybdenum cofactor biosynthesis protein A)	SUBUNIT: Monomer and homodimer. {ECO:0000255|HAMAP-Rule:MF_01225}.
Q8Y0M4	[MISSING]	iscS RSc1019	Cysteine desulfurase IscS (EC 2.8.1.7)	SUBUNIT: Forms a heterotetramer with IscU, interacts with other sulfur acceptors. {ECO:0000256|SAAS:SAAS00639091}.
Q8XV91	[MISSING]	tatC RSc2940	Sec-independent protein translocase protein TatC	SUBUNIT: The Tat system comprises two distinct complexes: a TatABC complex, containing multiple copies of TatA, TatB and TatC subunits, and a separate TatA complex, containing only TatA subunits. Substrates initially bind to the TatABC complex, which probably triggers association of the separate TatA complex to form the active translocon. {ECO:0000256|HAMAP-Rule:MF_00902}.
Q8XU74	[MISSING]	atpA RSc3319 RS02549	ATP synthase subunit alpha (EC 3.6.3.14) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains. {ECO:0000255|HAMAP-Rule:MF_01346}.
