ENTRY	CHEBI	NAME	STOICHIOMETRY	UNIPROT ANNOTATION
Q38970	CHEBI:57586	biotin	1	 Name=biotin; Xref=ChEBI:CHEBI:57586; Evidence={ECO:0000250}; ; 
Q38970	CHEBI:18420	Mg(2+)	2	Binds 2 magnesium or manganese ions per subunit. {ECO:0000250};
Q38970	CHEBI:29035	Mn(2+)	0	Binds 2 magnesium or manganese ions per subunit. {ECO:0000250};
P93832	CHEBI:18420	Mg(2+)	1	Binds 1 Mg(2+) or Mn(2+) ion per subunit. {ECO:0000250};
P93832	CHEBI:29035	Mn(2+)	0	Binds 1 Mg(2+) or Mn(2+) ion per subunit. {ECO:0000250};
Q9SIY3	CHEBI:18420	Mg(2+)	1	PPPase is active in the presence of Mg(2+) ions, while no activity is observed in the presence of manganese ions. {ECO:0000269|PubMed:24004165};; 
Q9SIY3	CHEBI:18420	Mg(2+)	1	ATPase occurs in the presence of Mg(2+) ions as well as Mn(2+) and Co(2+) ions. {ECO:0000269|PubMed:24004165};
Q9SIY3	CHEBI:29035	Mn(2+)	0	ATPase occurs in the presence of Mg(2+) ions as well as Mn(2+) and Co(2+) ions. {ECO:0000269|PubMed:24004165};
Q9SIY3	CHEBI:48828	Co(2+)	0	ATPase occurs in the presence of Mg(2+) ions as well as Mn(2+) and Co(2+) ions. {ECO:0000269|PubMed:24004165};
Q9LUT2	CHEBI:29035	Mn(2+)	2	Binds 2 divalent ions per subunit. The metal ions interact primarily with the substrate (By similarity). Can utilize magnesium, manganese or cobalt (in vitro) (By similarity). {ECO:0000250|UniProtKB:P13444, ECO:0000250|UniProtKB:Q96551};; 
Q9LUT2	CHEBI:18420	Mg(2+)	0	Binds 2 divalent ions per subunit. The metal ions interact primarily with the substrate (By similarity). Can utilize magnesium, manganese or cobalt (in vitro) (By similarity). {ECO:0000250|UniProtKB:P13444, ECO:0000250|UniProtKB:Q96551};; 
Q9LUT2	CHEBI:48828	Co(2+)	0	Binds 2 divalent ions per subunit. The metal ions interact primarily with the substrate (By similarity). Can utilize magnesium, manganese or cobalt (in vitro) (By similarity). {ECO:0000250|UniProtKB:P13444, ECO:0000250|UniProtKB:Q96551};; 
Q9LUT2	CHEBI:29103	K(+)	1	Binds 1 potassium ion per subunit. The potassium ion interacts primarily with the substrate (By similarity). {ECO:0000250|UniProtKB:P13444};
Q9M2B9	CHEBI:79027	L-topaquinone	1	Contains 1 topaquinone per subunit. {ECO:0000256|RuleBase:RU000672};; 
Q9M2B9	CHEBI:23378	Cu cation	0	Contains 1 topaquinone per subunit. {ECO:0000256|RuleBase:RU000672};; 
Q9M2B9	CHEBI:79027	L-topaquinone	1	Contains 1 topaquinone per subunit. {ECO:0000256|PIRSR:PIRSR600269-51};
Q9LUM0	CHEBI:18420	Mg(2+)	1	 Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250}; 
Q9LUM0	CHEBI:29035	Mn(2+)	0	 Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250}; 
Q9SEE5	CHEBI:18420	Mg(2+)	1	Magnesium. Can also use other divalent cations like manganese or calcium. {ECO:0000269|PubMed:19509290};
Q9SEE5	CHEBI:29035	Mn(2+)	0	Magnesium. Can also use other divalent cations like manganese or calcium. {ECO:0000269|PubMed:19509290};
Q9SEE5	CHEBI:29108	Ca(2+)	0	Magnesium. Can also use other divalent cations like manganese or calcium. {ECO:0000269|PubMed:19509290};
Q8LBA6	CHEBI:18420	Mg(2+)	1	 Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000269|PubMed:10411624, ECO:0000269|PubMed:10809447}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000269|PubMed:10411624, ECO:0000269|PubMed:10809447}; 
Q8LBA6	CHEBI:29035	Mn(2+)	0	 Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000269|PubMed:10411624, ECO:0000269|PubMed:10809447}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000269|PubMed:10411624, ECO:0000269|PubMed:10809447}; 
Q9SSJ8	CHEBI:18420	Mg(2+)	1	 Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250}; 
Q9SSJ8	CHEBI:29035	Mn(2+)	0	 Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250}; 
Q9SLB1	CHEBI:79027	L-topaquinone	1	Contains 1 topaquinone per subunit. {ECO:0000256|RuleBase:RU000672};; 
Q9SLB1	CHEBI:23378	Cu cation	0	Contains 1 topaquinone per subunit. {ECO:0000256|RuleBase:RU000672};; 
Q9SLB1	CHEBI:79027	L-topaquinone	1	Contains 1 topaquinone per subunit. {ECO:0000256|PIRSR:PIRSR600269-51};
Q9FNH4	CHEBI:18420	Mg(2+)	1	 Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250}; 
Q9FNH4	CHEBI:29035	Mn(2+)	0	 Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250}; 
Q9SJC4	CHEBI:18420	Mg(2+)	1	 Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250}; 
Q9SJC4	CHEBI:29035	Mn(2+)	0	 Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250}; 
Q9M9W8	[MISSING]	[MISSING]	1	Does not require Ca(2+) or any other cation for activity. {ECO:0000269|PubMed:11891260};
Q9SJL8	CHEBI:29035	Mn(2+)	2	Binds 2 divalent ions per subunit. The metal ions interact primarily with the substrate (By similarity). Can utilize magnesium, manganese or cobalt (in vitro) (By similarity). {ECO:0000250|UniProtKB:P13444, ECO:0000250|UniProtKB:Q96551};; 
Q9SJL8	CHEBI:18420	Mg(2+)	0	Binds 2 divalent ions per subunit. The metal ions interact primarily with the substrate (By similarity). Can utilize magnesium, manganese or cobalt (in vitro) (By similarity). {ECO:0000250|UniProtKB:P13444, ECO:0000250|UniProtKB:Q96551};; 
Q9SJL8	CHEBI:48828	Co(2+)	0	Binds 2 divalent ions per subunit. The metal ions interact primarily with the substrate (By similarity). Can utilize magnesium, manganese or cobalt (in vitro) (By similarity). {ECO:0000250|UniProtKB:P13444, ECO:0000250|UniProtKB:Q96551};; 
Q9SJL8	CHEBI:29103	K(+)	1	Binds 1 potassium ion per subunit. The potassium ion interacts primarily with the substrate (By similarity). {ECO:0000250|UniProtKB:P13444};
B3H5Y0	[MISSING]	[MISSING]	1	Binds 1 [4Fe-4S] cluster per subunit. {ECO:0000256|RuleBase:RU361275};
O23349	CHEBI:79027	L-topaquinone	1	Contains 1 topaquinone per subunit. {ECO:0000250|UniProtKB:P46883};; 
O23349	CHEBI:23378	Cu cation	1	Binds 1 copper ion per subunit (By similarity). Can also use zinc ion as cofactor (By similarity). {ECO:0000250|UniProtKB:P12807, ECO:0000250|UniProtKB:P46883};; 
O23349	CHEBI:29105	Zn(2+)	0	Binds 1 copper ion per subunit (By similarity). Can also use zinc ion as cofactor (By similarity). {ECO:0000250|UniProtKB:P12807, ECO:0000250|UniProtKB:P46883};; 
O23349	CHEBI:29035	Mn(2+)	1	Binds 1 Mn(2+) ion per subunit. {ECO:0000250|UniProtKB:Q43077};
Q6NLQ7	CHEBI:18420	Mg(2+)	2	Binds 2 divalent metal cations per subunit. Magnesium or manganese. {ECO:0000250};
Q6NLQ7	CHEBI:29035	Mn(2+)	0	Binds 2 divalent metal cations per subunit. Magnesium or manganese. {ECO:0000250};
