ENTRY	STOICHIOMETRY	GENE NAMES	PROTEIN NAME	UNIPROT NOTE
Q9M8M7	1	WIN1 At1g80600 T21F11.7	Acetylornithine aminotransferase, chloroplastic/mitochondrial (ACOAT) (EC 2.6.1.11) (Acetylornithine transaminase) (AOTA) (Protein HOPW1-1-INTERACTING 1)	SUBUNIT: Interacts with the P.syringae pv. maculicola effector HopW1-1 (via C-terminus). {ECO:0000269|PubMed:18266921}.
Q9SQG2	1	APY1 At3g04080 T6K12.30	Apyrase 1 (AtAPY1) (EC 3.6.1.5) (ATP-diphosphatase) (ATP-diphosphohydrolase) (Adenosine diphosphatase) (ADPase) (NTPDase) (Nucleoside triphosphate diphosphohydrolase 1)	[MISSING]
Q56ZW5	1	At1g65930	NADP specific isocitrate dehydrogenase like protein (Fragment)	[MISSING]
Q9LEU8	1	At5g10920 T30N20.190	Argininosuccinate lyase, chloroplastic (EC 4.3.2.1) (Arginosuccinase)	[MISSING]
C0Z354	1	At3g01120	AT3G01120 protein	[MISSING]
W8PUR4	1	AT3G46970	Alpha-1,4 glucan phosphorylase (EC 2.4.1.1) (Fragment)	[MISSING]
Q9LXC9	1	PPA6 PPA At5g09650 F17I14.160	Soluble inorganic pyrophosphatase 6, chloroplastic (EC 3.6.1.1) (Inorganic pyrophosphatase 6) (Pyrophosphate phospho-hydrolase 6) (PPase 6)	[MISSING]
B9DHM5	1	At4g15530	Pyruvate, phosphate dikinase (EC 2.7.9.1)	[MISSING]
P32746	1	PYRD At5g23300 MKD15.16	Dihydroorotate dehydrogenase (quinone), mitochondrial (DHOdehase) (EC 1.3.5.2) (Dihydroorotate oxidase)	[MISSING]
A0A1P8ANC0	1	HPR ATHPR1 hydroxypyruvate reductase At1g68010	Hydroxypyruvate reductase	[MISSING]
F4IMR0	1	EMB3147 EMBRYO DEFECTIVE 3147 At2g30200 T27E13.6 T27E13_6	EMBRYO DEFECTIVE 3147	[MISSING]
A0A1P8B108	1	At2g19940 F6F22.3 F6F22_3	N-acetyl-gamma-glutamyl-phosphate reductase (Putative N-acetyl-gamma-glutamyl-phosphate reductase)	[MISSING]
B3H778	1	At4g24830 F6I7.40 F6I7_40	Arginosuccinate synthase family	[MISSING]
Q9LMR3	1	TYRAAT2 At1g15710 F7H2.5	Arogenate dehydrogenase 2, chloroplastic (EC 1.3.1.78) (TyrAAT2)	[MISSING]
P38025	1	PUR7 At3g21110 MSA6.15 MSA6.26	Phosphoribosylaminoimidazole-succinocarboxamide synthase, chloroplastic (EC 6.3.2.6) (SAICAR synthetase)	[MISSING]
C0Z2T9	1	At2g36230	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase, chloroplastic (EC 5.3.1.16) (5-proFAR isomerase) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase)	[MISSING]
Q570B9	1	At2g24270	Putative NADP-dependent glyceraldehyde-3-phosphate dehydrogenase (Fragment)	[MISSING]
Q8L7R2	1	HSK DMR1 At2g17265 F5J6.24	Homoserine kinase (EC 2.7.1.39) (Protein DOWNY MILDEW RESISTANT 1)	[MISSING]
P52422	1	PUR3 At1g31220 F28K20.18	Phosphoribosylglycinamide formyltransferase, chloroplastic (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)	[MISSING]
A0A1P8BDR1	1	FUM2 FUMARASE 2 At5g50950 K3K7.11 K3K7_11	FUMARASE 2	[MISSING]
C0Z349	1	At5g14780	AT5G14780 protein	[MISSING]
A0A1P8AMB3	1	At1g80380 F5I6.13 F5I6_13	p-loop containing nucleoside triphosphate hydrolases superfamily protein	[MISSING]
Q0WM10	1	At5g58330	NADP-dependent malate dehydrogenase (Fragment)	[MISSING]
Q8RWT5	1	At2g35040 F19I3.27 F19I3_27	AICARFT/IMPCHase bienzyme family protein (Putative phosphoribosylaminoimidazolecarboxamide formyltransferase)	[MISSING]
Q56YX1	1	At2g15620	Ferredoxin--nitrite reductase	[MISSING]
Q570G7	1	At1g74260	Putative phosphoribosylformylglycinamidine synthase (Fragment)	[MISSING]
A0A2H1ZEA9	1	At1g11860 F12F1.30 F12F1_30	Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein)	SUBUNIT: The glycine cleavage system is composed of four proteins: P, T, L and H. {ECO:0000256|RuleBase:RU003981}.
Q9LFG2	1	DAPF At3g53580 F4P12.280	Diaminopimelate epimerase, chloroplastic (DAP epimerase) (EC 5.1.1.7)	[MISSING]
Q02166	1	PAT1 At5g17990 MCM23.6	Anthranilate phosphoribosyltransferase, chloroplastic (EC 2.4.2.18)	[MISSING]
Q9LQK9	1	IDH4 At1g32480 F5D14.26	Putative isocitrate dehydrogenase [NAD] subunit-like 4 (IDH-IV) (Isocitric dehydrogenase-like protein 4) (NAD(+)-specific ICDH 4)	[MISSING]
A0A1P8AW38	1	At1g51720 F19C24.7 F19C24_7	Amino acid dehydrogenase family protein	[MISSING]
A0A1P8BCV2	1	ACS acetyl-CoA synthetase At5g36880	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	[MISSING]
F4K884	1	P5CR AT-P5C1 AT-P5R EMB2772 EMBRYO DEFECTIVE 2772 At5g14800 T9L3.100 T9L3_100	Pyrroline-5-carboxylate (P5C) reductase	[MISSING]
Q84TI2	1	At2g37690 F13M22.19 F13M22_19	Phosphoribosylaminoimidazole carboxylase like protein (Phosphoribosylaminoimidazole carboxylase, putative / AIR carboxylase) (Putative phosphoribosylaminoimidazole carboxylase)	[MISSING]
Q0WWE9	1	At3g21720	Isocitrate lyase	[MISSING]
A0A1P8AUE7	1	AT-IE HISN2 HISTIDINE BIOSYNTHESIS 2 At1g31860 F5M6.13 F5M6_13	Histidine biosynthesis bifunctional protein (HISIE)	[MISSING]
A0A1P8ASQ3	1	THA1 threonine aldolase 1 At1g08630 F22O13.11 F22O13_11	Threonine aldolase 1	[MISSING]
F4KJ62	1	ZEU1 ATTMPK.1 ATTMPK.2 ZEUS1 At5g59440 F2O15.12 F2O15_12	P-loop containing nucleoside triphosphate hydrolases superfamily protein	[MISSING]
Q8VZC3	1	ALDH12A1 P5CDH At5g62530 K19B1.14	Delta-1-pyrroline-5-carboxylate dehydrogenase 12A1, mitochondrial (AtP5CDH) (P5C dehydrogenase) (EC 1.2.1.88) (Aldehyde dehydrogenase family 12 member A1) (L-glutamate gamma-semialdehyde dehydrogenase)	[MISSING]
Q56Z42	1	At5g03860	Malate synthase-like protein	[MISSING]
Q9S7J8	1	RAN1 HMA7 At5g44790 K23L20.14 T19K24.18	Copper-transporting ATPase RAN1 (EC 3.6.3.54) (Protein HEAVY METAL ATPASE 7) (Protein RESPONSIVE TO ANTAGONIST 1)	[MISSING]
Q9LPM8	1	BCAT7 At1g50090 F2J10.5	Putative branched-chain-amino-acid aminotransferase 7 (Atbcat-7)	[MISSING]
B9DGQ1	1	At5g48230	AT5G48230 protein	[MISSING]
C0Z3D4	1	At1g76490	AT1G76490 protein	[MISSING]
B9DI56	1	At3g47520	AT3G47520 protein (Fragment)	[MISSING]
Q9ZPJ8	1	AMT1-2 At1g64780 F13O11.9	Ammonium transporter 1 member 2 (AtAMT1;2)	[MISSING]
B3H5Z2	1	At4g00520	Acyl-CoA thioesterase family protein	[MISSING]
Q56YS1	1	At2g32440	Putative cytochrome P450 (Fragment)	[MISSING]
O23171	1	MES9 At4g37150 AP22.78 C7A10.210	Methylesterase 9 (AtMES9) (EC 3.1.1.-)	[MISSING]
Q0WTF4	1	CYP81F3 At4g37400 F6G17.50	Cytochrome P450 81F3 (EC 1.14.-.-)	[MISSING]
A0A1I9LS30	1	HA7 AHA7 H(+)-ATPase 7 At3g60330 T8B10.1	Plasma membrane ATPase (EC 3.6.3.6)	[MISSING]
Q681L2	1	At5g25130	Cytochrome P450-like protein (Fragment)	[MISSING]
Q8LPI7	1	CKL4 At4g28860 F16A16.30	Casein kinase 1-like protein 4 (EC 2.7.11.1) (Protein CASEIN KINASE I-LIKE 4) (CK1.4)	[MISSING]
A8MQK3	1	mMDH2 At3g15020	Malate dehydrogenase (EC 1.1.1.37)	[MISSING]
F4HYE4	1	FANCM At-FANCM At1g35530 F15O4.40	DEAD/DEAH box RNA helicase family protein	[MISSING]
O82730	1	MGD2 MGDB At5g20410 F5O24.300 F7C8	Monogalactosyldiacylglycerol synthase 2, chloroplastic (AtMGD2) (EC 2.4.1.46) (MGDG synthase type B)	[MISSING]
Q56ZT4	1	At5g48300	ADPG pyrophosphorylase small subunit	[MISSING]
F4HST9	1	OPCL1 OPC-8:0 CoA ligase1 At1g20510 F5M15.17 F5M15_17	OPC-8:0 CoA ligase1	[MISSING]
P52577	1	At1g75280 F22H5.17	Isoflavone reductase homolog P3 (EC 1.3.1.-)	[MISSING]
F4JN38	1	CST CAST AWAY CONNEXIN 32 CX32 Kin4 kinase 4 At4g35600 F8D20.110 F8D20_110	Protein kinase superfamily protein	[MISSING]
Q9ZUC2	1	BCA3 At1g23730 F5O8.28	Beta carbonic anhydrase 3 (AtbCA3) (AtbetaCA3) (EC 4.2.1.1) (Beta carbonate dehydratase 3)	[MISSING]
A8MS34	1	DWF5 7-STEROL DELTA7 REDUCTASE 7RED DELTA5 DWARF 5 LE LEPIDA PA PARVA ST7R STEROL DELTA7 REDUCTASE At1g50430 F11F12.21 F11F12_21	Ergosterol biosynthesis ERG4/ERG24 family	[MISSING]
P42043	1	FC1 FC-I HEM15 At5g26030 T1N24.17	Ferrochelatase-1, chloroplastic/mitochondrial (AtFC1) (EC 4.99.1.1) (Ferrochelatase-I) (AtFC-I) (Heme synthase 1) (Protoheme ferro-lyase 1)	[MISSING]
F4JTL3	1	CPK26 ATCPK26 At4g38230 F20D10.350 F20D10_350	Calcium-dependent protein kinase 26	[MISSING]
Q8GWF7	1	At2g30750	Putative cytochrome P450	[MISSING]
B9DH02	1	At5g07440	AT5G07440 protein (Fragment)	[MISSING]
Q3EC47	1	51141.TRNA-ILE-1 At2g07751	NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.-) (EC 1.6.5.3)	[MISSING]
A0A1P8B9K9	1	AMK2 adenosine monophosphate kinase MCA23.18 MCA23_18 At5g47840	Adenosine monophosphate kinase	[MISSING]
Q9SZT7	1	''cytochrome P450 CYP81D8 cytochrome P450 family 81 polypeptide 8 polypeptide 8'' subfamily D At4g37370 F6G17.20 F6G17_20	Cytochrome P450, family 81, subfamily D, polypeptide 8 (Cytochrome P450-like protein)	[MISSING]
Q94CE4	1	BCA4 CA4 At1g70410 F17O7.5	Beta carbonic anhydrase 4 (AtbCA4) (AtbetaCA4) (EC 4.2.1.1) (Beta carbonate dehydratase 4)	SUBUNIT: Interacts with DTX56. {ECO:0000269|PubMed:25599916}.
F4I5V8	1	ACLA-1 ATP-citrate lyase A-1 At1g10670 F20B24.11 F20B24_11	ATP-citrate lyase A-1	[MISSING]
Q9LW27	1	CYP71B15 PAD3 At3g26830 MDJ14.15	Bifunctional dihydrocamalexate synthase/camalexin synthase (EC 1.14.19.52) (Cytochrome P450 71B15) (Dihydrocamalexate:NADP(+) oxidoreductase (decarboxylating)) (Protein PHYTOALEXIN DEFICIENT 3)	[MISSING]
Q9SK66	1	At2g20360 F11A3.9	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial	SUBUNIT: Complex I is composed of at least 49 different subunits. This a component of the hydrophobic protein fraction.
Q0WLG9	1	At2g38380	Peroxidase (EC 1.11.1.7)	[MISSING]
Q0WRI9	1	At5g22840	Serine protein kinase like protein	[MISSING]
A0A1P8AN93	1	At1g63380 F2K11.24 F2K11_24	NAD(P)-binding Rossmann-fold superfamily protein	[MISSING]
O23141	1	ADC2 SPE2 At4g34710 T4L20.290	Arginine decarboxylase 2 (ADC 2) (ARGDC 2) (AtADC2) (EC 4.1.1.19) (ADC-N)	SUBUNIT: Homodimer and heterodimer with ADC1. {ECO:0000269|PubMed:28109885}.
Q9LSU6	1	SAMDC3 At3g25570 MWL2.23	S-adenosylmethionine decarboxylase proenzyme 3 (AdoMetDC3) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase 1 alpha chain; S-adenosylmethionine decarboxylase 1 beta chain]	[MISSING]
A0A1P8BBQ0	1	PMDH2 At5g09660 F17I14.150 F17I14_150	Peroxisomal NAD-malate dehydrogenase 2	[MISSING]
Q56WI8	1	At2g01350	Nicotinate-nucleotide pyrophosphorylase like protein	[MISSING]
Q56WQ7	1	At1g10070	Branched-chain amino acid aminotransferase-like protein	[MISSING]
Q9FK02	1	DIM1B At5g66360 K1L20.14	Ribosomal RNA small subunit methyltransferase, mitochondrial (EC 2.1.1.-) (18S mitochondrial rRNA (adenine(1914)-N(6)/adenine(1915)-N(6))-dimethyltransferase) (Adenosine dimethyl transferase 1B) (Dimethyladenosine transferase 1B)	[MISSING]
Q9ZW20	1	At2g29370 F16P2.25	Tropinone reductase homolog At2g29370 (EC 1.1.1.-)	[MISSING]
Q9LT69	1	PGDH3 3-PGDH At3g19480 MLD14.22	D-3-phosphoglycerate dehydrogenase 3, chloroplastic (EC 1.1.1.95)	[MISSING]
Q9FFW8	1	TSBtype2 MBB18.6 MBB18_6 At5g38530	Tryptophan synthase beta chain (Tryptophan synthase beta type 2)	[MISSING]
F4HUC4	1	ACA5 At1g08065 T6D22.30	Alpha carbonic anhydrase 5 (AtaCA5) (AtalphaCA5) (EC 4.2.1.1) (Alpha carbonate dehydratase 5)	[MISSING]
A0A1P8B9C5	1	APT5 At5g11160 F2I11.50 F2I11_50	Adenine phosphoribosyltransferase 5	[MISSING]
Q9SGG3	1	ALA5 At1g72700 F28P22.11	Probable phospholipid-transporting ATPase 5 (AtALA5) (EC 3.6.3.1) (Aminophospholipid flippase 5)	[MISSING]
Q0WW25	1	At5g04140	Ferredoxin-dependent glutamate synthase	[MISSING]
Q8RXD9	1	DPE2 At2g40840 T20B5.4	4-alpha-glucanotransferase DPE2 (EC 2.4.1.25) (Amylomaltase) (Disproportionating enzyme) (D-enzyme) (Protein DISPROPORTIONATING ENZYME 2)	[MISSING]
O23237	1	PER49 DIDI 6G-3B P49 At4g36430 AP22.54 C7A10.930	Peroxidase 49 (Atperox P49) (EC 1.11.1.7) (ATP31)	[MISSING]
Q9SID0	1	At2g31390 T28P16.12	Probable fructokinase-1 (EC 2.7.1.4)	[MISSING]
O82663	1	SDH1-1 At5g66760 MSN2.16	Succinate dehydrogenase [ubiquinone] flavoprotein subunit 1, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit 1 of complex II) (FP)	SUBUNIT: Component of complex II composed of eight subunits in plants: four classical SDH subunits SDH1, SDH2, SDH3 and SDH4 (a flavoprotein (FP), an iron-sulfur protein (IP), and a cytochrome b composed of a large and a small subunit.), as well as four subunits unknown in mitochondria from bacteria and heterotrophic eukaryotes. {ECO:0000269|PubMed:15604729}.
B9DHN8	1	At3g42050	AT3G42050 protein (Fragment)	[MISSING]
Q9FY87	1	At5g09280 T5E8.80 T5E8_80	Pectate lyase (EC 4.2.2.2)	[MISSING]
B9DH36	1	GER2 At1g17890 F2H15.12 F2H15_12	AT1G17890 protein (NAD(P)-binding Rossmann-fold superfamily protein)	[MISSING]
Q9FIN1	1	At5g24410 K16H17.12	Probable 6-phosphogluconolactonase 4 (6PGL 4) (EC 3.1.1.31)	[MISSING]
A0A1P8AMR3	1	HA9 AHA9 H(+)-ATPase 9 At1g80660 F23A5.1 F23A5_1	Plasma membrane ATPase (EC 3.6.3.6)	[MISSING]
A0A1P8B4R4	1	ROT3 AP22.10 AP22_10 CYP90C1 ROTUNDIFOLIA 3 At4g36380	Cytochrome P450 superfamily protein	[MISSING]
Q9M2U2	1	ECR AtTSC13 CER10 At3g55360 T22E16.20	Very-long-chain enoyl-CoA reductase (EC 1.3.1.93) (Enoyl-CoA reductase) (AtECR) (Protein ECERIFERUM 10) (Synaptic glycoprotein SC2-like protein)	SUBUNIT: Part of the fatty acid elongase complex which contains a beta-ketoacyl-CoA synthase (KCS), a beta-ketoacyl-CoA reductase (KCR), a beta-hydroxyacyl-CoA dehydratase (HCD) and an enoyl-CoA reductase (ECR). {ECO:0000305}.
Q39230	1	At5g27470 F21A20_180	Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	SUBUNIT: Homodimer. The tRNA molecule binds across the dimer (By similarity). {ECO:0000250}.
Q9M0S5	1	ISA3 At4g09020 F23J3.50	Isoamylase 3, chloroplastic (AtISA3) (EC 3.2.1.68)	[MISSING]
Q9M9M6	1	At3g03070 T17B22_24	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	SUBUNIT: Complex I is composed of at least 49 different subunits. This is a component of the iron-sulfur (IP) fragment of the enzyme.
Q8L7K9	1	NAD-ME2 At4g00570 F6N23.16	NAD-dependent malic enzyme 2, mitochondrial (AtNAD-ME2) (NAD-malic enzyme 2) (EC 1.1.1.39)	SUBUNIT: Homodimer. Heterodimer of two related subunits in NAD-MEH complex. Interacts with NAD-ME1. {ECO:0000269|PubMed:18223148, ECO:0000269|PubMed:20133948, ECO:0000269|PubMed:20528775}.
O80722	1	PME4 ARATH18 VGDH1 At2g47030 F14M4.14	Pectinesterase 4 (PE 4) (EC 3.1.1.11) (Pectin methylesterase 18) (AtPME18) (Pectin methylesterase 4) (AtPME4) (VANGUARD1-like protein 1) (VGD1-like protein 1)	[MISSING]
F4JML5	1	At4g16800 dl4425c	Probable enoyl-CoA hydratase 2, mitochondrial (EC 4.2.1.17)	[MISSING]
Q9FLH8	1	At5g51830 MIO24.3	Probable fructokinase-7 (EC 2.7.1.4)	[MISSING]
P19172	1	CHIB1 At5g24090 MZF18.2	Acidic endochitinase (EC 3.2.1.14)	[MISSING]
F4HU51	1	At1g01710 T1N6.10 T1N6.9 T1N6_10 T1N6_9	Acyl-CoA thioesterase II	[MISSING]
Q56ZH6	1	At4g29010	AIM1 protein (Fragment)	[MISSING]
Q9S750	1	TK1A At3g07800 F17A17.14 MLP3.25	Thymidine kinase a (AtTK1a) (EC 2.7.1.21)	SUBUNIT: Monomer and dimer. Dimerization is stimulated by ATP. {ECO:0000269|PubMed:23351158}.
O81884	1	LGALDH At4g33670 T16L1.160	L-galactose dehydrogenase (At-GalDH) (L-GalDH) (EC 1.1.1.316)	[MISSING]
Q9C723	1	At1g55090 T7N22.4	Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing]) (NAD(+) synthetase)	[MISSING]
Q9FX83	1	At1g16700 F19K19.1	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8-B, mitochondrial (EC 1.6.5.3) (EC 1.6.99.3)	SUBUNIT: Complex I is composed of at least 49 different subunits. This is a component of the iron-sulfur (IP) fragment of the enzyme.
O65785	1	CYP71B3 At3g26220 MTC11.13	Cytochrome P450 71B3 (EC 1.14.-.-)	[MISSING]
B3H725	1	HDS CHLOROPLAST BIOGENESIS 4 CLB4 CONSTITUTIVE SUBTILISIN 3 CSB3 GCPE ISPG MUP24.15 MUP24_15 At5g60600	4-hydroxy-3-methylbut-2-enyl diphosphate synthase	[MISSING]
Q56Z20	1	At2g20420	AT2G20420 protein (Succinyl-CoA ligase beta subunit) (Fragment)	[MISSING]
Q9C7W4	1	LACS3 At1g64400 F15H21.7	Long chain acyl-CoA synthetase 3 (EC 6.2.1.3)	[MISSING]
A0A1P8AUP9	1	emb1688 embryo defective 1688 At1g67440 T1F15.10 T1F15_10	Minichromosome maintenance (MCM2/3/5) family protein	[MISSING]
P0CZ23	1	ACX3 At1g06290 F9P14.15 F9P14_11 T2D23.1	Acyl-coenzyme A oxidase 3, peroxisomal (AOX 3) (Acyl-CoA oxidase 3) (EC 1.3.3.6) (Medium-chain acyl-CoA oxidase) (AtCX3)	[MISSING]
Q8VYA6	1	At4g37410	Cytochrome P450 monooxygenase-like protein (Fragment)	[MISSING]
Q8LG98	1	At1g28120 F13K9.21	Ubiquitin thioesterase otubain-like (EC 3.4.19.12) (Deubiquitinating enzyme otubain-like) (Ubiquitin-specific-processing protease otubain-like)	[MISSING]
P58049	1	CYP71B11 At5g25120 T11H3.130	Cytochrome P450 71B11 (EC 1.14.-.-)	[MISSING]
Q9LSD0	1	TSO2 At3g27060 MOJ10.13	Ribonucleoside-diphosphate reductase small chain C (EC 1.17.4.1) (Ribonucleoside-diphosphate reductase TSO2 subunit) (Ribonucleotide reductase small subunit C)	SUBUNIT: Homodimer and heterodimer with RNR2A. Heterotetramer of two R1 and two R2 chains (By similarity). Interacts with CSN7 (via C-terminal tail). {ECO:0000250, ECO:0000269|PubMed:21614643}.
Q9FN30	1	At5g53970 K19P17.14	Probable aminotransferase TAT2 (EC 2.6.1.-) (Tyrosine aminotransferase 2)	[MISSING]
F4I6G9	1	At1g30820 T17H7.12 T17H7_12	CTP synthase (EC 6.3.4.2) (UTP--ammonia ligase)	[MISSING]
A0A1P8AYN0	1	MGDC ATMGD3 MGD3 At2g11810 F7E22.4 F7E22_4	Monogalactosyldiacylglycerol synthase type C	[MISSING]
Q9SM02	1	SQE1 DRY2 XF1 At1g58440 F9K23.3	Squalene epoxidase 1 (AtSQE1) (EC 1.14.14.17) (Protein DROUGHT HYPERSENSITIVE 2) (Squalene monooxygenase) (XF1 protein)	[MISSING]
O22765	1	TRPA1 INS TSA At4g02610 T10P11.11	Tryptophan synthase alpha chain (EC 4.2.1.20) (Indole synthase) (Indole-3-glycerol-phosphate lyase) (EC 4.1.2.8)	SUBUNIT: Tetramer of two alpha and two beta chains. {ECO:0000250}.
Q94IB9	1	ACER CES1 YPC1 At4g22330 T10I14.160	Alkaline ceramidase (AlkCDase) (Alkaline CDase) (AtACER) (EC 3.5.1.-) (Acyl-CoA independent ceramide synthase 1) (AtCES1) (Alkaline ceramidase YPC1) (AtYPC1) (Alkaline dihydroceramidase ACER) (Alkaline phytoceramidase) (aPHC)	[MISSING]
Q8L7P6	1	At1g07670	Endoplasmic reticulum-type calcium-transporting ATPase 4	[MISSING]
A0A1P8BG91	1	MUA22.13 MUA22_13 At5g14130	Peroxidase (EC 1.11.1.7)	[MISSING]
Q8H106	1	PTEN2B PTEN3 At3g50110 F3A4.190	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and protein-tyrosine-phosphatase PTEN2B (EC 3.1.3.48) (EC 3.1.3.67) (Protein PHOSPHATASE AND TENSIN HOMOLOG 2-b) (AtPTEN2b) (AtPTEN3)	[MISSING]
B9DHX2	1	At3g53260	Phenylalanine ammonia-lyase (EC 4.3.1.24) (Fragment)	[MISSING]
Q94BR8	1	At3g17940	Aldose 1-epimerase (EC 5.1.3.3) (Galactose mutarotase)	[MISSING]
F4JBI5	1	PHS1 PHOTOSENSITIVE 1 pyrimidine reductase PyrR At3g47390	Cytidine/deoxycytidylate deaminase family protein	[MISSING]
A0A1P8AN73	1	APT2 ATAPT2 PHT1.1 At1g80050 F18B13.14 F18B13_14	Adenine phosphoribosyl transferase 2	[MISSING]
B9DGJ1	1	At1g30620	AT1G30620 protein	[MISSING]
Q56X60	1	At5g65690	Phosphoenolpyruvate carboxykinase (Fragment)	[MISSING]
F4K083	1	MIF21.11 MIF21_11 At5g48220	Aldolase-type TIM barrel family protein	[MISSING]
Q42578	1	PER53 P53 At5g06720 MPH15.8	Peroxidase 53 (Atperox P53) (EC 1.11.1.7) (ATPA2)	[MISSING]
Q9SRE0	1	COG0212 At1g76730 F28O16.10	5-formyltetrahydrofolate cyclo-ligase-like protein COG0212 (Protein CLUSTERS OF ORTHOLOGOUS GROUP 212)	[MISSING]
Q9M0S8	1	MET2 METIIb At4g08990 F23J3.20	DNA (cytosine-5)-methyltransferase 2 (EC 2.1.1.37) (DNA methyltransferase 2) (DNA methyltransferase IIb)	[MISSING]
F4IBL0	1	At1g65820 F1E22.17 F1E22_17	Microsomal glutathione s-transferase	[MISSING]
C0Z272	1	At3g01500	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	[MISSING]
Q9SH76	1	AHA6 At2g07560 F9A16.7	ATPase 6, plasma membrane-type (EC 3.6.3.6) (Proton pump 6)	SUBUNIT: Binds to 14-3-3 proteins. The binding is induced by phosphorylation of Thr-948. Binding to 14-3-3 proteins activates the H(+)-ATPase (By similarity). {ECO:0000250}.
A0A1P8AN95	1	At1g27880 F28L5.4 F28L5_4	DEAD/DEAH box RNA helicase family protein	[MISSING]
