ENTRY	GENE NAME	NAME	LOCATION
Q9FN30	At5g53970 K19P17.14	Probable aminotransferase TAT2 (EC 2.6.1.-) (Tyrosine aminotransferase 2)	Cytoplasm
F4I6G9	At1g30820 T17H7.12 T17H7_12	CTP synthase (EC 6.3.4.2) (UTP--ammonia ligase)	Cytoplasm
A0A1P8AYN0	MGDC ATMGD3 MGD3 At2g11810 F7E22.4 F7E22_4	Monogalactosyldiacylglycerol synthase type C	Cytoplasm
Q8L7P6	At1g07670	Endoplasmic reticulum-type calcium-transporting ATPase 4	Cytoplasm
Q8H106	PTEN2B PTEN3 At3g50110 F3A4.190	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and protein-tyrosine-phosphatase PTEN2B (EC 3.1.3.48) (EC 3.1.3.67) (Protein PHOSPHATASE AND TENSIN HOMOLOG 2-b) (AtPTEN2b) (AtPTEN3)	Cytoplasm
Q94BR8	At3g17940	Aldose 1-epimerase (EC 5.1.3.3) (Galactose mutarotase)	Cytoplasm
F4JBI5	PHS1 PHOTOSENSITIVE 1 pyrimidine reductase PyrR At3g47390	Cytidine/deoxycytidylate deaminase family protein	Cytoplasm
A0A1P8AN73	APT2 ATAPT2 PHT1.1 At1g80050 F18B13.14 F18B13_14	Adenine phosphoribosyl transferase 2	Cytoplasm
B9DGJ1	At1g30620	AT1G30620 protein	Cytoplasm
Q56X60	At5g65690	Phosphoenolpyruvate carboxykinase (Fragment)	Cytoplasm
F4K083	MIF21.11 MIF21_11 At5g48220	Aldolase-type TIM barrel family protein	Cytoplasm
F4IBL0	At1g65820 F1E22.17 F1E22_17	Microsomal glutathione s-transferase	Cytoplasm
C0Z272	At3g01500	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	Cytoplasm
A0A1P8AN95	At1g27880 F28L5.4 F28L5_4	DEAD/DEAH box RNA helicase family protein	Cytoplasm
A8MRE8	TIM PDTPI TRIOSEPHOSPHATE ISOMERASE triosephosphate isomerase At2g21170 F26H11.7 F26H11_7	Triosephosphate isomerase	Cytoplasm
A0A1P8BDU2	CYP735A1 cytochrome P450 family 735 MXI10.18 MXI10_18 polypeptide 1 subfamily A At5g38450	Cytochrome P450, family 735, subfamily A, polypeptide 1	Cytoplasm
Q9SZT6	''cytochrome P450 CYP81D2 cytochrome P450 family 81 polypeptide 2 polypeptide 2'' subfamily D At4g37360 F6G17.10 F6G17_10	Cytochrome P450, family 81, subfamily D, polypeptide 2 (Cytochrome p450-like protein)	Cytoplasm
F4IJW3	At2g35390 At2g35400 T32F12.23 T32F12_23	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	Cytoplasm
B9DHW8	At4g35630	AT4G35630 protein (Fragment)	Cytoplasm
B9DFQ9	EMB1467 CI76 embryo defective 1467 MPA22.5 MPA22_5 At5g37510	AT5G37510 protein (NADH-ubiquinone dehydrogenase)	Cytoplasm
A0A1P8BF02	SUS2 ATSUS2 SSA SUCROSE SYNTHASE sucrose synthase 2 At5g49190 K21P3.6 K21P3_6	Sucrose synthase (EC 2.4.1.13)	Cytoplasm
F4IDD6	At1g72550 F28P22.26 F28P22_26	tRNA synthetase beta subunit family protein	Cytoplasm
F4KC24	At5g57655	Xylose isomerase (EC 5.3.1.5)	Cytoplasm
A0A1P8BBX1	NIT4 AtNIT4 NITRILASE 4 nitrilase 4 At5g22300 T6G21.6	Nitrilase 4	Cytoplasm
W8Q6K8	AT4G14090	Glycosyltransferase (EC 2.4.1.-) (Fragment)	Cytoplasm
Q43309	ACS4 ACC4 At2g22810 T20K9.2	1-aminocyclopropane-1-carboxylate synthase 4 (ACC synthase 4) (EC 4.4.1.14) (S-adenosyl-L-methionine methylthioadenosine-lyase 4)	Cytoplasm
F4IKL5	At2g29300 F16P2.32 F16P2_32	NAD(P)-binding Rossmann-fold superfamily protein	Cytoplasm
Q56ZH9	At4g34030	3-methylcrotonyl-CoA carboxylase non-biotinylated subunit	Cytoplasm
A0A1P8B9L6	MAM1 2-ISOPROPYLMALATE SYNTHASE 2-ISOPROPYLMALATE SYNTHASE 3 IMS3 METHYLTHIOALKYLMALATE SYNTHASE At5g23010 T20O7.3 T20O7_3	Methylthioalkylmalate synthase 1	Cytoplasm
P48523	CAD4 CAD CAD-C CAD2 LCAD-C At3g19450 MLD14.19	Cinnamyl alcohol dehydrogenase 4 (AtCAD4) (EC 1.1.1.195) (Cinnamyl alcohol dehydrogenase C)	Cytoplasm
A0A1P8BE13	UPM1 MHK7.8 MHK7_8 urophorphyrin methylase 1 At5g40850	Urophorphyrin methylase 1	Cytoplasm
A0A1I9LNB8	BT2 ATBT2 BTB and TAZ domain protein 2 At3g48360	BTB and TAZ domain protein 2	Cytoplasm
Q56X13	At1g14610	Valyl tRNA synthetase	Cytoplasm
B9DFY2	At5g25930	AT5G25930 protein (Fragment)	Cytoplasm
A0A1P8B9A7	CYL1 CYCLOPS 1 MSH12.16 MSH12_16 N-ACETYL-GLUCOSAMINIDASE NAGLU At5g13690	Alpha-N-acetylglucosaminidase family / NAGLU family	Cytoplasm
A0A1P8B7Z0	PSD1 At4g16700 Dl4375c FCAALL.4	Phosphatidylserine decarboxylase 1	Cytoplasm
Q56ZQ1	At5g42180	Peroxidase	Cytoplasm
A0A1P8BG38	MJB21.12 MJB21_12 At5g42740	Glucose-6-phosphate isomerase (EC 5.3.1.9)	Cytoplasm
Q9SLG9	PIP5K5 At2g41210 T3K9.2	Phosphatidylinositol 4-phosphate 5-kinase 5 (AtPIP5K5) (EC 2.7.1.68) (1-phosphatidylinositol 4-phosphate kinase 5) (Diphosphoinositide kinase 5) (PtdIns(4)P-5-kinase 5)	Cytoplasm
A0A1I9LMN7	At3g49160	Pyruvate kinase family protein	Cytoplasm
A0A1I9LNF1	GDH3 glutamate dehydrogenase 3 At3g03910 F20H23.4	Glutamate dehydrogenase	Cytoplasm
B9DFU6	At3g08590	AT3G08590 protein	Cytoplasm
Q56Z86	At1g12900	Glyceraldehyde 3-phosphate dehydrogenase A (Fragment)	Cytoplasm
F4I035	At1g48860 T24P22.2	RNA 3'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta	Cytoplasm
A0A068FPW7	AT4G27550	Glycosyltransferase (Fragment)	Cytoplasm
Q42521	GAD1 GAD GDH1 At5g17330 MKP11.30 MKP11_18	Glutamate decarboxylase 1 (GAD 1) (EC 4.1.1.15)	Cytoplasm
B3DNP3	At3g27180	At3g27180 (S-adenosyl-L-methionine-dependent methyltransferases superfamily protein)	Cytoplasm
C0Z2P8	At1g80460	AT1G80460 protein	Cytoplasm
A0A1I9LTP8	CYN CYANASE cyanase At3g23490	Cyanase	Cytoplasm
A0A1P8ATL1	PHYLLO At1g68890 T6L1.7 T6L1_7	2-oxoglutarate decarboxylase/hydro-lyase/magnesium ion-binding protein	Cytoplasm
F4I3G8	At1g55880 F14J16.13 F14J16_13	Pyridoxal-5'-phosphate-dependent enzyme family protein	Cytoplasm
F4IZU7	HY2 ATHY2 ELONGATED HYPOCOTYL 2 GENOMES UNCOUPLED 3 GUN3 PHYTOCHROMOBILIN SYNTHASE At3g09150	Phytochromobilin:ferredoxin oxidoreductase, chloroplast / phytochromobilin synthase (HY2)	Cytoplasm
A0A1P8AXC2	CCT1 ATCCT1 At2g32260 T32F6.22 T32F6_22	Phosphorylcholine cytidylyltransferase	Cytoplasm
Q8GUG5	At3g10050	Threonine dehydratase (EC 4.3.1.19) (Threonine deaminase)	Cytoplasm
O64753	At2g34890 F19I3.12 F19I3_12	CTP synthase (EC 6.3.4.2) (UTP--ammonia ligase)	Cytoplasm
A0A1P8B9M1	PAI2 MOP10.13 MOP10_13 At5g05590	Phosphoribosylanthranilate isomerase 2	Cytoplasm
B9DG77	At5g65110	Acyl-coenzyme A oxidase	Cytoplasm
Q9LU95	At3g25960	Pyruvate kinase (EC 2.7.1.40)	Cytoplasm
Q9FM66	At5g55720 MDF20.16	Putative pectate lyase 21 (EC 4.2.2.2)	Cytoplasm
O82647	PDC1 At4g33070 F4I10.4	Pyruvate decarboxylase 1 (AtPDC1) (EC 4.1.1.1)	Cytoplasm
B9DGP8	ATP5 At5g13450	AT5G13450 protein (Delta subunit of Mt ATP synthase)	Cytoplasm
Q56Y32	At4g37770	1-aminocyclopropane-1-carboxylate synthase-like protein	Cytoplasm
Q37001	ACS5 ACC5 ETO2 At5g65800 F6H11.90 MPA24.15	1-aminocyclopropane-1-carboxylate synthase 5 (ACC synthase 5) (EC 4.4.1.14) (Ethylene-overproduction protein 2) (S-adenosyl-L-methionine methylthioadenosine-lyase 5)	Cytoplasm
Q8VYC4	At3g13180	NOL1/NOP2/sun family protein / antitermination NusB domain-containing protein (Putative sun (Fmu) protein) (Putative sun protein fmu)	Cytoplasm
Q0WME3	At3g55410	2-oxoglutarate dehydrogenase, E1 subunit-like protein (Fragment)	Cytoplasm
Q0WSV8	At1g62800	Aspartate aminotransferase (EC 2.6.1.1)	Cytoplasm
O64692	GA2OX3 At2g34555 T31E10.11	Gibberellin 2-beta-dioxygenase 3 (EC 1.14.11.13) (GA 2-oxidase 3) (Gibberellin 2-beta-hydroxylase 3) (Gibberellin 2-oxidase 3)	Cytoplasm
Q84WG4	At2g43360	Putative biotin synthase (Bio B)	Cytoplasm
A0A1P8AUZ8	IMS1 2-ISOPROPYLMALATE SYNTHASE 1 2-isopropylmalate synthase 1 IPMS2 ISOPROPYLMALATE SYNTHASE 2 MAML-3 SOPROPYLMALATE SYNTHASE 2 At1g74040 F2P9.9 F2P9_9	2-isopropylmalate synthase 1	Cytoplasm
A0A1P8AYK7	At2g29310 F16P2.31 F16P2_31	NAD(P)-binding Rossmann-fold superfamily protein	Cytoplasm
A0A1P8ANM0	PAP3 ATPAP3 purple acid phosphatase 3 At1g14700 F10B6.10 F10B6_10	Purple acid phosphatase 3	Cytoplasm
F4IYH1	VTC4 At3g02870 F13E7.19 F13E7_19	Inositol-1-monophosphatase (EC 3.1.3.25)	Cytoplasm
Q9LX13	At5g10160 T31P16.150 T31P16_150	(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase-like protein (At5g10160) (Thioesterase superfamily protein)	Cytoplasm
B9DHP5	At3g02875	AT3G02875 protein (Fragment)	Cytoplasm
Q84WB3	At5g57260	Putative cytochrome p450	Cytoplasm
Q06429	ACS1 ACC2 At3g61510 F2A19.110	1-aminocyclopropane-1-carboxylate synthase-like protein 1	Cytoplasm
Q96286	SAMDC1 SAMDC At3g02470 F16B3.10	S-adenosylmethionine decarboxylase proenzyme 1 (AdoMetDC1) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase 1 alpha chain; S-adenosylmethionine decarboxylase 1 beta chain]	Cytoplasm
A0A1P8BE27	HEMG2 MEE61 PPO2 At5g14220 F18O22.10 F18O22_10	Protoporphyrinogen oxidase (EC 1.3.3.4)	Cytoplasm
A0A1P8BGG9	MES5 AtHNL ATMES5 HNL HYDROXYNITRILE LYASE methyl esterase 5 At5g10300 F18D22.70 F18D22_70	Methyl esterase 5	Cytoplasm
O23514	dl4380w At4g16710 Dl4380W FCAALL.10	At4g16710 (Glycosyltransferase family protein 28)	Cytoplasm
Q0WRP9	At4g19710	Aspartate kinase-homoserine dehydrogenase-like protein	Cytoplasm
Q9SJ42	At2g05140 F5G3.4 F5G3_4	Phosphoribosylaminoimidazole carboxylase family protein / AIR carboxylase family protein (Putative phosphoribosylaminoimidazole carboxylase)	Cytoplasm
W8QPA3	AT1G14080	Glycosyltransferase (Fragment)	Cytoplasm
Q56Z27	At5g17230	Phytoene synthase	Cytoplasm
B3H4P7	At2g47690 F17A22.8	NADH-ubiquinone oxidoreductase-like protein	Cytoplasm
Q56Z30	At5g50850	Pyruvate dehydrogenase E1 component beta subunit (Fragment)	Cytoplasm
F4J3A5	F3H F3'H FLAVANONE 3-HYDROXYLASE flavanone 3-hydroxylase TRANSPARENT TESTA 6 TT6 At3g51240	Flavanone 3-hydroxylase	Cytoplasm
A0A1P8BC44	RCP1 MALTOSE EXCESS 1 MEX1 ROOT CAP 1 At5g17520 K3M16.90 K3M16_90	Root cap 1 (RCP1)	Cytoplasm
Q0WLI4	At4g30920	Leucyl aminopeptidase like protein (Fragment)	Cytoplasm
Q3E9D5	SAMDC4 BUD2 At5g18930	S-adenosylmethionine decarboxylase proenzyme 4 (AdoMetDC4) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase 1 alpha chain; S-adenosylmethionine decarboxylase 1 beta chain (Protein BUSHY AND DWARF 2)]	Cytoplasm
Q0WPI4	At1g09420	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	Cytoplasm
Q56ZU6	At5g63570	Glutamate-1-semialdehyde 2,1-aminomutase 1 (Fragment)	Cytoplasm
A0A1P8APY6	UGE3 UDP-D-galactose 4-epimerase 3 UDP-D-glucose At1g63180 F16M19.8 F16M19_8	UDP-D-glucose/UDP-D-galactose 4-epimerase 3	Cytoplasm
B9DGT6	At1g53310	AT1G53310 protein	Cytoplasm
P54873	HMGS EMB2778 FKP1 MVA1 At4g11820 T26M18.30	Hydroxymethylglutaryl-CoA synthase (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase) (Protein EMBRYO DEFECTIVE 2778) (Protein FLAKY POLLEN 1)	Cytoplasm
Q56Z45	At2g37040	Phenylalanine ammonia lyase (Fragment)	Cytoplasm
O23569	dl4665w At4g17260 Dl4665W FCAALL.172	L-lactate dehydrogenase (EC 1.1.1.27)	Cytoplasm
W8Q3B1	AT2G36800	Glycosyltransferase (EC 2.4.1.-) (Fragment)	Cytoplasm
Q0WT09	At1g54340	NADP specific isocitrate dehydrogenase	Cytoplasm
A0A1P8B848	NDB3 NAD(P)H dehydrogenase B3 At4g21490 F18E5.110 F18E5_110	NAD(P)H dehydrogenase B3	Cytoplasm
Q56Y21	At4g13290	Cytochrome p450-like protein	Cytoplasm
Q9SVQ9	At4g13180 F17N18.70 F17N18_70	AT4g13180/F17N18_70 (NAD(P)-binding Rossmann-fold superfamily protein) (Short-chain alcohol dehydrogenase like protein)	Cytoplasm
A0A1P8AVI3	CKS AtCKS CMP-KDO synthetase KDSB At1g53000	Nucleotide-diphospho-sugar transferases superfamily protein	Cytoplasm
A8MR07	At3g52990	Pyruvate kinase (EC 2.7.1.40)	Cytoplasm
Q0WW95	At2g43750	Cysteine synthase (EC 2.5.1.47)	Cytoplasm
Q682J4	At4g37340	Cytochrome P450-like protein	Cytoplasm
Q0WM57	At5g08670	H+-transporting ATP synthase beta chain (Mitochondrial)-like protein (Fragment)	Cytoplasm
A8MRF2	OVA1 OVULE ABORTION 1 At3g55400	Methionyl-tRNA synthetase / methionine-tRNA ligase / MetRS (CpMetRS)	Cytoplasm
Q8L7N7	At5g19550	Aspartate aminotransferase (EC 2.6.1.1)	Cytoplasm
F4J864	CYP76G1 ''cytochrome P450 cytochrome P450 family 76 polypeptide 1 polypeptide 1'' subfamily G At3g52970	Cytochrome P450, family 76, subfamily G, polypeptide 1	Cytoplasm
Q9LZ62	T32M21_230 ''cytochrome P450 CYP77A9 cytochrome P450 family 77 polypeptide 9 polypeptide 9'' subfamily A At5g04630 T1E3.4	Cytochrome P450, family 77, subfamily A, polypeptide 9 (Cytochrome P450-like protein)	Cytoplasm
F4JKM2	CAD5 ATCAD5 CAD-5 At4g34230 F10M10.11	Cinnamyl alcohol dehydrogenase 5	Cytoplasm
Q0WLL3	At1g71880	Sucrose transport protein SUC1 (Fragment)	Cytoplasm
Q9FK51	At5g18200 MRG7.16	ADP-glucose phosphorylase (EC 2.7.7.-) (ADP-glucose:phosphate adenylyltransferase)	Cytoplasm
O49332	At2g30670 T11J7.6	Tropinone reductase homolog At2g30670 (EC 1.1.1.-)	Cytoplasm
A0A1P8BC80	ADCL MTI20.10 MTI20_10 At5g57850	D-aminoacid aminotransferase-like PLP-dependent enzymes superfamily protein	Cytoplasm
F4JUJ5	FBA2 AtFBA2 At4g38970 F19H22.70 F19H22_70	Fructose-bisphosphate aldolase (EC 4.1.2.13)	Cytoplasm
A0A1P8ANM5	BCA6 ATBCA6 beta carbonic anhydrase 6 At1g58180 T15M6.18	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	Cytoplasm
Q1PEH3	At3g48540	Cytidine/deoxycytidylate deaminase family protein	Cytoplasm
A0A1P8AYI3	At2g29320 F16P2.30 F16P2_30	NAD(P)-binding Rossmann-fold superfamily protein	Cytoplasm
Q3E6Z1	CCoAOMT1 At4g34050 F28A23.190 F28A23_190	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	Cytoplasm
