ENTRY	CHEBI	NAME	STOICHIOMETRY	UNIPROT ANNOTATION
P23970	CHEBI:18420	Mg(2+)	1	 Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01659}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01659}; ; 
P23970	CHEBI:29035	Mn(2+)	0	 Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01659}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_01659}; ; 
P14193	CHEBI:18420	Mg(2+)	1	Binds 1 Mg(2+) ion per subunit. Mn(2+) is also accepted, but the activity is less than 30% of that obtained with Mg(2+). {ECO:0000255|HAMAP-Rule:MF_00583, ECO:0000269|PubMed:2169413};
P14193	CHEBI:29035	Mn(2+)	0	Binds 1 Mg(2+) ion per subunit. Mn(2+) is also accepted, but the activity is less than 30% of that obtained with Mg(2+). {ECO:0000255|HAMAP-Rule:MF_00583, ECO:0000269|PubMed:2169413};
P39126	CHEBI:18420	Mg(2+)	1	Binds 1 Mg(2+) or Mn(2+) ion per subunit. {ECO:0000250};
P39126	CHEBI:29035	Mn(2+)	0	Binds 1 Mg(2+) or Mn(2+) ion per subunit. {ECO:0000250};
P31102	CHEBI:48828	Co(2+)	1	Binds 1 divalent metal cation per subunit. Can use either Co(2+) or Zn(2+). {ECO:0000250};
P31102	CHEBI:29105	Zn(2+)	0	Binds 1 divalent metal cation per subunit. Can use either Co(2+) or Zn(2+). {ECO:0000250};
O34389	CHEBI:18420	Mg(2+)	1	Divalent metal cations. Prefers magnesium or manganese. {ECO:0000250};
O34389	CHEBI:29035	Mn(2+)	0	Divalent metal cations. Prefers magnesium or manganese. {ECO:0000250};
O31612	CHEBI:29108	Ca(2+)	1	Divalent metal ions. Both Ca(2+) and Mn(2+) ions are more effective activators than zinc, cobalt, copper and magnesium ions at low concentrations. {ECO:0000255|HAMAP-Rule:MF_00361, ECO:0000269|PubMed:12897004};
O31612	CHEBI:29035	Mn(2+)	0	Divalent metal ions. Both Ca(2+) and Mn(2+) ions are more effective activators than zinc, cobalt, copper and magnesium ions at low concentrations. {ECO:0000255|HAMAP-Rule:MF_00361, ECO:0000269|PubMed:12897004};
P96612	CHEBI:18420	Mg(2+)	2	Binds 2 magnesium or manganese ions per subunit. {ECO:0000250};
P96612	CHEBI:29035	Mn(2+)	0	Binds 2 magnesium or manganese ions per subunit. {ECO:0000250};
P25994	CHEBI:18420	Mg(2+)	4	Binds 4 Mg(2+) or Mn(2+) ions per subunit. {ECO:0000250};
P25994	CHEBI:29035	Mn(2+)	0	Binds 4 Mg(2+) or Mn(2+) ions per subunit. {ECO:0000250};
P54716	CHEBI:29035	Mn(2+)	1	Binds 1 divalent metal cation per subunit. Manganese, iron, cobalt or nickel enhance activity. {ECO:0000269|PubMed:17676871};; 
P54716	CHEBI:29033	Fe(2+)	0	Binds 1 divalent metal cation per subunit. Manganese, iron, cobalt or nickel enhance activity. {ECO:0000269|PubMed:17676871};; 
P54716	CHEBI:48828	Co(2+)	0	Binds 1 divalent metal cation per subunit. Manganese, iron, cobalt or nickel enhance activity. {ECO:0000269|PubMed:17676871};; 
P54716	CHEBI:49786	Ni(2+)	0	Binds 1 divalent metal cation per subunit. Manganese, iron, cobalt or nickel enhance activity. {ECO:0000269|PubMed:17676871};; 
P18185	CHEBI:18420	Mg(2+)	4	Binds 4 Mg(2+) or Mn(2+) ions per subunit. {ECO:0000250};
P18185	CHEBI:29035	Mn(2+)	0	Binds 4 Mg(2+) or Mn(2+) ions per subunit. {ECO:0000250};
P05645	CHEBI:18420	Mg(2+)	1	Binds 1 Mg(2+) or Mn(2+) ion per subunit. {ECO:0000250};
P05645	CHEBI:29035	Mn(2+)	0	Binds 1 Mg(2+) or Mn(2+) ion per subunit. {ECO:0000250};
P42416	CHEBI:48828	Co(2+)	1	 Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000269|PubMed:14993306}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000269|PubMed:14993306}; 
P42416	CHEBI:29035	Mn(2+)	0	 Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000269|PubMed:14993306}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000269|PubMed:14993306}; 
P37877	CHEBI:18420	Mg(2+)	1	Mg(2+). Can also accept Mn(2+). {ECO:0000255|HAMAP-Rule:MF_00020};
P37877	CHEBI:29035	Mn(2+)	0	Mg(2+). Can also accept Mn(2+). {ECO:0000255|HAMAP-Rule:MF_00020};
P37564	CHEBI:28938	NH4(+)	1	Monovalent cations. Ammonium or potassium. {ECO:0000269|PubMed:16905099};
P37564	CHEBI:29103	K(+)	0	Monovalent cations. Ammonium or potassium. {ECO:0000269|PubMed:16905099};
P34956	CHEBI:23378	Cu cation	1	Binds a copper B center. {ECO:0000250};; 
P34956	CHEBI:24479	Heme A	1	Heme A3. {ECO:0000250};
O34962	CHEBI:18420	Mg(2+)	1	Divalent metal cations. Prefers magnesium or manganese. {ECO:0000250};
O34962	CHEBI:29035	Mn(2+)	0	Divalent metal cations. Prefers magnesium or manganese. {ECO:0000250};
P24011	CHEBI:23378	Cu cation	1	Binds a copper A center.;; 
