ENTRY	GENE NAME	NAME	LOCATION
P54378	gcvT yqhI BSU24570	Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein)	[MISSING]
P32393	comEB comE2 BSU25580	ComE operon protein 2 (EC 3.5.-.-)	[MISSING]
P39773	gpmI pgm BSU33910	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12) (Vegetative protein 107) (VEG107)	[MISSING]
O34651	hisD BSU34910	Histidinol dehydrogenase (HDH) (EC 1.1.1.23)	[MISSING]
O32164	sufS csd yurW BSU32690	Cysteine desulfurase SufS (EC 2.8.1.7)	[MISSING]
P39062	acsA BSU29680	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	[MISSING]
O31666	mtnW ykrW BSU13590	2,3-diketo-5-methylthiopentyl-1-phosphate enolase (DK-MTP-1-P enolase) (EC 5.3.2.5) (RuBisCO-like protein) (RLP)	[MISSING]
P94523	araA BSU28800	L-arabinose isomerase (EC 5.3.1.4)	[MISSING]
P29252	folK BSU00790	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3) (6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase) (PPPK) (7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase) (HPPK)	[MISSING]
P94525	araD BSU28780	L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4) (Phosphoribulose isomerase)	[MISSING]
P30950	hemB BSU28130	Delta-aminolevulinic acid dehydratase (ALAD) (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase)	[MISSING]
O32028	mtnN mtn pfs BSU27270	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase (MTA/SAH nucleosidase) (MTAN) (EC 3.2.2.9) (5'-methylthioadenosine nucleosidase) (MTA nucleosidase) (S-adenosylhomocysteine nucleosidase) (AdoHcy nucleosidase) (SAH nucleosidase) (SRH nucleosidase)	[MISSING]
P28822	sul BSU00770	Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase)	[MISSING]
O31619	thiF yjbU BSU11700	Sulfur carrier protein ThiS adenylyltransferase (EC 2.7.7.73)	[MISSING]
O34389	malS BSU29880	Probable NAD-dependent malic enzyme 3 (NAD-ME 3) (EC 1.1.1.38)	[MISSING]
P11045	dfrA BSU21810	Dihydrofolate reductase (EC 1.5.1.3)	[MISSING]
O31465	glsA1 glsA ybgJ BSU02430	Glutaminase 1 (EC 3.5.1.2)	[MISSING]
O05510	gmuE ydhR BSU05860	Putative fructokinase (EC 2.7.1.4) (Glucomannan utilization protein E)	[MISSING]
O31461	ilvE ybgE BSU02390	Branched-chain-amino-acid transaminase 1 (BCAT 1) (EC 2.6.1.42)	[MISSING]
O31617	thiS yjbS BSU11680	Sulfur carrier protein ThiS (Thiamine biosynthesis protein ThiS)	[MISSING]
P00497	purF BSU06490	Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase) (GPATase)	[MISSING]
P25994	pyrAB BSU15520	Carbamoyl-phosphate synthase pyrimidine-specific large chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase ammonia chain)	[MISSING]
O32143	pucE yurB BSU32470	Probable xanthine dehydrogenase subunit E (XDHase subunit E) (EC 1.17.1.4)	[MISSING]
P17620	ribBA ribA BSU23260	Riboflavin biosynthesis protein RibBA [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)]	[MISSING]
P46911	qcrA bfcA BSU22560	Menaquinol-cytochrome c reductase iron-sulfur subunit (Rieske iron-sulfur protein)	[MISSING]
O34925	deoD punB BSU19630	Purine nucleoside phosphorylase DeoD-type (PNP) (EC 2.4.2.1) (Purine nucleoside phosphorylase II) (PU-NPase II)	[MISSING]
O32142	pucM yunM BSU32460	5-hydroxyisourate hydrolase (HIU hydrolase) (HIUHase) (EC 3.5.2.17) (Transthyretin-related protein) (TRP)	[MISSING]
Q04795	dapG lssD BSU16760	Aspartokinase 1 (EC 2.7.2.4) (Aspartate kinase 1) (Aspartokinase I)	[MISSING]
Q04797	asd BSU16750	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)	[MISSING]
P19582	hom tdm BSU32260	Homoserine dehydrogenase (HDH) (EC 1.1.1.3)	[MISSING]
P20167	trpF BSU22650	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	[MISSING]
O32141	pucL yunL BSU32450	Uric acid degradation bifunctional protein PucL [Includes: 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase (OHCU decarboxylase) (EC 4.1.1.97); Uricase (EC 1.7.3.3) (Urate oxidase)]	[MISSING]
P28823	folB folA yacE BSU00780	Dihydroneopterin aldolase (DHNA) (EC 4.1.2.25) (7,8-dihydroneopterin aldolase)	[MISSING]
P37529	dck dak yaaF BSU00140	Deoxyadenosine/deoxycytidine kinase (dAK/dCK) (EC 2.7.1.74) (EC 2.7.1.76)	[MISSING]
P37528	pdxT yaaE BSU00120	Pyridoxal 5'-phosphate synthase subunit PdxT (EC 4.3.3.6) (Pdx2) (Pyridoxal 5'-phosphate synthase glutaminase subunit) (EC 3.5.1.2)	[MISSING]
O32145	pucC yurD BSU32490	Probable xanthine dehydrogenase subunit C (XDHase subunit C) (EC 1.17.1.4)	[MISSING]
P39594	thiE thiC ywbK BSU38290 ipa-26d	Thiamine-phosphate synthase (TP synthase) (TPS) (EC 2.5.1.3) (Thiamine-phosphate pyrophosphorylase) (TMP pyrophosphorylase) (TMP-PPase)	[MISSING]
P21203	pheA BSU27900	Prephenate dehydratase (PDT) (EC 4.2.1.51)	[MISSING]
P26935	iolG idh BSU39700 E83G	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase (EC 1.1.1.18) (EC 1.1.1.369) (Myo-inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase) (MI 2-dehydrogenase/DCI 3-dehydrogenase)	[MISSING]
P37527	pdxS yaaD BSU00110	Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1) (Superoxide-inducible protein 7) (SOI7)	[MISSING]
P51785	ilvD BSU21870	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9) (Vegetative protein 110) (VEG110)	[MISSING]
P25983	pyrK pyrDB pyrDII pyrZ ylxD BSU15530	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit (Dihydroorotate oxidase B, electron transfer subunit)	[MISSING]
O34660	dhaS BSU19310	Putative aldehyde dehydrogenase DhaS (EC 1.2.1.3)	[MISSING]
P25972	pyrE pyrX BSU15560	Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10)	[MISSING]
P25971	pyrF BSU15550	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	[MISSING]
O34664	thiN yloS BSU15800	Thiamine pyrophosphokinase (TPK) (EC 2.7.6.2) (Thiamine diphosphokinase)	[MISSING]
P49814	mdh citH BSU29120	Malate dehydrogenase (EC 1.1.1.37) (Vegetative protein 69) (VEG69)	[MISSING]
P39578	dltD BSU38530 ipa-2r	Protein DltD	[MISSING]
P39579	dltC BSU38520 ipa-3r	D-alanine--poly(phosphoribitol) ligase subunit 2 (EC 6.1.1.13) (D-alanyl carrier protein) (DCP)	[MISSING]
O32144	pucD yurC BSU32480	Probable xanthine dehydrogenase subunit D (XDHase subunit D) (EC 1.17.1.4)	[MISSING]
P23966	menB BSU30800	1,4-dihydroxy-2-naphthoyl-CoA synthase (DHNA-CoA synthase) (EC 4.1.3.36)	[MISSING]
P39761	adeC ade yzaD BSU14520	Adenine deaminase (Adenase) (Adenine aminase) (EC 3.5.4.2)	[MISSING]
O06492	gatC yedA yerL BSU06670	Glutamyl-tRNA(Gln) amidotransferase subunit C (Glu-ADT subunit C) (EC 6.3.5.-)	[MISSING]
O06491	gatA yedB yerM BSU06680	Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7)	[MISSING]
P08164	nadE outB BSU03130	NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5) (General stress protein 38) (GSP38) (Spore outgrowth factor B) (Sporulation protein OutB)	[MISSING]
P39156	ywlF BSU36920 ipc-32d	Putative sugar phosphate isomerase YwlF (EC 5.3.1.-)	[MISSING]
Q05852	gtaB BSU35670	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (Alpha-D-glucosyl-1-phosphate uridylyltransferase) (General stress protein 33) (GSP33) (UDP-glucose pyrophosphorylase) (UDPGP) (Uridine diphosphoglucose pyrophosphorylase)	[MISSING]
O32137	allB pucH yunH BSU32410	Allantoinase (EC 3.5.2.5) (Allantoin-utilizing enzyme)	[MISSING]
P36838	carA cpaA BSU11230	Carbamoyl-phosphate synthase arginine-specific small chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase glutamine chain)	[MISSING]
P37887	cysK BSU00730	Cysteine synthase (CSase) (EC 2.5.1.47) (O-acetylserine (thiol)-lyase) (OAS-TL) (Superoxide-inducible protein 11) (SOI11)	[MISSING]
O30509	gatB yerN BSU06690	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-)	[MISSING]
P42435	nasD nasBC nirB BSU03300	Nitrite reductase [NAD(P)H] (EC 1.7.1.4)	[MISSING]
O31475	ycgT BSU03270	Ferredoxin--NADP reductase 1 (FNR 1) (Fd-NADP(+) reductase 1) (EC 1.18.1.2)	[MISSING]
P45744	dhbC BSU31990	Isochorismate synthase DhbC (EC 5.4.4.2) (Isochorismate mutase)	[MISSING]
P45868	maeA BSU37050	Probable NAD-dependent malic enzyme 2 (NAD-ME 2) (EC 1.1.1.38)	[MISSING]
P16616	hemC BSU28150	Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)	[MISSING]
P45740	thiC thiA BSU08790	Phosphomethylpyrimidine synthase (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Thiamine biosynthesis protein ThiC)	[MISSING]
P23129	odhA citK BSU19370	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2) (Alpha-ketoglutarate dehydrogenase)	[MISSING]
P28821	pabC BSU00760	Aminodeoxychorismate lyase (EC 4.1.3.38) (4-amino-4-deoxychorismate lyase) (ADC lyase) (ADCL)	[MISSING]
P54455	nadD yqeJ BSU25640	Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18) (Deamido-NAD(+) diphosphorylase) (Deamido-NAD(+) pyrophosphorylase) (Nicotinate mononucleotide adenylyltransferase) (NaMN adenylyltransferase)	[MISSING]
P71019	fabD ylpE BSU15900	Malonyl CoA-acyl carrier protein transacylase (MCT) (EC 2.3.1.39)	[MISSING]
O05394	mccB yrhB BSU27250	Cystathionine gamma-lyase (EC 4.4.1.1) (Gamma-cystathionase) (Homocysteine gamma-lyase) (EC 4.4.1.2)	[MISSING]
P49786	accB fabE yqhW BSU24350	Biotin carboxyl carrier protein of acetyl-CoA carboxylase (BCCP)	[MISSING]
O35000	nagB BSU35020	Glucosamine-6-phosphate deaminase 1 (EC 3.5.99.6) (GlcN6P deaminase 1) (GNPDA 1) (Glucosamine-6-phosphate isomerase 1)	[MISSING]
O05393	mccA yrhA BSU27260	O-acetylserine dependent cystathionine beta-synthase (EC 2.5.1.134)	[MISSING]
P54548	rnz yqjK BSU23840	Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z)	[MISSING]
P18157	glpK BSU09290	Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK)	[MISSING]
P39812	gltA BSU18450	Glutamate synthase [NADPH] large chain (EC 1.4.1.13) (NADPH-GOGAT)	[MISSING]
P03964	trpC BSU22660	Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48)	[MISSING]
O31751	uppS yluA BSU16530	Isoprenyl transferase (EC 2.5.1.-)	[MISSING]
O32148	pucG yurG BSU32520	Purine catabolism protein PucG (EC 2.-.-.-)	[MISSING]
P04990	thrC BSU32250	Threonine synthase (TS) (EC 4.2.3.1)	[MISSING]
Q9KWU4	pyc pycA ylaP BSU14860	Pyruvate carboxylase (EC 6.4.1.1) (Pyruvic carboxylase) (PYC)	[MISSING]
P03963	trpE BSU22680	Anthranilate synthase component 1 (AS) (ASI) (EC 4.1.3.27)	[MISSING]
P23971	menE BSU30790	2-succinylbenzoate--CoA ligase (EC 6.2.1.26) (o-succinylbenzoyl-CoA synthetase) (OSB-CoA synthetase)	[MISSING]
P23970	menD BSU30820	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase (SEPHCHC synthase) (EC 2.2.1.9) (Menaquinone biosynthesis protein MenD)	[MISSING]
P23973	menF icsM BSU30830	Isochorismate synthase MenF (EC 5.4.4.2) (Isochorismate mutase)	[MISSING]
P20692	tyrA BSU22610	Prephenate dehydrogenase (PDH) (EC 1.3.1.12)	[MISSING]
O32147	pucA yurF BSU32510	Probable xanthine dehydrogenase subunit A (XDHase subunit A) (EC 1.17.1.4)	[MISSING]
P23974	menH ytfB ytxM BSU30810	Putative 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase (SHCHC synthase) (EC 4.2.99.20)	[MISSING]
P42420	iolJ fbaB yxdI BSU39670 B65C	6-phospho-5-dehydro-2-deoxy-D-gluconate aldolase (DKGP aldolase) (EC 4.1.2.29)	[MISSING]
P94390	putB ycgM BSU03200	Proline dehydrogenase 2 (PRODH 2) (EC 1.5.5.2) (Proline oxidase 2)	[MISSING]
O06745	yitJ BSU11010	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase [Includes: Homocysteine S-methyltransferase (EC 2.1.1.10) (S-methylmethionine:homocysteine methyltransferase); 5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)]	[MISSING]
P13242	pyrG ctrA BSU37150	CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase)	[MISSING]
P13243	fbaA fba fba1 tsr BSU37120	Probable fructose-bisphosphate aldolase (FBP aldolase) (FBPA) (EC 4.1.2.13) (Fructose-1,6-bisphosphate aldolase)	[MISSING]
Q05865	folC BSU28080	Dihydrofolate synthase/folylpolyglutamate synthase (DHFS / FPGS) (EC 6.3.2.12) (EC 6.3.2.17) (Folylpoly-gamma-glutamate synthetase-dihydrofolate synthetase) (Folylpolyglutamate synthetase) (Tetrahydrofolylpolyglutamate synthase)	[MISSING]
P19406	phoA phoAIV BSU09410	Alkaline phosphatase 4 (EC 3.1.3.1) (Alkaline phosphatase IV) (APase IV)	[MISSING]
O34667	luxS ytjB BSU30670	S-ribosylhomocysteine lyase (EC 4.4.1.21) (AI-2 synthesis protein) (Autoinducer-2 production protein LuxS)	[MISSING]
P53554	bioI CYP107H BSU30190	Biotin biosynthesis cytochrome P450 (EC 1.14.15.12)	[MISSING]
P54523	dxs yqiE BSU24270	1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS)	[MISSING]
P46329	aldX yxaS yxbE BSU39860 VE7FR	Probable aldehyde dehydrogenase AldX (EC 1.2.1.3)	[MISSING]
P21883	pdhC aceC BSU14600	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (E2) (S complex, 48 kDa subunit)	[MISSING]
P53556	bioF BSU30220	8-amino-7-oxononanoate synthase 2 (AONS) (EC 2.3.1.47) (7-keto-8-amino-pelargonic acid synthase) (7-KAP synthase) (8-amino-7-ketopelargonate synthase)	[MISSING]
P53557	bioB BSU30200	Biotin synthase (EC 2.8.1.6)	[MISSING]
O31777	kbl BSU17000	8-amino-7-oxononanoate synthase 1 (AONS) (EC 2.3.1.47) (7-keto-8-amino-pelargonic acid synthase) (7-KAP synthase) (KAPA synthase) (8-amino-7-ketopelargonate synthase) (Alpha-oxoamine synthase)	[MISSING]
P21882	pdhB aceB BSU14590	Pyruvate dehydrogenase E1 component subunit beta (EC 1.2.4.1) (S complex, 36 kDa subunit)	[MISSING]
O34872	ytiB BSU30690	Putative carbonic anhydrase YtiB (EC 4.2.1.1) (Carbonate dehydratase)	[MISSING]
P46320	licH celD celF BSU38560	Probable 6-phospho-beta-glucosidase (EC 3.2.1.86)	[MISSING]
P53559	bioW BSU30240	6-carboxyhexanoate--CoA ligase (EC 6.2.1.14) (Pimeloyl-CoA synthase)	[MISSING]
P12046	purC BSU06450	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase) (Vegetative protein 286A) (VEG286A)	[MISSING]
P80859	gndA yqjI BSU23860	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating (EC 1.1.1.44) (GNTZII)	[MISSING]
P80858	leuC BSU28260	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase) (Superoxide-inducible protein 10) (SOI10)	[MISSING]
P11998	ribH BSU23250	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78) (Heavy riboflavin synthase beta subunit) (HRS beta subunit)	[MISSING]
O34744	sumT ylnD BSU15610	Uroporphyrinogen-III C-methyltransferase (Urogen III methylase) (EC 2.1.1.107) (SUMT) (Uroporphyrinogen III methylase) (UROM)	[MISSING]
P12045	purK BSU06430	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	[MISSING]
P12044	purE BSU06420	N5-carboxyaminoimidazole ribonucleotide mutase (N5-CAIR mutase) (EC 5.4.99.18) (5-(carboxyamino)imidazole ribonucleotide mutase)	[MISSING]
P12047	purB purE BSU06440	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase) (Glutamyl--tRNA ligase regulatory factor)	[MISSING]
P94556	racE glr murI BSU28390	Glutamate racemase 1 (EC 5.1.1.3)	[MISSING]
P12048	purH purHJ BSU06520	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	[MISSING]
O34577	cysC ylnC BSU15600	Probable adenylyl-sulfate kinase (EC 2.7.1.25) (APS kinase) (ATP adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenosine-5'-phosphosulfate kinase)	[MISSING]
P37940	bfmBAA bfmB1a BSU24050	2-oxoisovalerate dehydrogenase subunit alpha (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain) (BCKDH E1-alpha)	[MISSING]
P37251	ilvB BSU28310	Acetolactate synthase large subunit (AHAS) (EC 2.2.1.6) (Acetohydroxy-acid synthase large subunit) (ALS) (Vegetative protein 105) (VEG105)	[MISSING]
Q06756	ispF yacN BSU00910	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)	[MISSING]
Q06755	ispD yacM BSU00900	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT)	[MISSING]
P37252	ilvH ilvN BSU28300	Acetolactate synthase small subunit (EC 2.2.1.6) (Acetohydroxy-acid synthase small subunit) (AHAS) (ALS)	[MISSING]
P25995	pyrC BSU15500	Dihydroorotase (DHOase) (EC 3.5.2.3)	[MISSING]
P42434	nasC narB nasBB BSU03310	Assimilatory nitrate reductase catalytic subunit (EC 1.7.99.4)	[MISSING]
P42437	nasF nasBE BSU03280	Uroporphyrinogen-III C-methyltransferase (Urogen III methylase) (EC 2.1.1.107) (SUMT) (Uroporphyrinogen III methylase) (UROM)	[MISSING]
O31620	thiD yjbV BSU11710	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase (EC 2.7.1.49) (EC 2.7.4.7) (Hydroxymethylpyrimidine kinase) (HMP kinase) (Hydroxymethylpyrimidine phosphate kinase) (HMP-P kinase) (HMP-phosphate kinase) (HMPP kinase)	[MISSING]
O34607	sdaAA ylpA BSU15860	Probable L-serine dehydratase, alpha chain (SDH) (EC 4.3.1.17) (L-serine deaminase) (L-SD)	[MISSING]
P25993	pyrAA BSU15510	Carbamoyl-phosphate synthase pyrimidine-specific small chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase glutamine chain)	[MISSING]
P37550	ispE ipk yabH BSU00460	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)	[MISSING]
P37941	bfmBAB bfmB1b BSU24040	2-oxoisovalerate dehydrogenase subunit beta (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component beta chain) (BCKDH E1-beta)	[MISSING]
P28619	rph BSU28370	Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase)	[MISSING]
P37942	bfmBB bfmB bfmB2 BSU24030	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168) (Branched-chain alpha-keto acid dehydrogenase complex component E2) (BCKAD-E2) (BCKADE2) (Dihydrolipoamide acetyltransferase component of branched-chain alpha-keto acid dehydrogenase complex) (Dihydrolipoamide branched chain transacylase) (Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase)	[MISSING]
P12040	purN BSU06510	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)	[MISSING]
P37946	ilvA BSU21770	L-threonine dehydratase biosynthetic IlvA (EC 4.3.1.19) (Threonine deaminase)	[MISSING]
P96738	capA pgsA ywtB BSU35880	PGA biosynthesis protein CapA	[MISSING]
P39138	rocF BSU40320	Arginase (EC 3.5.3.1)	[MISSING]
O32117	yutJ BSU32200	NADH dehydrogenase-like protein YutJ (EC 1.6.-.-)	[MISSING]
P80865	sucD BSU16100	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	[MISSING]
P17618	ribD ribG BSU23280	Riboflavin biosynthesis protein RibD [Includes: Diaminohydroxyphosphoribosylaminopyrimidine deaminase (DRAP deaminase) (EC 3.5.4.26) (Riboflavin-specific deaminase); 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193) (HTP reductase)]	[MISSING]
P80861	yjlD BSU12290	NADH dehydrogenase-like protein YjlD (EC 1.6.99.-) (Glucose starvation-inducible protein 5) (GSI5)	[MISSING]
