ENTRY	STOICHIOMETRY	GENE NAMES	PROTEIN NAME	UNIPROT NOTE
O34933	1.0	yfmD BSU07510	Fe(3+)-citrate import system permease protein YfmD (Ferric-citrate import system permease protein)	SUBUNIT: The complex is composed of one ATP-binding protein (YfmF), two transmembrane proteins (YfmD and YfmE) and a solute-binding protein (YfmC). {ECO:0000305}.
O05228	1.0	mrpF yufC BSU31650	Na(+)/H(+) antiporter subunit F (Mrp complex subunit F) (Multiple resistance and pH homeostasis protein F) (Sodium-cholate efflux protein MrpF)	SUBUNIT: Forms a heterooligomeric complex that consists of seven subunits: MrpA, MrpB, MrpC, MrpD, MrpE, MrpF and MrpG. {ECO:0000269|PubMed:17693497}.
O35006	1.0	hisA BSU34880	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase (EC 5.3.1.16) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase)	[MISSING]
Q03224	1.0	glpX ywjI BSU37090	Fructose-1,6-bisphosphatase class 2 (FBPase class 2) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 2)	[MISSING]
P03963	1.0	trpE BSU22680	Anthranilate synthase component 1 (AS) (ASI) (EC 4.1.3.27)	SUBUNIT: Heterotetramer consisting of two non-identical subunits: a beta subunit (TrpG) and a large alpha subunit (TrpE). {ECO:0000250}.
Q03521	1.0	mraY BSU15190	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	[MISSING]
P42177	1.0	narI BSU37250	Nitrate reductase gamma chain (EC 1.7.99.4)	[MISSING]
O31617	1.0	thiS yjbS BSU11680	Sulfur carrier protein ThiS (Thiamine biosynthesis protein ThiS)	SUBUNIT: Forms heterodimers with ThiG. {ECO:0000269|PubMed:15362849}.
P37941	1.0	bfmBAB bfmB1b BSU24040	2-oxoisovalerate dehydrogenase subunit beta (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component beta chain) (BCKDH E1-beta)	SUBUNIT: Heterotetramer of two alpha and two beta chains. Directly associated with ODBA in the E1 complex.
O34962	1.0	ytsJ BSU29220	Probable NAD-dependent malic enzyme 4 (NAD-ME 4) (EC 1.1.1.38)	[MISSING]
P37550	1.0	ispE ipk yabH BSU00460	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)	[MISSING]
O32146	1.0	pucB yurE BSU32500	Purine catabolism protein PucB	[MISSING]
P46317	1.0	licC celB BSU38580	Lichenan permease IIC component (EIIC-Lic) (PTS system lichenan-specific EIIC component)	[MISSING]
P37472	1.0	hprT hpt BSU00680	Hypoxanthine-guanine phosphoribosyltransferase (HGPRT) (HGPRTase) (EC 2.4.2.8)	[MISSING]
P39756	1.0	fdhD narAA narQ BSU36710	Sulfur carrier protein FdhD	[MISSING]
P71019	1.0	fabD ylpE BSU15900	Malonyl CoA-acyl carrier protein transacylase (MCT) (EC 2.3.1.39)	[MISSING]
P11045	1.0	dfrA BSU21810	Dihydrofolate reductase (EC 1.5.1.3)	[MISSING]
P71035	1.0	ureB BSU36650	Urease subunit beta (EC 3.5.1.5) (Urea amidohydrolase subunit beta)	SUBUNIT: Heterotrimer of UreA (gamma), UreB (beta) and UreC (alpha) subunits. Three heterotrimers associate to form the active enzyme. {ECO:0000255|HAMAP-Rule:MF_01954}.
P54419	1.0	metK metE BSU30550	S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (MAT) (Methionine adenosyltransferase)	SUBUNIT: Homotetramer; dimer of dimers. {ECO:0000255|HAMAP-Rule:MF_00086}.
P46353	1.0	drm yqkN BSU23500	Phosphopentomutase (EC 5.4.2.7) (Phosphodeoxyribomutase)	[MISSING]
P42417	1.0	iolF yxdF BSU39710 E83F	Minor myo-inositol transporter IolF	[MISSING]
O31717	1.0	ykpB BSU14440	Uncharacterized oxidoreductase YkpB (EC 1.1.1.-)	[MISSING]
P34959	1.0	qoxD BSU38140 ipa-40d	Quinol oxidase subunit 4 (EC 1.10.3.-) (Quinol oxidase aa3-600, subunit QoxD) (Quinol oxidase polypeptide IV)	[MISSING]
P45743	1.0	dhbB BSU31970	Isochorismatase (EC 3.3.2.1) (2,3 dihydro-2,3 dihydroxybenzoate synthase) (Superoxide-inducible protein 1) (SOI1)	[MISSING]
O34510	1.0	yfmF BSU07490	Fe(3+)-citrate import ATP-binding protein YfmF (Ferric-citrate import ATP-binding protein) (EC 3.6.3.-)	SUBUNIT: The complex is composed of one ATP-binding protein (YfmF), two transmembrane proteins (YfmD and YfmE) and a solute-binding protein (YfmC). {ECO:0000305}.
O34931	1.0	tcyM ytmM BSU29350	L-cystine transport system permease protein TcyM	SUBUNIT: The complex is composed of two ATP-binding proteins (TcyN), two transmembrane proteins (TcyL and TcyM) and two solute-binding proteins (TcyJ and TcyK). {ECO:0000305}.
P77837	1.0	ureC BSU36640	Urease subunit alpha (EC 3.5.1.5) (Urea amidohydrolase subunit alpha)	SUBUNIT: Heterotrimer of UreA (gamma), UreB (beta) and UreC (alpha) subunits. Three heterotrimers associate to form the active enzyme. {ECO:0000255|HAMAP-Rule:MF_01953}.
O34340	1.0	fabF yjaY BSU11340	3-oxoacyl-[acyl-carrier-protein] synthase 2 (EC 2.3.1.179) (3-oxoacyl-[acyl-carrier-protein] synthase II) (Beta-ketoacyl-ACP synthase II) (KAS II)	[MISSING]
P94507	1.0	uppP bacA upk yubB BSU31150	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	[MISSING]
O32117	1.0	yutJ BSU32200	NADH dehydrogenase-like protein YutJ (EC 1.6.-.-)	[MISSING]
O32169	1.0	metN yusC BSU32750	Methionine import ATP-binding protein MetN (EC 3.6.3.-)	SUBUNIT: The complex is composed of two ATP-binding proteins (MetN), two transmembrane proteins (MetP) and a solute-binding protein (MetQ). {ECO:0000305}.
P37810	1.0	atpG BSU36820	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c (Probable). The F(1)F(0) complex interacts with SpoIIIJ and YqjG; YqgA is found in the same complex. {ECO:0000255|HAMAP-Rule:MF_00815, ECO:0000269|PubMed:19717609, ECO:0000305}.
P52996	1.0	panB BSU22430	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT)	SUBUNIT: Homodecamer; pentamer of dimers. {ECO:0000255|HAMAP-Rule:MF_00156}.
P50726	1.0	fmnP ribU ypaA BSU23050	Riboflavin transporter FmnP (FMN permease) (Riboflavin ECF transporter S component FmnP)	SUBUNIT: Forms a stable energy-coupling factor (ECF) transporter complex composed of a membrane-embedded substrate-binding protein (S component), 2 ATP-binding proteins (A component) and 2 transmembrane proteins (T component). May be able to interact with more than 1 S component at a time (By similarity). {ECO:0000250}.
P49787	1.0	accC1 accC yqhX BSU24340	Biotin carboxylase 1 (EC 6.3.4.14) (Acetyl-CoA carboxylase subunit A 1) (ACC 1) (EC 6.4.1.2)	SUBUNIT: Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex. {ECO:0000250}.
Q04777	1.0	alsD BSU36000	Alpha-acetolactate decarboxylase (EC 4.1.1.5)	[MISSING]
O34591	1.0	acoB yfjJ BSU08070	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta (Acetoin:DCPIP oxidoreductase-beta) (Ao:DCPIP OR) (EC 1.1.1.-) (TPP-dependent acetoin dehydrogenase E1 subunit beta)	SUBUNIT: Tetramer of 2 alpha and 2 beta subunits. {ECO:0000250}.
O35000	1.0	nagB BSU35020	Glucosamine-6-phosphate deaminase 1 (EC 3.5.99.6) (GlcN6P deaminase 1) (GNPDA 1) (Glucosamine-6-phosphate isomerase 1)	[MISSING]
P27620	1.0	tagA BSU35750	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase (EC 2.4.1.187) (Major teichoic acid biosynthesis protein A) (N-acetylmannosaminyltransferase) (UDP-N-acetylmannosamine transferase) (UDP-N-acetylmannosamine:N-acetylglucosaminyl pyrophosphorylundecaprenol N-acetylmannosaminyltransferase)	[MISSING]
O34683	1.0	hisB BSU34900	Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19)	[MISSING]
P42434	1.0	nasC narB nasBB BSU03310	Assimilatory nitrate reductase catalytic subunit (EC 1.7.99.4)	[MISSING]
P14193	1.0	prs BSU00510	Ribose-phosphate pyrophosphokinase (RPPK) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate) (Phosphoribosyl diphosphate synthase) (Phosphoribosyl pyrophosphate synthase) (P-Rib-PP synthase) (PPRibP synthase) (PRPP synthase) (PRPPase)	SUBUNIT: Homohexamer; trimer of dimers. {ECO:0000269|PubMed:10742175, ECO:0000269|PubMed:11790837, ECO:0000303|PubMed:28031352}.
O32143	1.0	pucE yurB BSU32470	Probable xanthine dehydrogenase subunit E (XDHase subunit E) (EC 1.17.1.4)	SUBUNIT: Could be composed of four subunits: PucA, PucC, PucD and PucE.
O32033	1.0	udk BSU27330	Uridine kinase (EC 2.7.1.48) (Cytidine monophosphokinase) (Uridine monophosphokinase)	[MISSING]
P42175	1.0	narG BSU37280	Nitrate reductase alpha chain (EC 1.7.99.4)	[MISSING]
O34348	1.0	yfmC BSU07520	Fe(3+)-citrate-binding protein YfmC (Ferric-citrate-binding protein)	SUBUNIT: The complex is composed of one ATP-binding protein (YfmF), two transmembrane proteins (YfmD and YfmE) and a solute-binding protein (YfmC). {ECO:0000305}.
P80643	1.0	acpA acpP BSU15920	Acyl carrier protein (ACP)	[MISSING]
P94524	1.0	araB BSU28790	Ribulokinase (EC 2.7.1.16)	[MISSING]
P46907	1.0	narK BSU37320	Nitrite extrusion protein (Nitrite facilitator)	[MISSING]
P39578	1.0	dltD BSU38530 ipa-2r	Protein DltD	[MISSING]
P36946	1.0	rbsD BSU35930	D-ribose pyranase (EC 5.4.99.62)	SUBUNIT: Homodecamer; dimer of pentamers. {ECO:0000269|PubMed:12738765}.
P10725	1.0	alr1 alr dal BSU04640	Alanine racemase 1 (EC 5.1.1.1)	[MISSING]
P37527	1.0	pdxS yaaD BSU00110	Pyridoxal 5'-phosphate synthase subunit PdxS (PLP synthase subunit PdxS) (EC 4.3.3.6) (Pdx1) (Superoxide-inducible protein 7) (SOI7)	SUBUNIT: Homohexamer and homododecamer. In the presence of PdxT, forms a dodecamer of heterodimers. {ECO:0000255|HAMAP-Rule:MF_01824, ECO:0000269|PubMed:17159152}.
P50740	1.0	fni idi ypgA BSU22870	Isopentenyl-diphosphate delta-isomerase (IPP isomerase) (EC 5.3.3.2) (Isopentenyl diphosphate:dimethylallyl diphosphate isomerase) (Isopentenyl pyrophosphate isomerase) (Type 2 isopentenyl diphosphate isomerase) (IDI-2)	SUBUNIT: Homooctamer. Dimer of tetramers. {ECO:0000255|HAMAP-Rule:MF_00354, ECO:0000269|PubMed:12798687}.
O34557	1.0	rpe yloR BSU15790	Ribulose-phosphate 3-epimerase (EC 5.1.3.1) (Pentose-5-phosphate 3-epimerase) (PPE) (R5P3E)	[MISSING]
O34526	1.0	alaS BSU27410	Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	[MISSING]
P07600	1.0	trpB BSU22640	Tryptophan synthase beta chain (EC 4.2.1.20)	SUBUNIT: Tetramer of two alpha and two beta chains. {ECO:0000250}.
P53558	1.0	bioD BSU30210	ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)	[MISSING]
O32090	1.0	pncB yueK BSU31750	Nicotinate phosphoribosyltransferase (NAPRTase) (EC 6.3.4.21)	[MISSING]
P39646	1.0	pta ywfJ BSU37660 ipa-88d	Phosphate acetyltransferase (EC 2.3.1.8) (Phosphotransacetylase) (Vegetative protein 43) (VEG43)	[MISSING]
P28820	1.0	pabB pab BSU00740	Aminodeoxychorismate synthase component 1 (ADC synthase) (ADCS) (EC 2.6.1.85) (4-amino-4-deoxychorismate synthase component 1)	SUBUNIT: Monomer. Heterodimer consisting of two non-identical subunits: a glutamine amidotransferase subunit (PabA) and a aminodeoxychorismate synthase subunit (PabB). {ECO:0000269|PubMed:19275258}.
O34912	1.0	hisI hisIE BSU34860	Histidine biosynthesis bifunctional protein HisIE [Includes: Phosphoribosyl-AMP cyclohydrolase (PRA-CH) (EC 3.5.4.19); Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31)]	[MISSING]
P54304	1.0	hemN yqeR BSU25500	Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR (EC 1.3.99.-)	[MISSING]
P25996	1.0	pyrD pyrDA pyrDI BSU15540	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit (DHOD B) (DHODase B) (DHOdehase B) (EC 1.3.1.14) (Dihydroorotate oxidase B) (Orotate reductase (NADH))	SUBUNIT: Heterotetramer of 2 PyrK and 2 PyrD type B subunits. {ECO:0000269|PubMed:10545205}.
O05510	1.0	gmuE ydhR BSU05860	Putative fructokinase (EC 2.7.1.4) (Glucomannan utilization protein E)	[MISSING]
P39816	1.0	gamP ybfS yzfA BSU02350	Putative PTS system glucosamine-specific EIICBA component [Includes: Glucosamine permease IIC component (PTS system glucosamine-specific EIIC component); Glucosamine-specific phosphotransferase enzyme IIB component (EC 2.7.1.193) (PTS system glucosamine-specific EIIB component); Glucosamine-specific phosphotransferase enzyme IIA component (EC 2.7.1.193) (PTS system glucosamine-specific EIIA component)]	[MISSING]
P07601	1.0	trpA BSU22630	Tryptophan synthase alpha chain (EC 4.2.1.20)	SUBUNIT: Tetramer of two alpha and two beta chains. {ECO:0000255|HAMAP-Rule:MF_00131}.
P12046	1.0	purC BSU06450	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase) (Vegetative protein 286A) (VEG286A)	[MISSING]
P36430	1.0	leuS BSU30320	Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	[MISSING]
P46913	1.0	qcrC bfcC BSU22540	Menaquinol-cytochrome c reductase cytochrome b/c subunit	SUBUNIT: The main subunits of the menaquinone:cytochrome c complex are: cytochrome b, the Rieske protein and a cytochrome b/c subunit.
P12040	1.0	purN BSU06510	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)	[MISSING]
O35024	1.0	mntC ytgC BSU30750	Manganese transport system membrane protein MntC	[MISSING]
O34966	1.0	znuA adcA ycdH BSU02850	High-affinity zinc uptake system binding-protein ZnuA	SUBUNIT: The complex is composed of two ATP-binding proteins (ZnuC), two transmembrane proteins (ZnuB) and a solute-binding protein (ZnuA). {ECO:0000305}.
O34872	1.0	ytiB BSU30690	Putative carbonic anhydrase YtiB (EC 4.2.1.1) (Carbonate dehydratase)	[MISSING]
P71012	1.0	fruA BSU14400	PTS system fructose-specific EIIABC component (EIIABC-Fru) [Includes: PTS system fructose-specific EIIA component (EC 2.7.1.202) (EII-Fru) (Fructose-specific phosphotransferase enzyme IIA component); PTS system fructose-specific EIIB component (EC 2.7.1.202) (EIII-Fru) (Fructose-specific phosphotransferase enzyme IIB component); PTS system fructose-specific EIIC component (Fructose permease IIC component)]	[MISSING]
P42178	1.0	narJ BSU37260	Probable nitrate reductase molybdenum cofactor assembly chaperone NarJ	[MISSING]
P42976	1.0	dapB BSU22490	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	[MISSING]
P39608	1.0	ywcJ BSU38060 ipa-48r	Uncharacterized transporter YwcJ	[MISSING]
O05256	1.0	maeN yufR BSU31580	Na(+)-malate symporter (Sodium-dependent malate transporter)	[MISSING]
P18157	1.0	glpK BSU09290	Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK)	SUBUNIT: Homotetramer and homodimer (in equilibrium). {ECO:0000255|HAMAP-Rule:MF_00186}.
P42068	1.0	hutG BSU39380 EE57C	Formimidoylglutamase (EC 3.5.3.8) (Formiminoglutamase) (Formiminoglutamate hydrolase) (N-formimino-L-glutamate formiminohydrolase)	[MISSING]
O05259	1.0	mrpB yufU BSU31610	Na(+)/H(+) antiporter subunit B (Mrp complex subunit B) (Multiple resistance and pH homeostasis protein B)	SUBUNIT: Forms a heterooligomeric complex that consists of seven subunits: MrpA, MrpB, MrpC, MrpD, MrpE, MrpF and MrpG. {ECO:0000269|PubMed:17693497}.
P42437	1.0	nasF nasBE BSU03280	Uroporphyrinogen-III C-methyltransferase (Urogen III methylase) (EC 2.1.1.107) (SUMT) (Uroporphyrinogen III methylase) (UROM)	[MISSING]
Q795M6	1.0	yugH alaT BSU31400	Putative aminotransferase YugH (EC 2.6.1.-)	[MISSING]
P94462	1.0	defA def yloK BSU15720	Peptide deformylase 1 (PDF 1) (EC 3.5.1.88) (Polypeptide deformylase 1)	[MISSING]
P70965	1.0	murAA murA BSU36760	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1 (EC 2.5.1.7) (Enoylpyruvate transferase 1) (UDP-N-acetylglucosamine enolpyruvyl transferase 1) (EPT 1)	[MISSING]
P42086	1.0	pbuX ypaQ BSU22060	Xanthine permease	[MISSING]
P42414	1.0	iolC yxdC BSU39740 E83C	5-dehydro-2-deoxygluconokinase (EC 2.7.1.92) (2-deoxy-5-keto-D-gluconate kinase) (DKG kinase)	[MISSING]
O34572	1.0	ykoC BSU13210	Putative HMP/thiamine permease protein YkoC	SUBUNIT: The complex is composed of two ATP-binding proteins (YkoD), two transmembrane proteins (YkoC and YkoE) and a solute-binding protein (YkoF). {ECO:0000305}.
P42200	1.0	tcyB yckJ BSU03600	L-cystine transport system permease protein TcyB	SUBUNIT: The complex is composed of two ATP-binding proteins (TcyC), two transmembrane proteins (TcyB) and a solute-binding protein (TcyA). {ECO:0000305}.
P94391	1.0	putC ycgN BSU03210	1-pyrroline-5-carboxylate dehydrogenase 2 (P5C dehydrogenase 2) (EC 1.2.1.88) (L-glutamate gamma-semialdehyde dehydrogenase)	[MISSING]
P36838	1.0	carA cpaA BSU11230	Carbamoyl-phosphate synthase arginine-specific small chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase glutamine chain)	SUBUNIT: Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate.
O34563	1.0	glnH BSU27440	ABC transporter glutamine-binding protein GlnH	SUBUNIT: The complex is composed of two ATP-binding proteins (GlnQ), two transmembrane proteins (GlnM and GlnP) and a solute-binding protein (GlnH). {ECO:0000305}.
P37809	1.0	atpD BSU36810	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta) (Vegetative protein 31) (VEG31)	SUBUNIT: F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains (Probable). The F(1)F(0) complex interacts with SpoIIIJ and YqjG; YqgA is found in the same complex. {ECO:0000255|HAMAP-Rule:MF_01347, ECO:0000269|PubMed:19717609, ECO:0000305}.
O34411	1.0	hisK hisJ BSU29620	Histidinol-phosphatase (HolPase) (EC 3.1.3.15)	[MISSING]
O34764	1.0	sat ylnB BSU15590	Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT)	[MISSING]
P46319	1.0	licA celC BSU38570	Lichenan-specific phosphotransferase enzyme IIA component (EC 2.7.1.-) (EIIA-Lic) (EIII-Lic) (PTS system lichenan-specific EIIA component)	[MISSING]
P37253	1.0	ilvC BSU28290	Ketol-acid reductoisomerase (NADP(+)) (KARI) (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase) (Ketol-acid reductoisomerase type 1) (Ketol-acid reductoisomerase type I)	[MISSING]
P39131	1.0	mnaA BSU35660	UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14) (UDP-GlcNAc-2-epimerase)	[MISSING]
Q9KWZ1	1.0	nadA BSU27850	Quinolinate synthase A (EC 2.5.1.72)	[MISSING]
P26901	1.0	katA kat kat-19 BSU08820	Vegetative catalase (EC 1.11.1.6)	[MISSING]
Q03522	1.0	murD BSU15200	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9) (D-glutamic acid-adding enzyme) (UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase)	[MISSING]
P94363	1.0	cimH yxkJ BSU38770	Citrate/malate transporter (Citrate/malate-proton symporter)	[MISSING]
P39823	1.0	pssA pss BSU02270	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8) (Phosphatidylserine synthase)	[MISSING]
P42957	1.0	mtlD mtlB BSU03990	Mannitol-1-phosphate 5-dehydrogenase (EC 1.1.1.17)	[MISSING]
O32214	1.0	cysJ yvgR BSU33440	Sulfite reductase [NADPH] flavoprotein alpha-component (SiR-FP) (EC 1.8.1.2)	SUBUNIT: Alpha(8)-beta(8). The alpha component is a flavoprotein, the beta component is a hemoprotein (By similarity). {ECO:0000250}.
P37815	1.0	atpE BSU36860	ATP synthase subunit c (ATP synthase F(0) sector subunit c) (F-type ATPase subunit c) (F-ATPase subunit c) (Lipid-binding protein)	SUBUNIT: F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains (Probable). The F(1)F(0) complex interacts with SpoIIIJ and YqjG; YqgA is found in the same complex. {ECO:0000255|HAMAP-Rule:MF_01396, ECO:0000269|PubMed:19717609, ECO:0000305}.
P26380	1.0	levE sacL BSU27060	PTS system fructose-specific EIIB component (EC 2.7.1.202) (EIIB-Fru) (Fructose-specific phosphotransferase enzyme IIB component) (lev-PTS) (p18)	[MISSING]
P17620	1.0	ribBA ribA BSU23260	Riboflavin biosynthesis protein RibBA [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)]	[MISSING]
P24010	1.0	ctaD BSU14900	Cytochrome c oxidase subunit 1 (EC 1.9.3.1) (Caa-3605 subunit 1) (Cytochrome aa3 subunit 1) (Cytochrome c oxidase polypeptide I) (Oxidase aa(3) subunit 1)	[MISSING]
P10944	1.0	hutH BSU39350	Histidine ammonia-lyase (Histidase) (EC 4.3.1.3)	[MISSING]
O31461	1.0	ilvE ybgE BSU02390	Branched-chain-amino-acid transaminase 1 (BCAT 1) (EC 2.6.1.42)	[MISSING]
P70999	1.0	speB ywhG BSU37490	Agmatinase (EC 3.5.3.11) (Agmatine ureohydrolase) (AUH)	[MISSING]
P36949	1.0	rbsB BSU35960	Ribose import binding protein RbsB	SUBUNIT: The complex is composed of an ATP-binding protein (RbsA), two transmembrane proteins (RbsC) and a solute-binding protein (RbsB). {ECO:0000250|UniProtKB:P02925}.
O05506	1.0	gmuA ydhN BSU05820	PTS system oligo-beta-mannoside-specific EIIA component (Glucomannan utilization protein A) (Oligo-beta-mannoside-specific phosphotransferase enzyme IIA component) (EC 2.7.1.205)	[MISSING]
O32029	1.0	yrrT BSU27280	Uncharacterized methyltransferase YrrT (EC 2.1.1.-)	[MISSING]
O05227	1.0	mrpG yufB BSU31660	Na(+)/H(+) antiporter subunit G (Mrp complex subunit G) (Multiple resistance and pH homeostasis protein G)	SUBUNIT: Forms a heterooligomeric complex that consists of seven subunits: MrpA, MrpB, MrpC, MrpD, MrpE, MrpF and MrpG. {ECO:0000269|PubMed:17693497}.
O34521	1.0	nagP BSU07700	PTS system N-acetylglucosamine-specific EIICB component (EIICB-Nag) [Includes: N-acetylglucosamine permease IIC component (PTS system N-acetylglucosamine-specific EIIC component); N-acetylglucosamine-specific phosphotransferase enzyme IIB component (EC 2.7.1.-) (PTS system N-acetylglucosamine-specific EIIB component)]	[MISSING]
P39141	1.0	nupC BSU39410	Nucleoside permease NupC	[MISSING]
