ENTRY	CHEBI	NAME	STOICHIOMETRY	UNIPROT ANNOTATION
O34557	CHEBI:29035	Mn(2+)	0.0	Binds 1 divalent metal cation per subunit. Active with Co(2+), Fe(2+), Mn(2+) and Zn(2+). {ECO:0000250};
O34557	CHEBI:29105	Zn(2+)	0.0	Binds 1 divalent metal cation per subunit. Active with Co(2+), Fe(2+), Mn(2+) and Zn(2+). {ECO:0000250};
P54716	CHEBI:29035	Mn(2+)	1.0	Binds 1 divalent metal cation per subunit. Manganese, iron, cobalt or nickel enhance activity. {ECO:0000269|PubMed:17676871};; 
P54716	CHEBI:29033	Fe(2+)	0.0	Binds 1 divalent metal cation per subunit. Manganese, iron, cobalt or nickel enhance activity. {ECO:0000269|PubMed:17676871};; 
P54716	CHEBI:48828	Co(2+)	0.0	Binds 1 divalent metal cation per subunit. Manganese, iron, cobalt or nickel enhance activity. {ECO:0000269|PubMed:17676871};; 
P54716	CHEBI:49786	Ni(2+)	0.0	Binds 1 divalent metal cation per subunit. Manganese, iron, cobalt or nickel enhance activity. {ECO:0000269|PubMed:17676871};; 
P54716	CHEBI:57540	NAD(+)	1.0	Binds 1 NAD(+) per subunit. Is only active with NAD(+), not NADH. {ECO:0000269|PubMed:17676871};
P17620	CHEBI:18420	Mg(2+)	2.0	Binds 2 divalent metal cations per subunit. Magnesium or manganese. {ECO:0000255|HAMAP-Rule:MF_01283};; 
P17620	CHEBI:29035	Mn(2+)	0.0	Binds 2 divalent metal cations per subunit. Magnesium or manganese. {ECO:0000255|HAMAP-Rule:MF_01283};; 
P17620	CHEBI:29105	Zn(2+)	1.0	Binds 1 zinc ion per subunit. {ECO:0000255|HAMAP-Rule:MF_01283};
O34389	CHEBI:18420	Mg(2+)	1.0	Divalent metal cations. Prefers magnesium or manganese. {ECO:0000250};
O34389	CHEBI:29035	Mn(2+)	0.0	Divalent metal cations. Prefers magnesium or manganese. {ECO:0000250};
P24011	CHEBI:23378	Cu cation	[MISSING]	Binds a copper A center.;; 
P24011	CHEBI:30413	heme	1.0	 Name=heme; Xref=ChEBI:CHEBI:30413; 
P54572	CHEBI:18420	Mg(2+)	1.0	Divalent metal cations. Prefers magnesium or manganese. {ECO:0000250};
P54572	CHEBI:29035	Mn(2+)	0.0	Divalent metal cations. Prefers magnesium or manganese. {ECO:0000250};
O31612	CHEBI:29108	Ca(2+)	1.0	Divalent metal ions. Both Ca(2+) and Mn(2+) ions are more effective activators than zinc, cobalt, copper and magnesium ions at low concentrations. {ECO:0000255|HAMAP-Rule:MF_00361, ECO:0000269|PubMed:12897004};
O31612	CHEBI:29035	Mn(2+)	0.0	Divalent metal ions. Both Ca(2+) and Mn(2+) ions are more effective activators than zinc, cobalt, copper and magnesium ions at low concentrations. {ECO:0000255|HAMAP-Rule:MF_00361, ECO:0000269|PubMed:12897004};
P05645	CHEBI:18420	Mg(2+)	1.0	Binds 1 Mg(2+) or Mn(2+) ion per subunit. {ECO:0000250};
P05645	CHEBI:29035	Mn(2+)	0.0	Binds 1 Mg(2+) or Mn(2+) ion per subunit. {ECO:0000250};
P12039	CHEBI:18420	Mg(2+)	1.0	Binds 1 Mg(2+) or Mn(2+) ion per subunit. {ECO:0000250};
P12039	CHEBI:29035	Mn(2+)	0.0	Binds 1 Mg(2+) or Mn(2+) ion per subunit. {ECO:0000250};
P37877	CHEBI:18420	Mg(2+)	1.0	Mg(2+). Can also accept Mn(2+). {ECO:0000255|HAMAP-Rule:MF_00020};
P37877	CHEBI:29035	Mn(2+)	0.0	Mg(2+). Can also accept Mn(2+). {ECO:0000255|HAMAP-Rule:MF_00020};
P18185	CHEBI:18420	Mg(2+)	4.0	Binds 4 Mg(2+) or Mn(2+) ions per subunit. {ECO:0000250};
P18185	CHEBI:29035	Mn(2+)	0.0	Binds 4 Mg(2+) or Mn(2+) ions per subunit. {ECO:0000250};
P34956	CHEBI:23378	Cu cation	[MISSING]	Binds a copper B center. {ECO:0000250};; 
P34956	CHEBI:60532	ferriheme a	1.0	 Name=ferriheme a; Xref=ChEBI:CHEBI:60532; Evidence={ECO:0000250}; ; 
P34956	[MISSING]	[MISSING]	1.0	Heme A3. {ECO:0000250};
P42084	CHEBI:29105	Zn(2+)	1.0	Binds 1 zinc or iron ion per subunit.;
P42084	CHEBI:29033	Fe(2+)	0.0	Binds 1 zinc or iron ion per subunit.;
P25994	CHEBI:18420	Mg(2+)	4.0	Binds 4 Mg(2+) or Mn(2+) ions per subunit. {ECO:0000250};
P25994	CHEBI:29035	Mn(2+)	0.0	Binds 4 Mg(2+) or Mn(2+) ions per subunit. {ECO:0000250};
P96612	CHEBI:18420	Mg(2+)	2.0	Binds 2 magnesium or manganese ions per subunit. {ECO:0000250};
P96612	CHEBI:29035	Mn(2+)	0.0	Binds 2 magnesium or manganese ions per subunit. {ECO:0000250};
P42416	CHEBI:57925	glutathione	1.0	 Name=glutathione; Xref=ChEBI:CHEBI:57925; Evidence={ECO:0000269|PubMed:14993306}; ; 
P42416	CHEBI:48828	Co(2+)	1.0	 Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000269|PubMed:14993306}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000269|PubMed:14993306}; 
P42416	CHEBI:29035	Mn(2+)	0.0	 Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000269|PubMed:14993306}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000269|PubMed:14993306}; 
P45868	CHEBI:18420	Mg(2+)	1.0	Divalent metal cations. Prefers magnesium or manganese. {ECO:0000250};
P45868	CHEBI:29035	Mn(2+)	0.0	Divalent metal cations. Prefers magnesium or manganese. {ECO:0000250};
P39126	CHEBI:18420	Mg(2+)	1.0	Binds 1 Mg(2+) or Mn(2+) ion per subunit. {ECO:0000250};
P39126	CHEBI:29035	Mn(2+)	0.0	Binds 1 Mg(2+) or Mn(2+) ion per subunit. {ECO:0000250};
