ENTRY	GENE NAME	NAME	LOCATION
Q8XTP6	eftA RSp0060	Putative electron transfer flavoprotein alpha-subunit (Alpha-etf)	[MISSING]
Q8XGX6	ilvE2 ilvE3 RSp1327 RSp1358	Branched-chain-amino-acid aminotransferase (EC 2.6.1.42)	[MISSING]
Q8XRY5	RSp0696	Putative aminotransferase, class v protein	[MISSING]
Q8XQ37	ttuD1 RSp1449	Probable hydroxypyruvate reductase oxidoreductase protein (EC 1.1.1.81)	[MISSING]
Q8XRY7	kynA2 RSp0694	Tryptophan 2,3-dioxygenase 2 (TDO-2) (EC 1.13.11.11) (Tryptamin 2,3-dioxygenase 2) (Tryptophan oxygenase 2) (TO-2) (TRPO-2) (Tryptophan pyrrolase 2) (Tryptophanase 2)	[MISSING]
Q8XRY8	RSp0693	Putative lactoylglutathione lyase and related lyases protein	[MISSING]
Q8XQ38	pykA2 RSp1448	Pyruvate kinase (EC 2.7.1.40)	[MISSING]
Q8XUG6	RSc3222	Putative vgr-related protein	[MISSING]
Q8XT32	dinF RSp0283	Probable dna-damage-inducible f transmembrane protein	[MISSING]
Q8XXY4	folC RSc1979	Probable bifunctional protein: folylpolyglutamate synthase and dihydrofolate synthase (EC 6.3.2.12) (EC 6.3.2.17)	[MISSING]
Q8Y1J5	RSc0695	Probable porin (Omp) abc transporter protein	[MISSING]
Q8Y2F8	trpD3 RSc0378	Putative anthranilate phosphoribosyltransferase protein (EC 2.4.2.18)	[MISSING]
Q8Y1J7	kdtA RSc0693	Probable 3-deoxy-d-manno-octulosonic-acid transferase transmembrane protein (EC 2.4.-.-)	[MISSING]
Q8Y0J2	fabG1 RSc1052	Probable 3-oxoacyl-[acyl-carrier-protein] reductase oxidoreductase (EC 1.1.1.100)	[MISSING]
Q8XRI6	RSp0845	Putative type III effector protein	[MISSING]
Q8XRG6	cmtC RSp0888	Probable 2,3-dihydroxy-p-cumate-3,4-dioxygenase oxidoreductase protein	[MISSING]
Q8Y1J9	RSc0691	Putative phosphomannomutase or phosphoglucomutase protein (EC 5.4.2.-)	[MISSING]
Q8Y1J8	rfaC1 RSc0692	Probable lipopolysaccharide heptosyltransferase protein (EC 2.4.1.-)	[MISSING]
Q8XZF9	pcaG RSc1442	Probable protocatechuate 3,4-dioxygenase (Alpha chain) oxidoreductase protein (EC 1.13.11.3)	[MISSING]
Q8Y377	RSc0104	Putative hemolysin-type calcium-binding protein	[MISSING]
Q8Y370	thiS RSc0111	Probable sulfur transfer protein this	[MISSING]
Q8XR96	nrdD RSp0963	Putative ribonucleotide reductase oxidoreductase protein (EC 1.17.4.2)	[MISSING]
Q8Y373	thiE1 RSc0108	Probable thiamine-phosphate pyrophosphorylase protein (EC 2.5.1.3)	[MISSING]
Q8XR98	kbl RSp0961	2-amino-3-ketobutyrate coenzyme A ligase (AKB ligase) (EC 2.3.1.29) (Glycine acetyltransferase)	[MISSING]
Q8XXH4	RSc2140	Probable sugar atp-binding abc transporter protein	[MISSING]
Q8Y378	RSc0102	Putative calcium binding hemolysin protein (Fragment)	[MISSING]
Q8XQZ7	RSp1071	Putative hemagglutinin-related protein	[MISSING]
Q8XVH4	fadD1 RSc2857	Probable long-chain-fatty-acid--coa ligase protein (EC 6.2.1.3)	[MISSING]
Q8Y2C0	RSc0416	Putative peptidase c56 protein	[MISSING]
Q8Y2C3	RSc0413	Putative sugar isomerase (Sis) protein	[MISSING]
Q8XRT5	RSp0746	Uncharacterized protein	[MISSING]
Q8Y2C4	yrbI RSc0412	Probable 3-deoxy-d-manno-octulosonate 8-phosphate(Kdo 8-p)phosphatase protein	[MISSING]
Q8Y2C7	RSc0409	Probable atp-binding abc transporter protein	[MISSING]
Q8XSP9	RSp0418	Probable ornithine cyclodeaminase protein (EC 4.3.1.12)	[MISSING]
Q8XWQ1	cysD RSc2422	Putative sulfate adenylyltransferase subunit 2 protein (EC 2.7.7.4)	[MISSING]
Q8XWQ3	nirE RSc2420	Putative uroporphyrinogen-III c-methyltransferase protein (EC 2.1.1.107)	[MISSING]
Q8XSP5	RSp0422	Probable siderophore synthetase component protein	[MISSING]
Q8XWQ5	RSc2418	Uncharacterized protein	[MISSING]
Q8XR12	RSp1056	Probable beta-alanine--pyruvate aminotransferase (Omega-amino acid--pyruvate aminotransferase) protein (EC 2.6.1.18)	[MISSING]
Q8XWQ7	RSc2416	Putative permease transmembrane protein	[MISSING]
Q8XWQ6	RSc2417	Putative permease transmembrane protein	[MISSING]
Q8XQL0	RSp1212	Putative type III effector protein	[MISSING]
Q8XXN8	ilvC RSc2075 RS03640	Ketol-acid reductoisomerase (NADP(+)) (KARI) (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase) (Ketol-acid reductoisomerase type 1) (Ketol-acid reductoisomerase type I)	[MISSING]
Q8Y183	RSc0807 RS05015	Probable tautomerase RSc0807 (EC 5.3.2.-)	[MISSING]
Q8Y182	ltaA RSc0808	L-threonine aldolase (EC 4.1.2.48)	[MISSING]
Q8XWX3	nadE RSc2347	Probable nh3-dependent nad+ synthetase signal peptide protein (EC 6.3.5.1)	[MISSING]
Q8XQ86	RSp1400	Probable 4-hydroxyphenylpyruvate dioxygenase-related protein	[MISSING]
Q8XU99	gcvH RSc3294 RS02523	Glycine cleavage system H protein	[MISSING]
Q8XU98	gcvP RSc3295 RS02524	Glycine dehydrogenase (decarboxylating) (EC 1.4.4.2) (Glycine cleavage system P-protein) (Glycine decarboxylase) (Glycine dehydrogenase (aminomethyl-transferring))	[MISSING]
Q8XU97	sdaA2 RSc3296	Probable l-serine amonya-lyase, l-serine dehydratase 2 (L-serine deaminase) protein (EC 4.3.1.17)	[MISSING]
Q8XU95	RSc3298 RS02526	Putative glutamate--cysteine ligase 2 (EC 6.3.2.2) (Gamma-glutamylcysteine synthetase 2) (GCS 2) (Gamma-GCS 2)	[MISSING]
Q8Y0R4	RSc0979	Probable transmembrane protein	[MISSING]
Q8XQ89	aroQ2 RSp1397 RS02061	3-dehydroquinate dehydratase 2 (3-dehydroquinase 2) (EC 4.2.1.10) (Type II DHQase 2)	[MISSING]
Q8Y0R6	RSc0977	Putative transglycosylase signal peptide protein (EC 3.2.1.-)	[MISSING]
Q8XY12	RSc1951	Probable solute:na+ symporter permease transmembrane protein	[MISSING]
Q8XY11	acsA RSc1952 RS03526	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	[MISSING]
Q8XQL6	RSp1206	Putative transmembrane cytochrome bd-II oxidase (Subunit II) oxidoreductase protein (EC 1.10.3.-)	[MISSING]
Q8Y1X9	pilA RSc0558	Type 4 fimbrial pilin signal peptide protein	[MISSING]
Q8Y1X7	moaC RSc0560 RS04905	Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17) (Molybdenum cofactor biosynthesis protein C)	[MISSING]
Q8XY19	RSc1944	Putative vgr-related protein	[MISSING]
Q8XVA3	petB RSc2928	Cytochrome b	[MISSING]
Q8Y1X2	rfaF RSc0565	Probable adp-heptose--lipopolysaccharide heptosyltransferase II protein	[MISSING]
Q8Y1X0	RSc0567	Probable branched-chain amino acid aminotransferase protein (EC 2.6.1.42)	[MISSING]
Q8Y0D0	fdxA RSc1114	Probable ferredoxin protein	[MISSING]
Q8Y0F1	pcaK RSc1093	Putative 4-hydroxybenzoate transporter transmembrane protein	[MISSING]
Q8XPT0	pgl RSp1558	Probable 6-phosphogluconolactonase oxidoreductase protein (EC 3.1.1.31)	[MISSING]
Q8XQJ3	aatA1 RSp1232	Aminotransferase (EC 2.6.1.-)	[MISSING]
Q8Y0D8	purU3 purU RSc1106	Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase)	[MISSING]
Q8XXC2	nadD RSc2193	Probable nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18) (Deamido-NAD(+) diphosphorylase) (Deamido-NAD(+) pyrophosphorylase) (Nicotinate mononucleotide adenylyltransferase) (NaMN adenylyltransferase)	[MISSING]
Q8XS02	RSp0679	Putative orn/dap/arg decarboxylase 2 protein	[MISSING]
Q8XSY5	acnB RSp0332	Aconitate hydratase B (EC 4.2.1.3) (EC 4.2.1.99) (2-methylisocitrate dehydratase)	[MISSING]
Q8XYA3	cyoB2 RSc1859	Probable transmembrane cytochrome o ubiquinol oxidase (subunitI oxidoreductase protein) (EC 1.10.3.-)	[MISSING]
Q8Y2H6	bioC RSc0360	Malonyl-[acyl-carrier protein] O-methyltransferase (Malonyl-ACP O-methyltransferase) (EC 2.1.1.197) (Biotin synthesis protein BioC)	[MISSING]
Q8Y2H1	ctaG RSc0365	Probable cytochrome c oxidase assembly transmembrane protein	[MISSING]
Q8Y394	gstA RSc0086	Probable glutathione s-transferase protein	[MISSING]
Q8XTP0	opuA RSp0066	Putative glycine betaine/l-proline atp-binding abc transporter protein	[MISSING]
Q8XXQ6	nuoF RSc2057	Probable nadh dehydrogenaseI(Chain f) oxidoreductase protein (EC 1.6.5.3)	[MISSING]
Q8XXQ7	nuoG RSc2056	NADH-quinone oxidoreductase (EC 1.6.5.11)	[MISSING]
Q8XYJ8	pncA RSc1760	Probable bifunctional protein: pyrazinamidase and nicotinamidase hydrolase (Nicotine deamidase) (EC 3.5.1.-) (EC 3.5.1.19)	[MISSING]
Q8XXQ5	nuoE RSc2058	Probable nadh dehydrogenaseI(Chain e) oxidoreductase protein (EC 1.6.5.3)	[MISSING]
Q8XSY8	leuB2 RSp0329	Probable 3-isopropylmalate dehydrogenase oxidoreductase protein (EC 1.1.1.85)	[MISSING]
Q8XQE7	RSp1280	Probable sugar kinase protein (EC 2.7.1.-)	[MISSING]
Q8XQE6	RSp1281	Putative type III effector protein	[MISSING]
Q8XQE4	RSp1283	Putative lamb type porin transmembrane protein	[MISSING]
Q8XQE3	scrB RSp1284	Putative sucrose-6-phosphate hydrolase (Sucrase invertase) protein (EC 3.2.1.26)	[MISSING]
Q8XQE2	scrA RSp1285	Probable pts system, sucrose-specific (IIbc component) transmembrane protein (EC 2.7.1.69)	[MISSING]
Q8XQE0	pilE1 RSp1287	Probable type 4 fimbrial biogenesis signal peptide protein	[MISSING]
Q8XSD6	RSp0540	Probable hemagglutinin-related protein	[MISSING]
Q8XX28	RSc2290	High-potential iron-sulfur protein (HiPIP)	[MISSING]
Q8XRV0	RSp0731	Probable trehalose-6-phosphate synthase (Alpha,alpha-trehalose-phosphate synthase udp-forming) protein (EC 2.4.1.15)	[MISSING]
Q8XRR3	RSp0768	Putative vgr-related protein	[MISSING]
Q8Y3G6	gor RSc0014	Probable glutathione reductase oxidoreductase protein (EC 1.8.1.7)	[MISSING]
Q8XUS0	gspE RSc3115	Probable general secretion pathway protein e	[MISSING]
Q8XQ40	cfa1 RSp1446	Probable cyclopropane-fatty-acyl-phospholipid synthase protein (EC 2.1.1.79)	[MISSING]
P58669	ispG RSc1215 RS02710	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase)	[MISSING]
Q8XRY3	RSp0698	Putative aminotransferase protein (EC 2.6.1.-)	[MISSING]
Q8Y1G6	RSc0724	Putative type-4 fimbrial biogenesis pily1-related signal peptide protein	[MISSING]
Q8Y1G7	RSc0723	Probable type-4 fimbrial pilin-related transmembrane protein	[MISSING]
Q8Y1G4	RSc0726	Probable type 4 fimbrial biogenesis pilw related protein transmembrane	[MISSING]
Q8Y1G5	RSc0725	Probable type 4 fimbrial biogenesis pilx-related protein transmembrane	[MISSING]
Q8XYX4	phbA RSc1632	Probable acetyl-coa acetyltransferase (Acetoacetyl-coa thiolase) protein (EC 2.3.1.9)	[MISSING]
Q8XUB7	alc RSc3274 RS02503	Probable allantoicase (EC 3.5.3.4) (Allantoate amidinohydrolase)	[MISSING]
Q8XZ05	aceF RSc1601	Acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	[MISSING]
Q8XPY1	norB RSp1505	Probable nitric oxide reductase (Subunit b) transmembrane protein (EC 1.7.99.7)	[MISSING]
Q8XZ03	lpdA RSc1603	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	[MISSING]
Q8XYA9	RSc1853	Probable multidrug resistance transmembrane protein	[MISSING]
Q8XUB0	gcl RSc3281	Probable glyoxylate carboligase protein (EC 4.1.1.47)	[MISSING]
Q8XTY5	RSc3410	Probable amino acid-binding periplasmic (Pbp) abc transporter protein	[MISSING]
Q8XVF5	RSc2876	Putative membrane-bound lytic murein transglycosylase a transmembrane protein (EC 3.2.1.-)	[MISSING]
Q8XZT2	pit RSc1313	Probable low-affinity phosphate transporter lipoprotein transmembrane	[MISSING]
Q8XVF6	paaK RSc2875	Phenylacetate-coenzyme A ligase (EC 6.2.1.30) (Phenylacetyl-CoA ligase)	[MISSING]
Q8XVF1	gph RSc2880	Probable phosphoglycolate phosphatas protein (EC 3.1.3.18)	[MISSING]
Q8XVF0	trpE RSc2881	Probable anthranilate synthase componentIprotein (EC 4.1.3.27)	[MISSING]
Q8XVF2	rpe RSc2879	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	[MISSING]
Q8XZT9	ansB RSc1306	Probable l-asparaginase II signal peptide protein (EC 3.5.1.1)	[MISSING]
Q8XVF9	paaF RSc2872	Putative enoyl-coa hydratase protein (EC 4.2.1.17)	[MISSING]
Q8XVF8	paaG1 RSc2873	Probable enoyl-coa hydratase protein (EC 4.2.1.17)	[MISSING]
Q8XXX4	leuD RSc1989 RS03557	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	[MISSING]
Q8XXX6	asd RSc1987	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)	[MISSING]
Q8XXX0	sdhB RSc1993	Succinate dehydrogenase iron-sulfur subunit (EC 1.3.5.1)	[MISSING]
Q8XXX3	leuC RSc1990 RS03558	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	[MISSING]
Q8XXX2	gltA RSc1991	Citrate synthase	[MISSING]
Q8XS34	RSp0647	Putative enoyl-coenzyme a hydratase protein (EC 4.2.1.17)	[MISSING]
Q8Y0M3	iscU RSc1020	Iron-sulfur cluster assembly scaffold protein IscU	[MISSING]
Q8Y0M2	iscA RSc1021	Uncharacterized protein	[MISSING]
Q8XXX9	trpF RSc1984 RS03413	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	[MISSING]
Q8Y256	gdhA RSc0480	Glutamate dehydrogenase	[MISSING]
Q8Y255	RSc0481	Probable amino-acid-binding periplasmic (Pbp) abc transporter protein	[MISSING]
Q8Y252	gltL RSc0484	Putative glutamate/aspartate transport atp-binding abc transporter protein	[MISSING]
Q8XQS6	glsA RSp1143 RS05469	Glutaminase (EC 3.5.1.2)	[MISSING]
Q8XUP4	RSc3142	Putative transport transmembrane protein	[MISSING]
Q8XPX0	RSp1516	Probable amino-acid dehydratase protein (EC 4.2.-.-)	[MISSING]
Q8XZA3	RSc1501	Polyphenol oxidase oxidoreductase protein	[MISSING]
Q8XWC7	aac RSc2547	Probable acyl-homoserine lactone acylase transmembrane protein (EC 3.5.1.-)	[MISSING]
Q8XWC6	RSc2548	Putative inosine-uridine preferring nucleoside hydrolase transmembrane protein (EC 3.2.2.1)	[MISSING]
Q8Y2T5	RSc0249	Putative calcium binding hemolysin protein	[MISSING]
Q8XU42	RSc3352	Putative ornithine cyclodeaminase protein	[MISSING]
Q8XVK7	ispB RSc2823	Probable octaprenyl-diphosphate synthase (Octaprenyl pyrophosphate synthase) protein (EC 2.5.1.-)	[MISSING]
Q8Y2Q9	RSc0276	Probable acetyl-coa acetyltransferase (Acetoacetyl-coa thiolase) protein (EC 2.3.1.9)	[MISSING]
Q8Y2Q8	RSc0277	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	[MISSING]
Q8XUK0	RSc3188	Putative hemagglutinin-related protein	[MISSING]
Q8XXH5	RSc2139	Awr type III effector family protein	[MISSING]
Q8XVK5	pilB RSc2825	Probable type iv pilus assembly protein	[MISSING]
Q8Y2J8	RSc0337	Polyphenol oxidase with tyrosine hydroxylase activity oxidoreductase protein (EC 1.14.18.1)	[MISSING]
Q8XZS6	pmrIb RU4KPXS RSc1319	Probable uridine 4''-ketopentose synthase oxidoreductase protein (EC 1.-.-.-) (UDP-4-keto-xylose/UDP-xylose synthase)	[MISSING]
Q8XZS7	RSc1318	Putative polysaccharide deacetylase protein	[MISSING]
Q8XZS8	bcp RSc1317	Probable bacterioferritin comigratory oxidoreductase protein (EC 1.11.1.-)	[MISSING]
Q8XYK1	RSc1757	Probable lysine-specific permease transmembrane protein	[MISSING]
Q8XRC8	RSp0930	Probable type III effector protein (Skwp3 )	[MISSING]
Q8XXJ7	RSc2116 RS01488	5-hydroxyisourate hydrolase (HIU hydrolase) (HIUHase) (EC 3.5.2.17)	[MISSING]
Q8XXV0	paaH2 RSc2013	Putative 3-hydroxybutyryl-coa dehydrogenase oxidoreductase protein (EC 1.1.1.157)	[MISSING]
Q8XXJ5	RSc2118	Putative xanthine permease transmembrane protein	[MISSING]
Q8XST9	fliM RSp0378	Probable flagellar motor switch protein flim	[MISSING]
Q8XXJ3	RSc2120	Putative predicted xylanase/chitin deacetylase protein	[MISSING]
Q8Y084	suhB RSc1160	Probable inositol monophosphatase (Extragenic suppressor protein) (EC 3.1.3.25)	[MISSING]
Q8XXJ0	maeB1 RSc2123	Putative nadp-dependent malic enzyme oxidoreductase protein (EC 1.1.1.40)	[MISSING]
Q8XPS0	RSp1568	Probable cog5605, predicted small integral membrane transmembrane protein	[MISSING]
Q8XYK2	pehB RSc1756	Exo-poly-galacturonosidase signal peptide protein	[MISSING]
Q8XPS4	coxM RSp1564	Probable cytochrome c oxidase polypeptide II (Cytochrome bb3 subunit 2) transmembrane protein (EC 1.9.3.1)	[MISSING]
Q8XQF0	RSp1277	Putative type III effector protein	[MISSING]
Q8XQI6	RSp1239	Putative type III effector protein	[MISSING]
Q8XUY8	glpD RSc3045	Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	[MISSING]
Q8XPS8	edd RSp1560	Probable phosphogluconate dehydratase oxidoreductase protein (EC 4.2.1.12)	[MISSING]
Q8XYK5	livG RSc1753	Probable amino-acid atp-binding abc transporter protein	[MISSING]
Q8XUY2	RSc3051	Putative bacterial extracellular solute-binding, family 1 abc transporter protein	[MISSING]
Q8XUY1	glpK RSc3052 RS00495	Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK)	[MISSING]
Q8XSZ5	leuA2 RSp0322 RS05445	2-isopropylmalate synthase 2 (EC 2.3.3.13) (Alpha-IPM synthase 2) (Alpha-isopropylmalate synthase 2)	[MISSING]
Q8XR61	tek2 RSp1000	Probable tek-related protein	[MISSING]
Q8XWD5	amiC RSc2539	Probable n-acetylmuramoyl-l-alanine amidase amic protein (EC 3.5.1.28)	[MISSING]
Q8XR65	ttuC2 RSp0996	Probable tartrate dehydrogenase oxidoreductase protein (EC 1.1.1.93)	[MISSING]
Q8Y2I5	thiF RSc0351	Putative thif transmembrane protein	[MISSING]
Q8XRW7	RSp0714	Putative d-alanine aminotransferase (D-aspartate aminotransferase) protein (EC 2.6.1.21)	[MISSING]
Q8Y0V0	mog RSc0943	Probable molybdochetalase in molybdopterin biosynthesis protein	[MISSING]
Q8XRJ7	exuT1 RSp0834	Probable hexuronate transporter transmembrane protein	[MISSING]
Q8XWD8	RSc2536	Putative transmembrane aldehyde dehydrogenase oxidoreductase protein (EC 1.2.1.-)	[MISSING]
Q8XZ15	hpaI1 RSc1591	Putative 2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase oxidoreductase protein (EC 4.1.2.-)	[MISSING]
Q8XYK9	alkK RSc1749	Probable acyl-coa synthetase protein (EC 6.2.1.-)	[MISSING]
Q8XT98	RSp0216	Putative type III effector protein (Serine/threonine-protein kinase)	[MISSING]
Q8XT99	RSp0215	Putative type III effector protein (Hlk2)	[MISSING]
Q8XT92	vanB RSp0223	Probable vanillate o-demethylase (Vanillate degradation ferredoxin-like) oxidoreductase protein (EC 1.14.13.-)	[MISSING]
Q8XT93	vanA RSp0222	Probable vanillate o-demethylase oxygenase subunit oxidoreductase protein (EC 1.14.13.-)	[MISSING]
Q8XRD1	RSp0927	Putative cation efflux system transmembrane protein	[MISSING]
Q8XRD0	RSp0928	Probable cation efflux system transmembrane protein	[MISSING]
Q8XXC4	purD RSc2191 RS01408	Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (GARS) (Glycinamide ribonucleotide synthetase) (Phosphoribosylglycinamide synthetase)	[MISSING]
Q8XXC7	upp RSc2188 RS01411	Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase)	[MISSING]
Q8Y0X6	cysM RSc0917	Cysteine synthase (EC 2.5.1.47)	[MISSING]
Q8Y0X5	mltB RSc0918	Putative membrane-bound lytic murein transglycosylase b protein (EC 3.2.1.-)	[MISSING]
Q8XZA4	RSc1500	Putative aldo/keto reductase oxidoreductase protein (EC 1.-.-.-)	[MISSING]
Q8XRJ3	RSp0838	Uncharacterized protein	[MISSING]
Q8Y0X0	etfB RSc0923	Probable electron transfer flavoprotein (Beta-subunit)	[MISSING]
Q8Y0X1	RSc0922	Lipoprotein	[MISSING]
Q8Y2P0	metHa RSc0295	Probable 5-methyltetrahydrofolate--homocysteine methyltransferase (Methionine synthase, vitamin-b12 dependent isozyme) protein (EC 2.1.1.13)	[MISSING]
Q8Y0X8	hldD rfaD RSc0915 RS04500	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)	[MISSING]
Q8Y0X9	rfaE RSc0914	Probable adp-heptose synthase protein (EC 2.7.-.-)	[MISSING]
Q8XWV0	RSc2370	Putative formate dehydrogenase, gamma subunit transmembrane protein	[MISSING]
Q8XTK5	RSp0103	Putative vgr-related protein	[MISSING]
Q8XWV2	sodC RSc2368	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	[MISSING]
Q8XWV4	dcd RSc2366 RS01180	dCTP deaminase (EC 3.5.4.13) (Deoxycytidine triphosphate deaminase)	[MISSING]
Q8XWV5	RSc2365	Putative orn/lys/arg decarboxylase, c-terminalchey-like protein (EC 4.1.1.19)	[MISSING]
Q8XTK2	modA RSp0106	Putative molybdate-binding periplasmic signal peptide protein	[MISSING]
Q8Y327	ampG RSc0154	Transport transmembrane protein	[MISSING]
Q8Y324	RSc0157	Hypothetical dihydroneopterin aldolase protein (EC 4.1.2.25)	[MISSING]
Q8Y323	RSc0158	Probable arginase protein (EC 3.5.3.1)	[MISSING]
Q8Y322	RSc0159	Probable acetylornithine aminotransferase protein (EC 2.6.1.13)	[MISSING]
Q8XSP6	RSp0421	Probable siderophore synthetase component protein	[MISSING]
Q8XVR2	maeB2 RSc2767	Putative nadp-dependent malic enzyme oxidoreductase protein (EC 1.1.1.40)	[MISSING]
Q8XQB3	nosL RSp1373	Probable nosl lipoprotein	[MISSING]
Q8XTK9	ripA RSp0099	Type III effector protein awr1	[MISSING]
Q8XWS6	RSc2394	Probable abc-type transporter, periplasmic component abc transporter protein	[MISSING]
Q8XVH3	RSc2858	Putative zinc protease protein	[MISSING]
Q8XX63	pcaJ RSc2253	Probable 3-oxoadipate coa-transferase subunit b protein (EC 2.8.3.6)	[MISSING]
Q8XQA2	RSp1384	Putative type III effector protein	[MISSING]
Q8XS16	RSp0665	Probable magnesium and cobalt transport transmembrane protein	[MISSING]
Q8XX67	pcaC RSc2249	Putative 4-carboxymuconolactone decarboxylase protein (EC 4.1.1.44)	[MISSING]
Q8XV42	hemB RSc2989	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	[MISSING]
Q8XX65	pcaB RSc2251	Probable 3-carboxy-cis,cis-muconate cycloisomerase protein (EC 5.5.1.2)	[MISSING]
Q8XX64	pacF RSc2252	Probable beta-ketoadipyl coa thiolase protein (EC 2.3.1.-)	[MISSING]
Q8XWU8	RSc2372	Probable formate dehydrogenase (Iron-sulfur subunit) oxidoreductase protein (EC 1.2.-.-)	[MISSING]
Q8XYD1	RSc1827	Probable thioesterase protein (EC 3.1.-.-)	[MISSING]
Q8XYD2	RSc1826	Putative flavin oxidoreductase oxidoreductase protein (EC 1.-.-.-)	[MISSING]
Q8XZ40	aroC RSc1566 RS05253	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	[MISSING]
Q8XYD5	RSc1823	Uncharacterized protein	[MISSING]
Q8XYD6	maiA RSc1822	Maleate isomerase (EC 5.2.1.1) (Maleate cis-trans isomerase)	[MISSING]
Q8XZ44	metY RSc1562	Probable o-acetylhomoserine (Thiol)-lyase (Methionine/homocysteine synthase) protein (EC 2.5.1.49)	[MISSING]
Q8XTU7	kgtP2 RSp0007	Putative alpha-ketoglutarate permease transmembrane protein	[MISSING]
